data_srlnum,rcrd_tm,x_crdnt,y_crdnt,z_crdnt,yaw_rt,roll_rt,pitch_rt
53087,20200909151500.855,-0.433594,0.535156,9.679688,-0.007222,-0.090577,0.055942
53088,20200909151500.879,-0.371094,0.617188,9.820312,-0.007338,-0.090422,0.055937
53089,20200909151500.894,-0.289062,0.582031,9.750000,-0.007431,-0.090325,0.055991
53090,20200909151500.959,-0.128906,0.589844,9.785156,-0.007546,-0.090170,0.055987
53091,20200909151500.978,-0.117188,0.554688,9.886719,-0.007643,-0.090073,0.055983
53092,20200909151500.997,-0.054688,0.609375,9.792969,-0.007758,-0.089918,0.055978
53093,20200909151501.022,0.027344,0.578125,9.800781,-0.008009,-0.089743,0.055967
53094,20200909151501.049,-0.019531,0.605469,9.882812,-0.008009,-0.089743,0.055967
53095,20200909151501.099,-0.027344,0.566406,9.753906,-0.008143,-0.089530,0.055962
53096,20200909151501.125,0.066406,0.593750,9.851562,-0.008239,-0.089433,0.055958
53097,20200909151501.149,0.027344,0.617188,9.785156,-0.008258,-0.089375,0.055958
53098,20200909151501.167,-0.007812,0.593750,9.859375,-0.008352,-0.089278,0.056012
53099,20200909151501.181,0.000000,0.597656,9.867188,-0.008336,-0.089336,0.055954
53100,20200909151501.239,0.066406,0.593750,9.820312,-0.008275,-0.089317,0.056015
53101,20200909151501.264,0.058594,0.582031,9.683594,-0.008258,-0.089375,0.055958
53102,20200909151501.284,0.015625,0.554688,9.734375,-0.008239,-0.089433,0.055958
53103,20200909151501.299,0.093750,0.562500,9.687500,-0.008143,-0.089530,0.055962
53104,20200909151501.323,0.066406,0.636719,9.687500,-0.008124,-0.089588,0.055963
53105,20200909151501.379,0.054688,0.597656,9.812500,-0.008124,-0.089588,0.055963
53106,20200909151501.395,0.062500,0.585938,9.847656,-0.008143,-0.089530,0.055962
53107,20200909151501.416,0.062500,0.585938,9.714844,-0.008144,-0.089528,0.055943
53108,20200909151501.440,0.007812,0.597656,9.726562,-0.008201,-0.089549,0.055960
53109,20200909151501.464,0.085938,0.562500,9.792969,-0.008201,-0.089549,0.055960
53110,20200909151501.504,0.035156,0.625000,9.792969,-0.008201,-0.089549,0.055960
53111,20200909151501.529,0.062500,0.601562,9.773438,-0.008240,-0.089626,0.055957
53112,20200909151501.555,0.101562,0.539062,9.753906,-0.008318,-0.089587,0.055954
53113,20200909151501.574,0.023438,0.597656,9.781250,-0.008321,-0.089585,0.055877
53114,20200909151501.589,0.019531,0.589844,9.808594,-0.008302,-0.089643,0.055878
53115,20200909151501.651,0.140625,0.593750,9.722656,-0.008360,-0.089662,0.055875
53116,20200909151501.675,0.238281,0.589844,9.769531,-0.008325,-0.089779,0.055818
53117,20200909151501.689,0.332031,0.593750,9.875000,-0.008325,-0.089779,0.055818
53118,20200909151501.703,0.519531,0.574219,9.757812,-0.008363,-0.089663,0.055817
53119,20200909151501.728,0.433594,0.609375,9.835938,-0.008440,-0.089624,0.055813
53120,20200909151501.784,0.500000,0.546875,9.820312,-0.008459,-0.089566,0.055813
53121,20200909151501.800,0.503906,0.542969,9.808594,-0.008478,-0.089508,0.055812
53122,20200909151501.820,0.542969,0.593750,9.843750,-0.008555,-0.089469,0.055809
53123,20200909151501.846,0.527344,0.558594,9.843750,-0.008821,-0.089042,0.055857
53124,20200909151501.865,0.480469,0.597656,9.812500,-0.008939,-0.088888,0.055794
53125,20200909151501.922,0.417969,0.585938,9.894531,-0.009036,-0.088791,0.055790
53126,20200909151501.947,0.417969,0.585938,9.855469,-0.009036,-0.088789,0.055771
53127,20200909151501.971,0.320312,0.585938,9.648438,-0.009152,-0.088829,0.055785
53128,20200909151501.987,0.617188,0.468750,10.015625,-0.009172,-0.088769,0.055765
53129,20200909151502.011,0.640625,0.558594,9.644531,-0.009268,-0.088867,0.055780
53130,20200909151502.072,0.398438,0.589844,9.804688,-0.009266,-0.088866,0.055838
53131,20200909151502.087,0.507812,0.625000,9.808594,-0.009249,-0.088925,0.055780
53132,20200909151502.105,0.550781,0.593750,9.898438,-0.009288,-0.089002,0.055778
53133,20200909151502.131,0.507812,0.601562,9.816406,-0.009269,-0.089060,0.055779
53134,20200909151502.155,0.386719,0.671875,9.714844,-0.009345,-0.089213,0.055833
53135,20200909151502.200,0.390625,0.527344,9.777344,-0.009403,-0.089232,0.055830
53136,20200909151502.219,0.390625,0.578125,9.867188,-0.009517,-0.089269,0.055883
53137,20200909151502.243,0.546875,0.578125,9.644531,-0.009614,-0.089368,0.055897
53138,20200909151502.266,0.363281,0.605469,9.796875,-0.009614,-0.089368,0.055897
53139,20200909151502.290,0.472656,0.535156,9.878906,-0.009614,-0.089368,0.055897
53140,20200909151502.338,0.386719,0.667969,9.851562,-0.009766,-0.089482,0.055948
53141,20200909151502.362,0.464844,0.601562,9.699219,-0.009808,-0.089560,0.055887
53142,20200909151502.384,0.386719,0.644531,9.816406,-0.009808,-0.089560,0.055887
53143,20200909151502.403,0.472656,0.609375,9.855469,-0.009866,-0.089579,0.055885
53144,20200909151502.423,0.500000,0.570312,9.609375,-0.009847,-0.089637,0.055885
53145,20200909151502.479,0.339844,0.636719,9.730469,-0.009961,-0.089674,0.055938
53146,20200909151502.498,0.515625,0.523438,9.855469,-0.009961,-0.089674,0.055938
53147,20200909151502.516,0.550781,0.578125,9.902344,-0.009961,-0.089674,0.055938
53148,20200909151502.535,0.472656,0.546875,9.933594,-0.010351,-0.089672,0.055863
53149,20200909151502.556,0.449219,0.632812,9.820312,-0.010409,-0.089691,0.055860
53150,20200909151502.597,0.605469,0.734375,9.828125,-0.010409,-0.089691,0.055860
53151,20200909151502.615,0.464844,0.535156,9.628906,-0.010509,-0.089592,0.055779
53152,20200909151502.639,0.527344,0.750000,9.894531,-0.010586,-0.089553,0.055776
53153,20200909151502.659,0.437500,0.738281,9.875000,-0.010644,-0.089572,0.055773
53154,20200909151502.683,0.421875,0.593750,9.867188,-0.010605,-0.089495,0.055775
53155,20200909151502.719,0.535156,0.671875,9.753906,-0.010682,-0.089459,0.055791
53156,20200909151502.746,0.398438,0.542969,9.914062,-0.010621,-0.089440,0.055852
53157,20200909151502.781,0.410156,0.617188,9.910156,-0.010618,-0.089439,0.055910
53158,20200909151502.804,0.609375,0.558594,9.660156,-0.010637,-0.089381,0.055909
53159,20200909151502.819,0.527344,0.613281,9.902344,-0.010693,-0.089399,0.055965
53160,20200909151502.878,0.527344,0.578125,9.898438,-0.010634,-0.089381,0.055968
53161,20200909151502.897,0.433594,0.609375,9.750000,-0.010634,-0.089381,0.055968
53162,20200909151502.917,0.535156,0.628906,9.718750,-0.010714,-0.089342,0.055906
53163,20200909151502.941,0.628906,0.675781,9.593750,-0.010714,-0.089342,0.055906
53164,20200909151502.965,0.386719,0.546875,9.738281,-0.010978,-0.089552,0.055642
53165,20200909151503.004,0.253906,0.515625,9.625000,-0.010988,-0.089744,0.055447
53166,20200909151503.026,0.156250,0.597656,9.847656,-0.011011,-0.089879,0.055387
53167,20200909151503.051,0.191406,0.660156,9.476562,-0.011073,-0.090092,0.055325
53168,20200909151503.074,0.132812,0.507812,9.964844,-0.011139,-0.090302,0.055186
53169,20200909151503.093,0.257812,0.570312,9.933594,-0.011139,-0.090302,0.055186
53170,20200909151503.145,0.121094,0.542969,10.226562,-0.011446,-0.090782,0.054860
53171,20200909151503.169,0.257812,0.671875,9.750000,-0.011491,-0.090857,0.054722
53172,20200909151503.188,0.203125,0.628906,9.902344,-0.011535,-0.090742,0.054605
53173,20200909151503.207,0.324219,0.593750,9.882812,-0.011540,-0.090548,0.054471
53174,20200909151503.228,0.324219,0.605469,9.777344,-0.011624,-0.090119,0.054257
53175,20200909151503.287,0.480469,0.675781,9.820312,-0.011650,-0.089867,0.054064
53176,20200909151503.311,0.316406,0.535156,9.988281,-0.011731,-0.089636,0.053946
53177,20200909151503.331,0.324219,0.621094,9.808594,-0.011736,-0.089442,0.053812
53178,20200909151503.356,0.253906,0.625000,9.656250,-0.011821,-0.089209,0.053616
53179,20200909151503.381,0.250000,0.503906,9.929688,-0.011789,-0.088935,0.053407
53180,20200909151503.426,0.332031,0.585938,9.675781,-0.011792,-0.088936,0.053349
53181,20200909151503.452,0.289062,0.558594,9.933594,-0.011778,-0.088799,0.053215
53182,20200909151503.475,0.285156,0.484375,9.847656,-0.011546,-0.088780,0.052781
53183,20200909151503.494,0.257812,0.601562,9.687500,-0.011527,-0.088838,0.052781
53184,20200909151503.509,0.335938,0.644531,9.718750,-0.011570,-0.089356,0.052332
53185,20200909151503.564,0.281250,0.457031,9.710938,-0.011616,-0.089627,0.052212
53186,20200909151503.587,0.398438,0.617188,9.726562,-0.011798,-0.089875,0.052067
53187,20200909151503.607,0.480469,0.550781,9.531250,-0.011843,-0.089953,0.051949
53188,20200909151503.623,0.398438,0.457031,9.902344,-0.012044,-0.090142,0.051803
53189,20200909151503.650,0.523438,0.500000,9.832031,-0.012208,-0.090255,0.051602
53190,20200909151503.710,0.359375,0.531250,9.816406,-0.012530,-0.090291,0.051336
53191,20200909151503.724,0.343750,0.707031,9.878906,-0.012751,-0.090230,0.051133
53192,20200909151503.749,0.265625,0.789062,10.164062,-0.013029,-0.089995,0.050929
53193,20200909151503.774,0.382812,0.687500,9.707031,-0.013153,-0.089839,0.050731
53194,20200909151503.790,0.324219,0.566406,9.660156,-0.013555,-0.089252,0.050254
53195,20200909151503.844,0.230469,0.566406,9.730469,-0.013640,-0.089019,0.050058
53196,20200909151503.867,0.117188,0.660156,10.167969,-0.013641,-0.088824,0.049983
53197,20200909151503.889,0.351562,0.472656,9.855469,-0.013645,-0.088632,0.049868
53198,20200909151503.904,0.144531,0.660156,9.964844,-0.013649,-0.088437,0.049734
53199,20200909151503.918,0.296875,0.613281,9.511719,-0.013772,-0.087892,0.049462
53200,20200909151503.980,0.273438,0.441406,10.003906,-0.013834,-0.087717,0.049325
53201,20200909151504.002,0.472656,0.484375,9.703125,-0.014225,-0.087521,0.049193
53202,20200909151504.019,0.250000,0.554688,9.832031,-0.014773,-0.086857,0.048904
53203,20200909151504.039,0.238281,0.667969,9.679688,-0.014988,-0.086217,0.048706
53204,20200909151504.062,0.132812,0.773438,9.718750,-0.015087,-0.086118,0.048626
53205,20200909151504.115,0.429688,0.488281,9.589844,-0.015164,-0.086078,0.048623
53206,20200909151504.135,0.074219,0.578125,9.750000,-0.015263,-0.085981,0.048561
53207,20200909151504.160,0.097656,0.503906,9.765625,-0.016066,-0.086107,0.048332
53208,20200909151504.184,0.023438,0.695312,9.734375,-0.016362,-0.086202,0.048203
53209,20200909151504.200,0.000000,0.449219,9.945312,-0.016500,-0.086179,0.048120
53210,20200909151504.250,0.210938,0.652344,9.707031,-0.016623,-0.086214,0.047979
53211,20200909151504.272,-0.214844,0.640625,9.761719,-0.016623,-0.086214,0.047979
53212,20200909151504.291,-0.082031,0.734375,10.023438,-0.016704,-0.086035,0.047398
53213,20200909151504.306,-0.085938,0.699219,10.015625,-0.016746,-0.086112,0.047337
53214,20200909151504.320,0.062500,0.695312,9.664062,-0.016794,-0.086187,0.047141
53215,20200909151504.383,-0.195312,0.457031,9.421875,-0.016862,-0.086400,0.046962
53216,20200909151504.401,-0.042969,0.496094,9.675781,-0.016862,-0.086400,0.046962
53217,20200909151504.414,-0.414062,0.531250,9.820312,-0.016791,-0.086437,0.046830
53218,20200909151504.428,-0.375000,0.550781,9.554688,-0.016728,-0.086473,0.046504
53219,20200909151504.452,-0.269531,0.683594,9.355469,-0.016773,-0.086550,0.046385
53220,20200909151504.499,-0.417969,0.511719,9.585938,-0.016773,-0.086550,0.046385
53221,20200909151504.526,-0.414062,0.589844,9.324219,-0.017149,-0.086795,0.046232
53222,20200909151504.554,-0.308594,0.519531,9.527344,-0.017307,-0.086909,0.046166
53223,20200909151504.579,-0.371094,0.695312,9.921875,-0.017307,-0.086909,0.046166
53224,20200909151504.597,-0.929688,0.750000,9.996094,-0.018095,-0.087092,0.045878
53225,20200909151504.654,-0.820312,0.761719,10.039062,-0.018114,-0.086842,0.045822
53226,20200909151504.678,-0.621094,0.820312,9.613281,-0.018136,-0.086781,0.045744
53227,20200909151504.697,-0.304688,0.953125,9.503906,-0.018115,-0.086647,0.045746
53228,20200909151504.711,-0.652344,0.777344,9.839844,-0.018039,-0.086493,0.045693
53229,20200909151504.729,-0.500000,0.671875,9.875000,-0.018021,-0.086356,0.045618
53230,20200909151504.791,-0.511719,1.082031,9.773438,-0.018042,-0.086298,0.045560
53231,20200909151504.809,-0.546875,0.902344,9.667969,-0.018021,-0.086164,0.045562
53232,20200909151504.823,-0.710938,0.640625,10.062500,-0.017912,-0.085737,0.045300
53233,20200909151504.843,-0.554688,0.609375,9.511719,-0.017761,-0.085620,0.045173
53234,20200909151504.867,-0.457031,0.527344,9.816406,-0.017235,-0.085507,0.044810
53235,20200909151504.916,-0.601562,0.519531,9.812500,-0.017235,-0.085507,0.044810
53236,20200909151504.931,-0.550781,0.445312,9.968750,-0.016911,-0.085531,0.044707
53237,20200909151504.956,-0.519531,0.695312,9.792969,-0.016911,-0.085531,0.044707
53238,20200909151504.982,-0.578125,0.457031,9.875000,-0.016175,-0.085671,0.044351
53239,20200909151505.005,-0.503906,0.503906,9.867188,-0.015949,-0.085787,0.044225
53240,20200909151505.059,-0.609375,0.574219,9.687500,-0.015705,-0.085962,0.044099
53241,20200909151505.084,-0.496094,0.589844,9.812500,-0.015612,-0.086060,0.044044
53242,20200909151505.105,-0.527344,0.480469,9.980469,-0.014920,-0.086665,0.043701
53243,20200909151505.123,-0.292969,0.453125,9.675781,-0.014970,-0.086933,0.043504
53244,20200909151505.147,-0.718750,0.621094,9.523438,-0.014991,-0.087068,0.043502
53245,20200909151505.203,-0.777344,0.500000,9.804688,-0.014983,-0.087317,0.043307
53246,20200909151505.218,-0.652344,0.589844,9.660156,-0.014956,-0.087625,0.043113
53247,20200909151505.237,-0.539062,0.652344,9.972656,-0.014792,-0.087763,0.042945
53248,20200909151505.263,-0.519531,0.695312,9.886719,-0.014702,-0.087859,0.042813
53249,20200909151505.288,-0.484375,0.769531,9.613281,-0.014668,-0.087975,0.042756
53250,20200909151505.328,-0.824219,0.558594,9.960938,-0.014729,-0.087994,0.042694
53251,20200909151505.347,-0.578125,0.562500,9.886719,-0.014971,-0.087872,0.042415
53252,20200909151505.372,-0.488281,0.632812,9.980469,-0.015088,-0.087716,0.042353
53253,20200909151505.398,-0.597656,0.449219,9.949219,-0.015168,-0.087482,0.042216
53254,20200909151505.422,-0.531250,0.671875,9.687500,-0.015245,-0.087250,0.042156
53255,20200909151505.474,-0.542969,0.421875,10.093750,-0.015225,-0.087113,0.042139
53256,20200909151505.496,-0.535156,0.703125,9.503906,-0.015674,-0.086547,0.041873
53257,20200909151505.511,-0.644531,0.406250,9.855469,-0.015870,-0.086542,0.041788
53258,20200909151505.537,-0.847656,0.644531,9.804688,-0.016048,-0.086598,0.041721
53259,20200909151505.563,-0.468750,0.812500,9.460938,-0.016151,-0.086694,0.041600
53260,20200909151505.615,-0.800781,0.480469,9.914062,-0.016151,-0.086694,0.041600
53261,20200909151505.630,-0.667969,0.781250,10.074219,-0.015977,-0.086886,0.041219
53262,20200909151505.653,-0.589844,0.933594,9.656250,-0.016073,-0.087036,0.040827
53263,20200909151505.680,-0.523438,0.667969,9.746094,-0.016137,-0.087052,0.040690
53264,20200909151505.702,-0.519531,0.453125,9.667969,-0.016628,-0.086948,0.040476
53265,20200909151505.743,-0.691406,0.492188,9.386719,-0.016920,-0.086848,0.040406
53266,20200909151505.766,-0.601562,0.554688,9.648438,-0.017153,-0.086729,0.040338
53267,20200909151505.786,-0.515625,0.660156,9.738281,-0.017249,-0.086632,0.040335
53268,20200909151505.810,-0.507812,0.574219,9.359375,-0.017326,-0.086592,0.040332
53269,20200909151505.829,-0.691406,0.718750,9.746094,-0.017498,-0.086452,0.040307
53270,20200909151505.880,-0.503906,0.683594,9.457031,-0.018018,-0.086040,0.040230
53271,20200909151505.899,-0.425781,0.765625,9.730469,-0.018095,-0.086001,0.040227
53272,20200909151505.913,-0.679688,0.574219,9.980469,-0.018405,-0.086035,0.040214
53273,20200909151505.937,-0.757812,0.761719,9.730469,-0.018800,-0.086223,0.040079
53274,20200909151505.956,-0.628906,0.613281,9.882812,-0.019508,-0.086443,0.039853
53275,20200909151506.010,-0.359375,0.718750,9.589844,-0.019708,-0.086438,0.039709
53276,20200909151506.024,-0.500000,0.664062,9.960938,-0.019883,-0.086301,0.039645
53277,20200909151506.048,-0.445312,0.628906,9.753906,-0.019941,-0.086124,0.039567
53278,20200909151506.073,-0.453125,0.710938,9.839844,-0.019941,-0.085739,0.039455
53279,20200909151506.096,-0.234375,0.527344,9.640625,-0.020387,-0.085364,0.039304
53280,20200909151506.134,-0.156250,0.722656,9.859375,-0.020506,-0.085401,0.039241
53281,20200909151506.160,-0.277344,0.664062,10.082031,-0.020623,-0.085438,0.039235
53282,20200909151506.185,0.019531,0.675781,9.550781,-0.020976,-0.085547,0.039142
53283,20200909151506.209,-0.246094,0.609375,9.644531,-0.021365,-0.085734,0.039124
53284,20200909151506.230,-0.242188,0.648438,9.761719,-0.021859,-0.086212,0.039058
53285,20200909151506.284,-0.398438,0.660156,9.992188,-0.021898,-0.086289,0.039055
53286,20200909151506.303,-0.265625,0.863281,9.867188,-0.021996,-0.086384,0.039050
53287,20200909151506.324,-0.261719,0.726562,9.964844,-0.022116,-0.086613,0.039042
53288,20200909151506.345,-0.179688,0.820312,9.738281,-0.022116,-0.086613,0.039042
53289,20200909151506.366,-0.429688,0.785156,9.726562,-0.023157,-0.087724,0.039447
53290,20200909151506.414,-0.300781,0.738281,10.074219,-0.023385,-0.087801,0.039571
53291,20200909151506.428,-0.406250,0.824219,9.816406,-0.023512,-0.087782,0.039759
53292,20200909151506.450,-0.542969,0.781250,9.960938,-0.023512,-0.087782,0.039759
53293,20200909151506.473,-0.492188,0.894531,9.761719,-0.023765,-0.087549,0.040060
53294,20200909151506.496,-0.472656,0.949219,9.789062,-0.023765,-0.087549,0.040060
53295,20200909151506.538,-0.324219,0.773438,9.605469,-0.023934,-0.087361,0.040577
53296,20200909151506.557,-0.246094,0.609375,9.761719,-0.023959,-0.087442,0.040903
53297,20200909151506.585,-0.308594,0.824219,9.613281,-0.024012,-0.087461,0.041017
53298,20200909151506.608,-0.242188,0.699219,9.398438,-0.023991,-0.087521,0.041094
53299,20200909151506.632,-0.421875,0.695312,9.968750,-0.023988,-0.087521,0.041152
53300,20200909151506.682,-0.179688,0.777344,9.781250,-0.024008,-0.087603,0.041595
53301,20200909151506.697,-0.261719,0.671875,9.714844,-0.024203,-0.087547,0.041973
53302,20200909151506.711,-0.156250,0.640625,9.406250,-0.024431,-0.087624,0.042097
53303,20200909151506.733,-0.335938,0.664062,9.804688,-0.024544,-0.087660,0.042150
53304,20200909151506.747,-0.230469,0.597656,9.773438,-0.025039,-0.087891,0.042395
53305,20200909151506.803,-0.359375,0.656250,9.625000,-0.025420,-0.088081,0.042569
53306,20200909151506.821,-0.273438,0.667969,9.808594,-0.025976,-0.088327,0.042735
53307,20200909151506.840,-0.296875,0.699219,9.875000,-0.026278,-0.088365,0.042914
53308,20200909151506.860,-0.304688,0.773438,9.257812,-0.026524,-0.088384,0.043038
53309,20200909151506.883,-0.265625,1.082031,9.273438,-0.026852,-0.087481,0.043674
53310,20200909151506.927,-0.367188,0.949219,9.742188,-0.026781,-0.087077,0.043857
53311,20200909151506.952,-0.273438,1.039062,10.054688,-0.026749,-0.086752,0.044056
53312,20200909151506.976,-0.222656,0.835938,9.531250,-0.026718,-0.086427,0.044255
53313,20200909151506.995,-0.335938,0.539062,9.808594,-0.026771,-0.086253,0.044313
53314,20200909151507.014,-0.093750,0.707031,9.613281,-0.026899,-0.085601,0.044761
53315,20200909151507.059,-0.207031,0.519531,9.718750,-0.026931,-0.085485,0.044877
53316,20200909151507.081,-0.148438,0.660156,9.601562,-0.026931,-0.085485,0.044877
53317,20200909151507.103,-0.156250,0.574219,9.722656,-0.027108,-0.084468,0.045463
53318,20200909151507.127,-0.066406,0.691406,9.585938,-0.027228,-0.084065,0.045715
53319,20200909151507.141,-0.292969,0.671875,9.804688,-0.027436,-0.083566,0.046157
53320,20200909151507.202,-0.386719,0.761719,9.742188,-0.027598,-0.083432,0.046404
53321,20200909151507.221,-0.144531,0.718750,10.003906,-0.027778,-0.083240,0.046650
53322,20200909151507.240,-0.308594,0.753906,9.687500,-0.027887,-0.083280,0.046838
53323,20200909151507.255,-0.273438,0.792969,10.070312,-0.027818,-0.083264,0.047093
53324,20200909151507.281,-0.218750,0.765625,9.878906,-0.027510,-0.083372,0.047568
53325,20200909151507.332,-0.312500,0.980469,9.773438,-0.027427,-0.083411,0.047687
53326,20200909151507.351,-0.117188,0.691406,9.660156,-0.027348,-0.083451,0.047748
53327,20200909151507.375,-0.285156,0.781250,10.027344,-0.027287,-0.083435,0.047827
53328,20200909151507.399,-0.136719,0.566406,9.882812,-0.027125,-0.083516,0.048026
53329,20200909151507.418,-0.226562,0.750000,9.582031,-0.027103,-0.083574,0.048084
53330,20200909151507.466,0.582031,-0.250000,10.085938,-0.026534,-0.083860,0.048819
53331,20200909151507.491,-0.226562,2.253906,8.527344,-0.026647,-0.084093,0.048946
53332,20200909151507.513,0.171875,0.605469,9.687500,-0.026625,-0.084343,0.049060
53333,20200909151507.528,-0.242188,0.472656,9.707031,-0.026756,-0.084714,0.049262
53334,20200909151507.542,-0.242188,0.566406,9.550781,-0.026792,-0.084791,0.049317
53335,20200909151507.603,-0.375000,0.539062,9.785156,-0.026920,-0.085161,0.049577
53336,20200909151507.623,-0.207031,0.585938,9.820312,-0.027183,-0.085508,0.049812
53337,20200909151507.638,-0.222656,0.589844,9.894531,-0.027367,-0.085705,0.050072
53338,20200909151507.654,-0.167969,0.746094,9.765625,-0.027554,-0.085899,0.050254
53339,20200909151507.678,-0.199219,0.695312,9.746094,-0.027797,-0.086111,0.050492
53340,20200909151507.731,-0.113281,0.707031,9.910156,-0.028149,-0.086560,0.050934
53341,20200909151507.750,-0.179688,0.695312,10.050781,-0.028211,-0.087108,0.051387
53342,20200909151507.773,-0.109375,0.789062,10.046875,-0.028112,-0.087205,0.051448
53343,20200909151507.798,-0.089844,0.804688,9.617188,-0.026899,-0.086947,0.051756
53344,20200909151507.816,-0.406250,0.871094,10.152344,-0.026505,-0.086760,0.051911
53345,20200909151507.866,-0.269531,0.882812,9.792969,-0.026330,-0.086704,0.051919
53346,20200909151507.891,-0.375000,0.574219,9.839844,-0.025859,-0.086553,0.052058
53347,20200909151507.916,-4.082031,-8.453125,8.355469,-0.024794,-0.086465,0.052105
53348,20200909151507.932,-0.765625,0.843750,11.015625,-0.023967,-0.086150,0.052840
53349,20200909151507.948,-0.578125,0.718750,8.683594,-0.023577,-0.086153,0.052915
53350,20200909151508.007,-0.585938,0.433594,9.699219,-0.023180,-0.085965,0.053128
53351,20200909151508.027,-0.855469,0.832031,9.679688,-0.022862,-0.085931,0.053335
53352,20200909151508.043,-0.917969,0.804688,9.523438,-0.022527,-0.085759,0.053467
53353,20200909151508.063,-0.781250,0.511719,9.207031,-0.022334,-0.085900,0.053919
53354,20200909151508.088,-0.753906,0.554688,9.093750,-0.022331,-0.085902,0.053996
53355,20200909151508.140,-0.808594,0.597656,9.867188,-0.022359,-0.085981,0.054245
53356,20200909151508.155,-0.519531,0.683594,9.710938,-0.022240,-0.085943,0.054309
53357,20200909151508.180,-0.527344,0.531250,9.648438,-0.022059,-0.085696,0.054454
53358,20200909151508.204,-0.457031,0.890625,9.582031,-0.021129,-0.084124,0.055187
53359,20200909151508.223,-0.660156,0.878906,9.484375,-0.021106,-0.083989,0.055248
53360,20200909151508.284,-0.730469,0.796875,9.898438,-0.021054,-0.083528,0.055506
53361,20200909151508.310,-0.773438,0.761719,10.062500,-0.021041,-0.083147,0.055781
53362,20200909151508.329,-0.550781,0.558594,9.882812,-0.021041,-0.083147,0.055781
53363,20200909151508.344,-0.640625,0.468750,10.019531,-0.021533,-0.082303,0.056833
53364,20200909151508.365,-0.582031,0.648438,9.933594,-0.021754,-0.082191,0.057095
53365,20200909151508.421,-0.617188,0.605469,9.507812,-0.022035,-0.082095,0.057278
53366,20200909151508.440,-0.484375,0.625000,9.191406,-0.022207,-0.082152,0.057328
53367,20200909151508.461,-0.402344,0.527344,9.457031,-0.022340,-0.082132,0.057381
53368,20200909151508.487,-0.750000,0.417969,9.539062,-0.022512,-0.082191,0.057450
53369,20200909151508.510,-0.562500,0.507812,9.597656,-0.023394,-0.082809,0.057677
53370,20200909151508.555,-0.714844,0.566406,9.886719,-0.024125,-0.083501,0.057832
53371,20200909151508.579,-0.691406,0.605469,9.613281,-0.024605,-0.083986,0.057960
53372,20200909151508.604,-0.722656,0.632812,9.847656,-0.024931,-0.084547,0.058074
53373,20200909151508.625,-0.652344,0.769531,9.949219,-0.025104,-0.084796,0.058122
53374,20200909151508.651,-0.691406,0.847656,10.082031,-0.025500,-0.086094,0.058494
53375,20200909151508.712,-0.707031,0.976562,10.164062,-0.025471,-0.086350,0.058762
53376,20200909151508.726,-0.585938,1.085938,9.765625,-0.025463,-0.086545,0.058953
53377,20200909151508.741,-0.660156,1.054688,10.031250,-0.025433,-0.086606,0.059205
53378,20200909151508.764,-0.476562,0.875000,9.710938,-0.025228,-0.086611,0.059484
53379,20200909151508.789,-0.726562,0.949219,10.246094,-0.024360,-0.086024,0.060283
53380,20200909151508.839,-0.621094,1.058594,9.957031,-0.024100,-0.085812,0.060471
53381,20200909151508.852,-0.722656,0.812500,9.679688,-0.023784,-0.085584,0.060622
53382,20200909151508.871,-0.695312,0.871094,9.789062,-0.023168,-0.085068,0.060964
53383,20200909151508.895,-0.742188,0.648438,9.976562,-0.022794,-0.084821,0.061118
53384,20200909151508.919,-0.832031,0.890625,9.687500,-0.022179,-0.084304,0.061459
53385,20200909151508.969,-0.574219,0.812500,9.460938,-0.019745,-0.081984,0.062705
53386,20200909151508.996,-0.718750,0.621094,9.578125,-0.019131,-0.081466,0.063044
53387,20200909151509.020,-0.738281,0.597656,9.886719,-0.018597,-0.080909,0.063323
53388,20200909151509.039,-0.792969,0.562500,9.925781,-0.018282,-0.080678,0.063453
53389,20200909151509.057,-0.671875,0.601562,9.816406,-0.018025,-0.080468,0.063601
53390,20200909151509.114,-0.437500,0.492188,9.171875,-0.017511,-0.080044,0.063857
53391,20200909151509.128,-0.660156,0.390625,9.660156,-0.015964,-0.079167,0.064834
53392,20200909151509.146,-0.660156,0.503906,9.851562,-0.015818,-0.079132,0.065593
53393,20200909151509.167,-0.585938,0.457031,9.496094,-0.015962,-0.079252,0.065857
53394,20200909151509.189,-0.820312,0.476562,9.941406,-0.016459,-0.079429,0.066473
53395,20200909151509.235,-0.578125,0.515625,9.226562,-0.016587,-0.079412,0.066662
53396,20200909151509.252,-0.585938,0.449219,9.824219,-0.016787,-0.079357,0.066983
53397,20200909151509.275,-0.789062,0.445312,9.417969,-0.017678,-0.079536,0.067409
53398,20200909151509.297,-0.687500,0.460938,9.734375,-0.019396,-0.079928,0.067917
53399,20200909151509.321,-0.554688,0.644531,9.894531,-0.019396,-0.079928,0.067917
53400,20200909151509.382,-0.773438,0.695312,9.847656,-0.019780,-0.079930,0.067979
53401,20200909151509.408,-0.609375,0.777344,9.968750,-0.020104,-0.079911,0.068082
53402,20200909151509.428,-0.550781,0.667969,9.640625,-0.020431,-0.079894,0.068146
53403,20200909151509.448,-0.523438,0.777344,10.078125,-0.021296,-0.079993,0.068246
53404,20200909151509.469,-0.398438,0.886719,9.988281,-0.021603,-0.080031,0.068291
53405,20200909151509.526,-0.429688,0.699219,9.972656,-0.022101,-0.080072,0.068406
