data_srlnum,rcrd_tm,x_crdnt,y_crdnt,z_crdnt,yaw_rt,roll_rt,pitch_rt
29618,20200909150424.815,-0.996094,0.757812,9.953125,-0.004819,-0.104579,0.046079
29619,20200909150424.840,-0.648438,0.675781,9.726562,-0.004838,-0.104521,0.046078
29620,20200909150424.886,-0.703125,0.507812,9.417969,-0.004835,-0.104521,0.046136
29621,20200909150424.906,-0.851562,0.445312,9.679688,-0.004835,-0.104521,0.046136
29622,20200909150424.932,-0.656250,0.582031,9.605469,-0.005190,-0.104190,0.046312
29623,20200909150424.958,-0.601562,0.722656,9.636719,-0.005325,-0.104169,0.046305
29624,20200909150424.978,-0.726562,0.695312,9.730469,-0.005589,-0.104129,0.046426
29625,20200909150425.020,-0.765625,0.675781,9.824219,-0.005666,-0.104090,0.046422
29626,20200909150425.043,-0.746094,0.597656,9.621094,-0.005721,-0.104108,0.046477
29627,20200909150425.072,-0.808594,0.812500,9.746094,-0.005798,-0.104068,0.046473
29628,20200909150425.091,-0.789062,0.695312,9.972656,-0.006023,-0.103952,0.046597
29629,20200909150425.112,-0.800781,0.562500,9.792969,-0.006038,-0.103893,0.046655
29630,20200909150425.177,-0.828125,0.722656,9.980469,-0.006073,-0.103776,0.046711
29631,20200909150425.196,-0.953125,0.730469,9.867188,-0.006104,-0.103662,0.046845
29632,20200909150425.221,-0.644531,0.707031,9.773438,-0.006255,-0.103582,0.046896
29633,20200909150425.246,-0.878906,0.722656,9.863281,-0.006255,-0.103582,0.046896
29634,20200909150425.272,-0.976562,0.687500,9.843750,-0.006175,-0.103621,0.046958
29635,20200909150425.318,-0.726562,0.566406,9.730469,-0.006097,-0.103660,0.046962
29636,20200909150425.343,-0.828125,0.703125,9.765625,-0.005803,-0.103566,0.047036
29637,20200909150425.369,-0.761719,0.652344,9.773438,-0.005605,-0.103570,0.047123
29638,20200909150425.389,-0.691406,0.675781,9.628906,-0.005602,-0.103569,0.047181
29639,20200909150425.404,-0.757812,0.722656,9.476562,-0.005602,-0.103569,0.047181
29640,20200909150425.467,-0.648438,0.554688,9.484375,-0.005541,-0.103550,0.047243
29641,20200909150425.490,-0.730469,0.550781,9.781250,-0.005617,-0.103513,0.047258
29642,20200909150425.505,-0.902344,0.664062,10.136719,-0.005614,-0.103513,0.047316
29643,20200909150425.532,-0.609375,0.554688,9.808594,-0.005516,-0.103417,0.047321
29644,20200909150425.552,-0.726562,0.722656,9.886719,-0.005412,-0.103320,0.047443
29645,20200909150425.602,-0.699219,0.707031,9.753906,-0.005405,-0.103322,0.047579
29646,20200909150425.622,-0.621094,0.492188,9.972656,-0.005419,-0.103458,0.047713
29647,20200909150425.646,-0.703125,0.722656,9.816406,-0.005419,-0.103458,0.047713
29648,20200909150425.673,-0.621094,0.691406,9.683594,-0.005452,-0.103533,0.047827
29649,20200909150425.689,-0.648438,0.574219,9.925781,-0.005390,-0.103516,0.047907
29650,20200909150425.746,-0.468750,0.656250,9.687500,-0.005425,-0.103400,0.047964
29651,20200909150425.776,-0.476562,0.679688,10.062500,-0.005459,-0.103283,0.048021
29652,20200909150425.792,-0.515625,0.617188,9.695312,-0.005396,-0.103070,0.048083
29653,20200909150425.807,-0.558594,0.707031,10.003906,-0.005417,-0.102181,0.048258
29654,20200909150425.827,-0.550781,0.707031,9.574219,-0.005474,-0.102007,0.048256
29655,20200909150425.885,-0.386719,0.695312,9.566406,-0.005523,-0.101834,0.048389
29656,20200909150425.903,-0.335938,0.460938,9.671875,-0.005788,-0.101407,0.048435
29657,20200909150425.923,-0.542969,0.589844,9.683594,-0.005950,-0.101075,0.048602
29658,20200909150425.946,-0.609375,0.531250,9.707031,-0.005926,-0.100943,0.048681
29659,20200909150425.966,-0.406250,0.468750,9.816406,-0.005926,-0.100943,0.048681
29660,20200909150426.016,-0.394531,0.636719,9.546875,-0.005960,-0.100826,0.048737
29661,20200909150426.042,-0.472656,0.636719,9.742188,-0.006035,-0.100786,0.048792
29662,20200909150426.066,-0.605469,0.597656,9.933594,-0.006035,-0.100786,0.048792
29663,20200909150426.082,-0.464844,0.683594,9.691406,-0.006592,-0.100645,0.048822
29664,20200909150426.097,-0.554688,0.660156,9.976562,-0.006782,-0.100646,0.048890
29665,20200909150426.161,-0.585938,0.550781,10.117188,-0.007244,-0.100602,0.048925
29666,20200909150426.186,-0.550781,0.648438,9.675781,-0.007438,-0.100601,0.048915
29667,20200909150426.202,-0.550781,0.667969,9.835938,-0.007995,-0.100460,0.048946
29668,20200909150426.217,-0.503906,0.648438,9.781250,-0.008131,-0.100439,0.048939
29669,20200909150426.243,-0.546875,0.726562,9.769531,-0.008266,-0.100419,0.048932
29670,20200909150426.296,-0.601562,0.597656,9.800781,-0.008379,-0.100459,0.049003
29671,20200909150426.312,-0.582031,0.679688,9.738281,-0.008708,-0.100437,0.048987
29672,20200909150426.336,-0.386719,0.574219,9.589844,-0.009037,-0.100414,0.048971
29673,20200909150426.362,-0.628906,0.636719,9.886719,-0.009363,-0.100391,0.049012
29674,20200909150426.383,-0.496094,0.660156,9.785156,-0.010214,-0.100540,0.049046
29675,20200909150426.437,-0.488281,0.679688,9.593750,-0.010563,-0.100653,0.049028
29676,20200909150426.461,-0.546875,0.593750,9.746094,-0.010677,-0.100690,0.049080
29677,20200909150426.483,-0.515625,0.738281,9.675781,-0.010852,-0.100746,0.049071
29678,20200909150426.496,-0.546875,0.621094,9.652344,-0.011008,-0.100860,0.049062
29679,20200909150426.519,-0.488281,0.718750,9.742188,-0.011239,-0.101131,0.049126
29680,20200909150426.575,-0.484375,0.683594,9.687500,-0.011279,-0.101207,0.049124
29681,20200909150426.588,-0.531250,0.812500,9.636719,-0.011257,-0.101265,0.049183
29682,20200909150426.602,-0.300781,0.695312,9.523438,-0.011296,-0.101341,0.049180
29683,20200909150426.636,-0.390625,0.707031,9.832031,-0.011196,-0.101441,0.049262
29684,20200909150426.662,-0.492188,0.757812,9.910156,-0.011077,-0.101403,0.049326
29685,20200909150426.707,-0.449219,0.718750,9.761719,-0.011077,-0.101403,0.049326
29686,20200909150426.728,-0.476562,0.734375,9.468750,-0.011077,-0.101403,0.049326
29687,20200909150426.752,-0.539062,0.585938,9.925781,-0.011037,-0.101326,0.049329
29688,20200909150426.773,-0.480469,0.605469,9.808594,-0.011147,-0.100978,0.049383
29689,20200909150426.798,-0.585938,0.687500,9.816406,-0.011166,-0.100920,0.049382
29690,20200909150426.849,-0.492188,0.625000,9.300781,-0.011201,-0.100803,0.049439
29691,20200909150426.869,-0.488281,0.574219,9.496094,-0.011278,-0.100764,0.049436
29692,20200909150426.893,-0.617188,0.621094,9.925781,-0.011294,-0.100705,0.049493
29693,20200909150426.912,-0.644531,0.699219,9.691406,-0.011236,-0.100686,0.049497
29694,20200909150426.930,-0.652344,0.703125,9.710938,-0.010772,-0.100925,0.049537
29695,20200909150426.996,-0.433594,0.734375,9.824219,-0.010695,-0.100964,0.049541
29696,20200909150427.018,-0.398438,0.757812,9.593750,-0.009979,-0.101374,0.049633
29697,20200909150427.039,-0.375000,0.664062,9.703125,-0.009747,-0.101492,0.049645
29698,20200909150427.065,-0.507812,0.695312,9.535156,-0.009110,-0.101867,0.049694
29699,20200909150427.091,-0.457031,0.609375,9.589844,-0.008953,-0.101945,0.049760
29700,20200909150427.139,-0.597656,0.589844,9.742188,-0.008798,-0.102023,0.049767
29701,20200909150427.162,-0.523438,0.671875,9.718750,-0.008605,-0.102025,0.049777
29702,20200909150427.189,-0.468750,0.628906,9.585938,-0.008469,-0.102045,0.049784
29703,20200909150427.207,-0.503906,0.652344,9.359375,-0.008389,-0.102084,0.049846
29704,20200909150427.235,-0.417969,0.585938,9.703125,-0.008039,-0.102359,0.049940
29705,20200909150427.295,-0.507812,0.699219,9.753906,-0.007804,-0.102476,0.050010
29706,20200909150427.317,-0.535156,0.730469,9.738281,-0.007802,-0.102671,0.050086
29707,20200909150427.342,-0.660156,0.574219,9.851562,-0.007879,-0.103404,0.050214
29708,20200909150427.363,-0.425781,0.675781,9.578125,-0.007978,-0.103692,0.050208
29709,20200909150427.388,-0.664062,0.507812,9.972656,-0.008077,-0.103984,0.050221
29710,20200909150427.430,-0.667969,0.660156,9.765625,-0.008313,-0.104444,0.050206
29711,20200909150427.456,-0.546875,0.679688,9.617188,-0.008703,-0.105214,0.050260
29712,20200909150427.478,-0.566406,0.718750,9.730469,-0.008806,-0.105504,0.050195
29713,20200909150427.502,-0.515625,0.675781,9.777344,-0.008885,-0.105657,0.050190
29714,20200909150427.520,-0.585938,0.597656,9.738281,-0.008866,-0.105715,0.050191
29715,20200909150427.570,-0.515625,0.757812,9.441406,-0.009003,-0.105887,0.050183
29716,20200909150427.594,-0.593750,0.730469,9.828125,-0.009429,-0.105964,0.050179
29717,20200909150427.614,-0.460938,0.765625,9.781250,-0.009546,-0.106002,0.050172
29718,20200909150427.638,-0.421875,0.507812,9.566406,-0.009624,-0.105959,0.050149
29719,20200909150427.658,-0.687500,0.703125,10.128906,-0.009701,-0.105920,0.050146
29720,20200909150427.711,-0.593750,0.773438,9.871094,-0.009663,-0.105651,0.050091
29721,20200909150427.729,-0.632812,0.675781,9.902344,-0.009587,-0.105498,0.050037
29722,20200909150427.755,-0.562500,0.750000,10.214844,-0.009549,-0.105419,0.050021
29723,20200909150427.781,-0.667969,0.777344,9.968750,-0.009333,-0.105093,0.050034
29724,20200909150427.804,-0.570312,0.675781,9.613281,-0.009333,-0.105093,0.050034
29725,20200909150427.850,-0.601562,0.867188,9.773438,-0.009309,-0.104957,0.050094
29726,20200909150427.876,-0.636719,0.656250,9.925781,-0.009270,-0.104880,0.050096
29727,20200909150427.895,-0.605469,0.542969,9.730469,-0.009172,-0.104785,0.050102
29728,20200909150427.919,-0.488281,0.628906,9.312500,-0.009114,-0.104766,0.050105
29729,20200909150427.940,-0.554688,0.691406,9.589844,-0.009052,-0.104747,0.050166
29730,20200909150428.004,-0.496094,0.570312,9.500000,-0.008994,-0.104728,0.050170
29731,20200909150428.023,-0.496094,0.480469,9.789062,-0.008935,-0.104709,0.050173
29732,20200909150428.045,-0.539062,0.597656,9.890625,-0.008801,-0.104537,0.050122
29733,20200909150428.070,-0.531250,0.675781,9.566406,-0.008785,-0.104400,0.050047
29734,20200909150428.097,-0.492188,0.496094,9.882812,-0.008841,-0.104226,0.050045
29735,20200909150428.135,-0.414062,0.812500,9.675781,-0.008996,-0.104148,0.050037
29736,20200909150428.161,-0.625000,0.574219,9.812500,-0.009191,-0.103954,0.049969
29737,20200909150428.184,-0.597656,0.691406,9.796875,-0.009305,-0.103603,0.049946
29738,20200909150428.208,-0.351562,0.863281,9.566406,-0.009269,-0.103527,0.049890
29739,20200909150428.223,-0.589844,0.710938,9.449219,-0.009229,-0.103450,0.049893
29740,20200909150428.276,-0.386719,0.632812,9.593750,-0.009190,-0.103374,0.049895
29741,20200909150428.296,-0.632812,0.726562,9.937500,-0.009209,-0.103316,0.049894
29742,20200909150428.320,-0.484375,0.722656,9.750000,-0.009111,-0.103220,0.049900
29743,20200909150428.346,-0.527344,0.671875,9.949219,-0.008978,-0.103045,0.049831
29744,20200909150428.364,-0.414062,0.679688,9.800781,-0.008848,-0.102871,0.049703
29745,20200909150428.416,-0.566406,0.539062,9.792969,-0.008908,-0.102310,0.049567
29746,20200909150428.440,-0.640625,0.550781,9.929688,-0.009046,-0.102291,0.049502
29747,20200909150428.457,-0.609375,0.554688,9.988281,-0.009108,-0.102310,0.049441
29748,20200909150428.479,-0.511719,0.417969,9.957031,-0.009108,-0.102310,0.049441
29749,20200909150428.503,-0.679688,0.519531,9.828125,-0.009433,-0.102150,0.049096
29750,20200909150428.555,-0.675781,0.648438,9.878906,-0.009613,-0.102012,0.048953
29751,20200909150428.571,-0.613281,0.640625,9.757812,-0.009613,-0.102012,0.048953
29752,20200909150428.594,-0.328125,0.742188,9.644531,-0.009690,-0.101973,0.048949
29753,20200909150428.618,-0.484375,0.675781,9.855469,-0.009770,-0.101934,0.048887
29754,20200909150428.644,-0.695312,0.894531,9.703125,-0.009851,-0.101893,0.048806
29755,20200909150428.696,-0.667969,0.765625,9.812500,-0.009851,-0.101893,0.048806
29756,20200909150428.717,-0.539062,0.675781,9.609375,-0.010128,-0.101853,0.048676
29757,20200909150428.743,-0.664062,0.558594,9.777344,-0.010205,-0.101814,0.048672
29758,20200909150428.760,-0.656250,0.765625,9.648438,-0.010224,-0.101756,0.048672
29759,20200909150428.785,-0.601562,0.761719,9.898438,-0.010266,-0.101637,0.048593
29760,20200909150428.829,-0.457031,0.535156,9.875000,-0.010119,-0.101522,0.048408
29761,20200909150428.856,-0.675781,0.632812,9.820312,-0.010119,-0.101522,0.048408
29762,20200909150428.877,-0.648438,0.582031,10.144531,-0.010064,-0.101504,0.048353
29763,20200909150428.900,-0.566406,0.851562,9.671875,-0.009936,-0.101523,0.048224
29764,20200909150428.914,-0.507812,0.601562,9.664062,-0.009582,-0.101273,0.047915
29765,20200909150428.972,-0.554688,0.781250,9.796875,-0.009608,-0.101021,0.047721
29766,20200909150428.995,-0.531250,0.691406,9.667969,-0.009588,-0.100887,0.047723
29767,20200909150429.016,-0.503906,0.546875,9.675781,-0.009607,-0.100829,0.047722
29768,20200909150429.037,-0.554688,0.601562,9.601562,-0.009750,-0.100614,0.047523
29769,20200909150429.056,-0.511719,0.378906,9.906250,-0.009772,-0.100554,0.047445
29770,20200909150429.113,-0.703125,0.531250,9.828125,-0.009733,-0.100477,0.047447
29771,20200909150429.139,-0.414062,0.570312,9.941406,-0.009758,-0.100420,0.047330
29772,20200909150429.164,-0.691406,0.605469,9.730469,-0.009744,-0.100284,0.047196
29773,20200909150429.187,-0.453125,0.667969,9.605469,-0.009744,-0.100284,0.047196
29774,20200909150429.206,-0.480469,0.601562,9.691406,-0.010190,-0.100355,0.046787
29775,20200909150429.255,-0.578125,0.500000,10.031250,-0.010197,-0.100353,0.046652
29776,20200909150429.277,-0.734375,0.726562,10.140625,-0.010176,-0.100218,0.046653
29777,20200909150429.302,-0.679688,0.800781,9.980469,-0.009827,-0.099526,0.046539
29778,20200909150429.316,-0.554688,0.703125,9.679688,-0.009770,-0.099315,0.046485
29779,20200909150429.337,-0.628906,0.718750,9.722656,-0.009749,-0.099178,0.046468
29780,20200909150429.390,-0.546875,0.578125,9.617188,-0.009768,-0.099120,0.046467
29781,20200909150429.413,-0.601562,0.546875,9.726562,-0.009768,-0.099120,0.046467
29782,20200909150429.427,-0.507812,0.433594,9.718750,-0.009502,-0.099354,0.046421
29783,20200909150429.452,-0.644531,0.664062,9.765625,-0.009542,-0.099431,0.046419
29784,20200909150429.472,-0.636719,0.484375,9.441406,-0.009372,-0.099568,0.046369
29785,20200909150429.528,-0.675781,0.582031,9.808594,-0.009324,-0.099937,0.046253
29786,20200909150429.552,-0.835938,0.710938,9.980469,-0.009324,-0.099937,0.046253
29787,20200909150429.577,-0.968750,0.812500,9.769531,-0.009387,-0.100149,0.046191
29788,20200909150429.602,-1.304688,0.687500,9.859375,-0.009441,-0.100418,0.045935
29789,20200909150429.619,-1.496094,0.656250,9.644531,-0.009410,-0.100532,0.045801
29790,20200909150429.676,-1.468750,0.863281,9.640625,-0.009457,-0.100607,0.045663
29791,20200909150429.697,-1.375000,0.707031,9.667969,-0.009460,-0.100608,0.045605
29792,20200909150429.718,-1.320312,0.675781,9.664062,-0.009518,-0.100627,0.045602
29793,20200909150429.744,-1.242188,0.511719,9.894531,-0.009693,-0.100683,0.045593
29794,20200909150429.764,-1.554688,0.554688,9.371094,-0.009789,-0.100585,0.045589
29795,20200909150429.815,-1.750000,0.585938,9.531250,-0.009731,-0.100566,0.045592
29796,20200909150429.831,-1.437500,0.792969,9.539062,-0.009486,-0.100356,0.045412
29797,20200909150429.852,-1.593750,0.773438,9.699219,-0.009304,-0.100162,0.045152
29798,20200909150429.876,-1.757812,0.710938,9.808594,-0.009234,-0.100008,0.044962
29799,20200909150429.898,-1.820312,0.796875,9.781250,-0.009237,-0.100008,0.044904
29800,20200909150429.944,-1.429688,0.496094,9.570312,-0.009204,-0.099930,0.044771
29801,20200909150429.968,-1.527344,0.613281,9.414062,-0.009269,-0.099950,0.044651
29802,20200909150429.994,-1.539062,0.664062,9.585938,-0.009189,-0.099989,0.044713
29803,20200909150430.012,-1.683594,0.585938,9.667969,-0.009056,-0.100010,0.044662
29804,20200909150430.032,-1.480469,0.804688,9.523438,-0.009034,-0.100068,0.044721
29805,20200909150430.095,-1.660156,0.632812,9.550781,-0.008925,-0.100416,0.044667
29806,20200909150430.117,-1.554688,0.652344,10.000000,-0.008986,-0.100436,0.044605
29807,20200909150430.141,-1.421875,0.746094,9.585938,-0.009049,-0.100452,0.044525
29808,20200909150430.161,-1.503906,0.691406,9.523438,-0.008957,-0.100358,0.044414
29809,20200909150430.181,-1.398438,0.718750,9.734375,-0.008936,-0.100220,0.044397
29810,20200909150430.222,-1.136719,0.921875,9.398438,-0.008732,-0.099895,0.044157
29811,20200909150430.246,-1.156250,0.667969,9.808594,-0.008613,-0.099857,0.044221
29812,20200909150430.263,-1.074219,0.648438,9.753906,-0.008499,-0.099820,0.044169
29813,20200909150430.283,-1.132812,0.699219,9.363281,-0.008425,-0.099861,0.044114
29814,20200909150430.306,-1.007812,0.574219,9.761719,-0.008195,-0.099784,0.044049
29815,20200909150430.353,-0.863281,0.589844,9.582031,-0.007850,-0.099478,0.043933
29816,20200909150430.374,-0.867188,0.625000,9.656250,-0.007810,-0.099401,0.043935
29817,20200909150430.400,-0.800781,0.480469,9.785156,-0.007773,-0.099325,0.043879
29818,20200909150430.422,-0.945312,0.519531,9.660156,-0.007792,-0.099267,0.043878
29819,20200909150430.448,-0.746094,0.613281,9.527344,-0.007808,-0.099208,0.043936
29820,20200909150430.509,-0.804688,0.535156,9.851562,-0.007903,-0.099111,0.043931
29821,20200909150430.535,-0.812500,0.664062,9.753906,-0.007983,-0.099072,0.043869
29822,20200909150430.558,-0.660156,0.691406,9.710938,-0.007983,-0.099072,0.043869
29823,20200909150430.579,-0.777344,0.671875,9.691406,-0.008344,-0.098932,0.043968
29824,20200909150430.598,-0.683594,0.593750,9.914062,-0.008421,-0.098892,0.043965
29825,20200909150430.649,-0.640625,0.691406,9.613281,-0.008421,-0.098892,0.043965
29826,20200909150430.667,-0.523438,0.699219,9.679688,-0.008501,-0.098853,0.043903
29827,20200909150430.683,-0.574219,0.656250,9.808594,-0.008501,-0.098853,0.043903
29828,20200909150430.706,-0.695312,0.734375,9.968750,-0.008520,-0.098795,0.043902
29829,20200909150430.722,-0.488281,0.800781,9.902344,-0.008843,-0.098830,0.043635
29830,20200909150430.776,-0.410156,0.632812,9.847656,-0.008886,-0.098904,0.043555
29831,20200909150430.800,-0.457031,0.667969,9.609375,-0.008870,-0.098963,0.043498
29832,20200909150430.827,-0.453125,0.550781,9.652344,-0.008913,-0.099040,0.043437
29833,20200909150430.846,-0.542969,0.613281,9.476562,-0.008913,-0.099040,0.043437
29834,20200909150430.869,-0.480469,0.632812,9.957031,-0.008765,-0.099118,0.043309
29835,20200909150430.924,-0.507812,0.625000,9.800781,-0.008765,-0.099118,0.043309
29836,20200909150430.950,-0.347656,0.660156,9.468750,-0.008691,-0.099158,0.043254
29837,20200909150430.968,-0.437500,0.542969,9.789062,-0.008673,-0.099216,0.043255
29838,20200909150430.994,-0.437500,0.656250,9.867188,-0.008414,-0.099449,0.043073
29839,20200909150431.015,-0.609375,0.726562,9.699219,-0.008395,-0.099508,0.043074
29840,20200909150431.066,-0.472656,0.542969,9.722656,-0.008337,-0.099489,0.043077
29841,20200909150431.087,-0.566406,0.679688,9.960938,-0.008103,-0.099415,0.043089
29842,20200909150431.108,-0.554688,0.781250,9.644531,-0.007950,-0.099301,0.043039
29843,20200909150431.122,-0.457031,0.785156,9.835938,-0.007739,-0.099167,0.042973
29844,20200909150431.144,-0.519531,0.644531,9.652344,-0.007488,-0.098958,0.042928
29845,20200909150431.202,-0.468750,0.593750,9.609375,-0.007531,-0.099033,0.042849
29846,20200909150431.222,-0.492188,0.593750,9.546875,-0.007592,-0.099052,0.042788
29847,20200909150431.242,-0.398438,0.359375,9.621094,-0.007574,-0.099110,0.042788
29848,20200909150431.266,-0.589844,0.500000,9.781250,-0.007755,-0.099167,0.042663
29849,20200909150431.288,-0.527344,0.632812,9.695312,-0.007832,-0.099128,0.042659
29850,20200909150431.340,-0.492188,0.519531,9.675781,-0.007832,-0.099125,0.042640
29851,20200909150431.361,-0.625000,0.613281,9.964844,-0.007950,-0.098970,0.042577
29852,20200909150431.383,-0.347656,0.699219,9.718750,-0.008149,-0.098969,0.042451
29853,20200909150431.407,-0.492188,0.679688,9.539062,-0.008211,-0.098985,0.042371
29854,20200909150431.422,-0.460938,0.613281,9.707031,-0.008214,-0.098986,0.042312
29855,20200909150431.472,-0.476562,0.632812,9.753906,-0.008061,-0.098870,0.042243
29856,20200909150431.495,-0.578125,0.597656,10.011719,-0.007866,-0.098488,0.042196
29857,20200909150431.517,-0.433594,0.558594,9.777344,-0.007732,-0.098121,0.042069
29858,20200909150431.531,-0.542969,0.589844,9.601562,-0.007636,-0.097831,0.041998
29859,20200909150431.557,-0.742188,0.632812,9.832031,-0.007519,-0.097602,0.041947
29860,20200909150431.615,-0.410156,0.628906,9.609375,-0.007502,-0.097465,0.041871
29861,20200909150431.633,-0.558594,0.554688,9.777344,-0.007037,-0.096930,0.041761
29862,20200909150431.661,-0.382812,0.503906,9.808594,-0.006904,-0.096951,0.041709
29863,20200909150431.680,-0.335938,0.503906,9.785156,-0.006870,-0.097068,0.041652
29864,20200909150431.705,-0.511719,0.507812,9.964844,-0.007011,-0.097238,0.041568
29865,20200909150431.748,-0.449219,0.511719,9.636719,-0.007073,-0.097257,0.041507
29866,20200909150431.766,-0.351562,0.609375,9.789062,-0.007269,-0.097255,0.041439
29867,20200909150431.786,-0.531250,0.632812,9.839844,-0.007482,-0.097195,0.041429
29868,20200909150431.804,-0.417969,0.746094,9.660156,-0.007497,-0.097136,0.041486
29869,20200909150431.817,-0.335938,0.644531,9.695312,-0.007574,-0.097096,0.041483
29870,20200909150431.860,-0.492188,0.558594,9.839844,-0.007962,-0.096899,0.041406
29871,20200909150431.875,-0.414062,0.765625,9.644531,-0.008020,-0.096918,0.041404
29872,20200909150431.910,-0.218750,0.761719,9.769531,-0.008101,-0.096876,0.041323
29873,20200909150431.933,-0.515625,0.640625,9.652344,-0.008165,-0.096896,0.041203
29874,20200909150431.958,-0.183594,0.628906,9.769531,-0.008267,-0.096797,0.041064
29875,20200909150432.014,-0.207031,0.832031,9.355469,-0.008247,-0.096467,0.040989
29876,20200909150432.033,0.027344,0.652344,9.617188,-0.008229,-0.096333,0.040933
29877,20200909150432.061,-0.058594,0.601562,9.812500,-0.008076,-0.096025,0.040806
29878,20200909150432.082,-0.156250,0.585938,9.703125,-0.008018,-0.096007,0.040809
29879,20200909150432.107,0.011719,0.558594,9.691406,-0.007941,-0.095854,0.040755
29880,20200909150432.166,-0.074219,0.625000,9.761719,-0.007442,-0.095241,0.040511
29881,20200909150432.189,0.105469,0.507812,9.843750,-0.007461,-0.095183,0.040511
29882,20200909150432.212,-0.128906,0.585938,9.753906,-0.007461,-0.095183,0.040511
29883,20200909150432.231,-0.093750,0.589844,9.996094,-0.007538,-0.095143,0.040507
29884,20200909150432.257,-0.058594,0.453125,9.835938,-0.007560,-0.095083,0.040430
29885,20200909150432.310,-0.035156,0.425781,9.972656,-0.007579,-0.095025,0.040429
29886,20200909150432.325,-0.128906,0.480469,9.976562,-0.007579,-0.095025,0.040429
29887,20200909150432.346,-0.128906,0.589844,9.750000,-0.007930,-0.094749,0.040278
29888,20200909150432.371,-0.121094,0.558594,9.652344,-0.008068,-0.094728,0.040214
29889,20200909150432.394,-0.230469,0.593750,9.839844,-0.008188,-0.094766,0.040150
29890,20200909150432.443,-0.160156,0.585938,9.957031,-0.008304,-0.094803,0.040144
29891,20200909150432.468,-0.082031,0.609375,9.832031,-0.008405,-0.094899,0.040080
29892,20200909150432.489,-0.257812,0.601562,9.839844,-0.008624,-0.095029,0.039993
29893,20200909150432.512,-0.214844,0.574219,9.917969,-0.008624,-0.095029,0.039993
29894,20200909150432.531,-0.585938,0.625000,9.617188,-0.008518,-0.095186,0.039822
29895,20200909150432.587,-0.699219,0.632812,9.722656,-0.008270,-0.095168,0.039758
29896,20200909150432.608,-0.457031,0.773438,9.945312,-0.007906,-0.095309,0.039716
29897,20200909150432.627,-0.531250,0.585938,9.960938,-0.007755,-0.095389,0.039665
29898,20200909150432.655,-0.566406,0.570312,9.789062,-0.007589,-0.095524,0.039537
29899,20200909150432.674,-0.289062,0.433594,9.812500,-0.007537,-0.095507,0.039423
29900,20200909150432.727,-0.414062,0.507812,9.492188,-0.007307,-0.095431,0.039358
29901,20200909150432.749,-0.550781,0.554688,9.710938,-0.007019,-0.095144,0.039238
29902,20200909150432.772,-0.488281,0.484375,9.761719,-0.007037,-0.095086,0.039237
29903,20200909150432.785,-0.718750,0.636719,9.683594,-0.007173,-0.095065,0.039231
29904,20200909150432.805,-0.632812,0.480469,9.589844,-0.007231,-0.095084,0.039228
29905,20200909150432.849,-0.570312,0.617188,9.628906,-0.007292,-0.095103,0.039167
29906,20200909150432.867,-0.464844,0.757812,9.441406,-0.007179,-0.094872,0.039038
29907,20200909150432.889,-0.492188,0.703125,9.687500,-0.007121,-0.094853,0.039041
29908,20200909150432.914,-0.527344,0.718750,10.054688,-0.007219,-0.094756,0.038978
29909,20200909150432.933,-0.378906,0.585938,9.679688,-0.007358,-0.094733,0.038895
29910,20200909150433.004,-0.421875,0.453125,9.691406,-0.007514,-0.094654,0.038829
29911,20200909150433.022,-0.621094,0.601562,9.652344,-0.007634,-0.094692,0.038765
29912,20200909150433.047,-0.597656,0.542969,9.636719,-0.007871,-0.094571,0.038620
29913,20200909150433.066,-0.554688,0.496094,9.636719,-0.008010,-0.094356,0.038479
29914,20200909150433.080,-0.472656,0.652344,9.781250,-0.008105,-0.094258,0.038475
29915,20200909150433.133,-0.406250,0.500000,9.597656,-0.008105,-0.094066,0.038417
29916,20200909150433.157,-0.562500,0.648438,9.652344,-0.008146,-0.093947,0.038339
29917,20200909150433.181,-0.636719,0.511719,9.878906,-0.008183,-0.093831,0.038338
29918,20200909150433.205,-0.558594,0.781250,9.714844,-0.008260,-0.093599,0.038277
29919,20200909150433.224,-0.597656,0.578125,9.773438,-0.008316,-0.093422,0.038257
29920,20200909150433.271,-0.566406,0.679688,9.945312,-0.008338,-0.093365,0.038198
29921,20200909150433.290,-0.468750,0.636719,9.648438,-0.008338,-0.093365,0.038198
29922,20200909150433.313,-0.523438,0.601562,9.894531,-0.008316,-0.093230,0.038199
29923,20200909150433.332,-0.648438,0.609375,9.980469,-0.008335,-0.093172,0.038199
29924,20200909150433.353,-0.574219,0.671875,9.699219,-0.008335,-0.093172,0.038199
29925,20200909150433.398,-0.601562,0.648438,9.878906,-0.008574,-0.093247,0.038071
29926,20200909150433.416,-0.457031,0.488281,9.671875,-0.008731,-0.093358,0.038044
29927,20200909150433.440,-0.382812,0.562500,9.683594,-0.008832,-0.093453,0.037981
29928,20200909150433.459,-0.593750,0.632812,10.093750,-0.008832,-0.093453,0.037981
29929,20200909150433.479,-0.652344,0.851562,9.789062,-0.009068,-0.093528,0.037911
29930,20200909150433.538,-0.578125,0.511719,9.824219,-0.009095,-0.093663,0.037793
29931,20200909150433.560,-0.593750,0.718750,9.914062,-0.009022,-0.093701,0.037720
29932,20200909150433.575,-0.640625,0.691406,9.730469,-0.009104,-0.093855,0.037657
29933,20200909150433.599,-0.496094,0.500000,9.937500,-0.009166,-0.093874,0.037596
