Time,Input_Surge,Gain_Surge,Output_Surge,Input_Sway,Gain_Sway,Output_Sway,Input_Heave,Gain_Heave,Output_Heave
0.407,1.4772,0.1574,-0.0925,-3.0725,-0.0992,-0.0992,-1.7517,-0.1799,0.1040
0.417,1.3219,0.1749,-0.0911,-3.1822,-0.0977,-0.0977,-1.7517,-0.1577,0.1040
0.426,1.3789,0.1749,-0.0896,-3.2388,-0.0977,-0.0977,-1.4788,-0.1577,0.1040
0.436,1.2448,0.1922,-0.0882,-3.2888,-0.0961,-0.0961,-1.4788,-0.1331,0.1040
0.447,1.2832,0.1922,-0.0867,-3.2944,-0.0961,-0.0961,-1.1824,-0.1331,0.1040
0.458,1.1480,0.2093,-0.0849,-3.2875,-0.0944,-0.0944,-1.1824,-0.1064,0.1040
0.468,1.2147,0.2093,-0.0832,-3.2415,-0.0944,-0.0944,-0.8641,-0.1064,0.1040
0.478,1.1096,0.2250,-0.0816,-3.1956,-0.0926,-0.0926,-0.8641,-0.0778,0.1040
0.487,1.1717,0.2250,-0.0800,-3.1180,-0.0926,-0.0926,-0.5263,-0.0778,0.1040
0.497,1.0773,0.2386,-0.0786,-3.0396,-0.0906,-0.0906,-0.5263,-0.0474,0.1040
0.506,1.1276,0.2386,-0.0770,-2.9339,-0.0906,-0.0906,-0.1717,-0.0474,0.1040
0.516,1.0413,0.2503,-0.0755,-2.8261,-0.0884,-0.0884,-0.1717,-0.0155,0.1040
0.525,1.0943,0.2503,-0.0738,-2.6937,-0.0884,-0.0884,0.1964,-0.0155,0.1040
0.535,1.0650,0.2602,-0.0722,-2.5731,-0.0860,-0.0860,0.1964,0.0177,0.1040
0.544,1.1351,0.2602,-0.0706,-2.4136,-0.0860,-0.0860,0.5759,0.0177,0.1040
0.554,1.1195,0.2686,-0.0690,-2.2736,-0.0834,-0.0834,0.5759,0.0518,0.1040
0.564,1.1864,0.2686,-0.0674,-2.1057,-0.0834,-0.0834,0.9639,0.0518,0.1040
0.573,1.1828,0.2754,-0.0659,-1.9573,-0.0806,-0.0806,0.9639,0.0868,0.1040
0.583,1.2450,0.2754,-0.0643,-1.7665,-0.0806,-0.0806,1.3569,0.0868,0.1040
0.601,1.3075,0.2808,-0.0627,-1.4186,-0.0776,-0.0776,1.7525,0.1221,0.1040
0.614,1.3289,0.2850,-0.0598,-1.1784,-0.0746,-0.0746,1.7525,0.1577,0.1040
0.626,1.3872,0.2850,-0.0576,-0.9317,-0.0746,-0.0746,2.1468,0.1577,0.1040
0.636,1.4102,0.2881,-0.0557,-0.7603,-0.0714,-0.0714,2.1468,0.1932,0.1040
0.645,1.4576,0.2881,-0.0543,-0.5567,-0.0714,-0.0714,2.5313,0.1932,0.1040
0.656,1.4891,0.2901,-0.0528,-0.3597,-0.0683,-0.0683,2.5313,0.2278,0.1040
0.665,1.5311,0.2901,-0.0512,-0.1505,-0.0683,-0.0683,2.9043,0.2278,0.1040
0.675,1.5649,0.2912,-0.0498,0.0379,-0.0653,-0.0653,2.9043,0.2614,0.1040
0.686,1.6056,0.2912,-0.0483,0.2729,-0.0653,-0.0653,3.2635,0.2614,0.1040
0.696,1.6420,0.2914,-0.0468,0.4607,-0.0624,-0.0624,3.2635,0.2937,0.1040
0.705,1.6705,0.2914,-0.0454,0.6603,-0.0624,-0.0624,3.6069,0.2937,0.1040
0.716,1.7155,0.2909,-0.0441,0.8831,-0.0598,-0.0598,3.6069,0.3246,0.1040
0.727,1.7431,0.2909,-0.0425,1.1047,-0.0598,-0.0598,3.9322,0.3246,0.1040
0.737,1.7860,0.2898,-0.0411,1.3105,-0.0575,-0.0575,3.9322,0.3539,0.1040
0.749,1.8024,0.2898,-0.0397,1.5527,-0.0575,-0.0575,4.2361,0.3539,0.1040
0.761,1.7945,0.2871,-0.0383,1.8053,-0.0556,-0.0556,4.5150,0.3812,0.1040
0.772,1.8401,0.2818,-0.0368,2.0207,-0.0542,-0.0542,4.5150,0.4063,0.1070
0.782,1.8079,0.2818,-0.0354,2.2191,-0.0542,-0.0542,4.7657,0.4063,0.1099
0.791,1.8471,0.2753,-0.0343,2.4039,-0.0533,-0.0533,4.7657,0.4289,0.1125
0.801,1.7895,0.2753,-0.0331,2.5803,-0.0533,-0.0533,4.9846,0.4289,0.1151
0.810,1.8280,0.2669,-0.0322,2.7635,-0.0530,-0.0530,4.9846,0.4486,0.1175
0.819,1.7519,0.2669,-0.0311,2.9296,-0.0530,-0.0530,5.1693,0.4486,0.1201
0.829,1.7893,0.2568,-0.0302,3.1098,-0.0533,-0.0533,5.1693,0.4652,0.1226
0.839,1.7011,0.2568,-0.0293,3.2606,-0.0533,-0.0533,4.9483,0.4652,0.1251
0.849,1.7398,0.2457,-0.0285,3.4497,-0.0552,-0.0552,4.9483,0.4453,0.1275
0.858,1.7744,0.2457,-0.0275,3.6195,-0.0552,-0.0552,4.9483,0.4453,0.1301
0.868,1.6699,0.2457,-0.0267,3.7483,-0.0552,-0.0552,4.5360,0.4453,0.1324
0.877,1.7042,0.2333,-0.0260,3.9188,-0.0582,-0.0582,4.5360,0.4082,0.1344
0.886,1.5743,0.2333,-0.0253,4.0369,-0.0582,-0.0582,4.1409,0.4082,0.1365
0.896,1.6078,0.2189,-0.0246,4.2057,-0.0615,-0.0615,4.1409,0.3727,0.1380
0.906,1.4668,0.2189,-0.0240,4.3188,-0.0615,-0.0615,3.7614,0.3727,0.1380
0.918,1.5054,0.2034,-0.0234,4.5008,-0.0651,-0.0651,3.7614,0.3385,0.1380
0.929,1.3599,0.2034,-0.0228,4.5526,-0.0651,-0.0651,3.5761,0.3385,0.1380
0.939,1.1953,0.1873,-0.0223,4.5335,-0.0686,-0.0686,3.2241,0.3218,0.1380
0.949,1.2249,0.1699,-0.0219,4.4996,-0.0725,-0.0725,3.2241,0.2902,0.1380
0.958,1.2504,0.1699,-0.0216,4.4240,-0.0725,-0.0725,3.2241,0.2902,0.1380
0.968,1.0905,0.1699,-0.0213,4.2660,-0.0725,-0.0725,3.2197,0.2902,0.1380
0.978,1.1168,0.1532,-0.0210,4.1538,-0.0766,-0.0766,3.2197,0.2898,0.1380
0.987,0.9320,0.1532,-0.0208,4.0191,-0.0766,-0.0766,2.7138,0.2898,0.1380
0.997,0.9575,0.1345,-0.0207,3.9128,-0.0802,-0.0802,2.7138,0.2442,0.1380
1.006,0.7733,0.1345,-0.0206,3.7740,-0.0802,-0.0802,2.7217,0.2442,0.1380
1.016,0.7961,0.1160,-0.0206,3.6818,-0.0849,-0.0849,2.7217,0.2450,0.1380
1.027,0.6061,0.1160,-0.0206,3.5519,-0.0849,-0.0849,2.4167,0.2450,0.1380
1.036,0.6261,0.0969,-0.0207,3.4733,-0.0886,-0.0886,2.4167,0.2175,0.1380
1.046,0.4323,0.0969,-0.0208,3.3515,-0.0886,-0.0886,2.2787,0.2175,0.1380
1.057,0.4536,0.0777,-0.0210,3.2710,-0.0927,-0.0927,2.2787,0.2051,0.1380
1.069,0.2604,0.0777,-0.0212,3.1490,-0.0927,-0.0927,1.9935,0.2051,0.1380
1.081,0.0704,0.0583,-0.0216,3.0251,-0.0960,-0.0960,1.9998,0.1794,0.1380
1.090,0.0864,0.0393,-0.0223,2.9682,-0.1002,-0.1002,1.9998,0.1800,0.1380
1.103,-0.0984,0.0393,-0.0229,2.8667,-0.1002,-0.1002,1.7184,0.1800,0.1380
1.118,-0.0752,0.0208,-0.0237,2.7895,-0.1030,-0.1030,1.7184,0.1547,0.1380
1.129,-0.2674,0.0208,-0.0246,2.7045,-0.1030,-0.1030,1.5860,0.1547,0.1380
1.139,-0.4683,0.0020,-0.0253,2.6304,-0.1059,-0.1059,1.4522,0.1427,0.1380
1.150,-0.4541,-0.0174,-0.0259,2.5880,-0.1085,-0.1085,1.4522,0.1307,0.1380
1.160,-0.6466,-0.0174,-0.0265,2.5285,-0.1085,-0.1085,1.3162,0.1307,0.1380
1.170,-0.6347,-0.0358,-0.0271,2.4957,-0.1107,-0.1107,1.3162,0.1185,0.1380
1.180,-0.8288,-0.0358,-0.0276,2.4465,-0.1107,-0.1107,1.1772,0.1185,0.1380
1.190,-0.8179,-0.0543,-0.0284,2.4195,-0.1125,-0.1125,1.1772,0.1059,0.1380
1.201,-1.0101,-0.0543,-0.0293,2.3750,-0.1125,-0.1125,1.0475,0.1059,0.1380
1.214,-0.9972,-0.0727,-0.0304,2.3484,-0.1139,-0.1139,1.0475,0.0943,0.1380
1.229,-1.1645,-0.0727,-0.0316,2.3129,-0.1139,-0.1139,0.9234,0.0943,0.1380
1.242,-1.2851,-0.0890,-0.0330,2.2882,-0.1149,-0.1149,0.8027,0.0831,0.1380
1.253,-1.2761,-0.1009,-0.0344,2.2768,-0.1155,-0.1155,0.8027,0.0722,0.1380
1.263,-1.3714,-0.1009,-0.0355,2.2703,-0.1155,-0.1155,0.7947,0.0722,0.1380
1.276,-1.3620,-0.1102,-0.0366,2.2641,-0.1154,-0.1154,0.7947,0.0715,0.1380
1.287,-1.4218,-0.1102,-0.0379,2.2615,-0.1154,-0.1154,0.6748,0.0715,0.1380
1.299,-1.4470,-0.1162,-0.0390,2.2651,-0.1154,-0.1154,0.5596,0.0607,0.1380
1.310,-1.4401,-0.1192,-0.0403,2.2685,-0.1151,-0.1151,0.5596,0.0504,0.1380
1.320,-1.4484,-0.1192,-0.0414,2.2793,-0.1151,-0.1151,0.4476,0.0504,0.1380
1.331,-1.4421,-0.1205,-0.0424,2.2882,-0.1146,-0.1146,0.4476,0.0403,0.1380
1.343,-1.4233,-0.1205,-0.0436,2.3120,-0.1146,-0.1146,0.4297,0.0403,0.1380
1.355,-1.4171,-0.1194,-0.0447,2.3283,-0.1136,-0.1136,0.4297,0.0387,0.1380
1.369,-1.3934,-0.1194,-0.0459,2.3601,-0.1136,-0.1136,0.3142,0.0387,0.1380
1.385,-1.3674,-0.1178,-0.0472,2.4085,-0.1128,-0.1128,0.3754,0.0283,0.1380
1.399,-1.3422,-0.1161,-0.0486,2.4523,-0.1114,-0.1114,0.2487,0.0338,0.1380
1.411,-1.3378,-0.1144,-0.0498,2.4822,-0.1103,-0.1103,0.2487,0.0224,0.1380
1.421,-1.3128,-0.1144,-0.0508,2.5253,-0.1103,-0.1103,0.2957,0.0224,0.1380
1.432,-1.3090,-0.1124,-0.0517,2.5592,-0.1090,-0.1090,0.2957,0.0266,0.1380
1.444,-1.2838,-0.1124,-0.0526,2.6100,-0.1090,-0.1090,0.2485,0.0266,0.1380
1.455,-1.2804,-0.1105,-0.0535,2.6504,-0.1077,-0.1077,0.2485,0.0224,0.1380
1.467,-1.2546,-0.1105,-0.0544,2.7087,-0.1077,-0.1077,0.1965,0.0224,0.1380
1.478,-1.2284,-0.1085,-0.0552,2.7717,-0.1063,-0.1063,0.1397,0.0177,0.1380
1.489,-1.2257,-0.1064,-0.0561,2.8175,-0.1050,-0.1050,0.1397,0.0126,0.1380
1.501,-1.1990,-0.1064,-0.0568,2.8837,-0.1050,-0.1050,0.1593,0.0126,0.1380
1.512,-1.1964,-0.1042,-0.0576,2.9390,-0.1037,-0.1037,0.1593,0.0143,0.1380
1.522,-1.1704,-0.1042,-0.0584,3.0099,-0.1037,-0.1037,0.0161,0.0143,0.1380
1.537,-1.1675,-0.1021,-0.0591,3.0935,-0.1021,-0.1021,0.0161,0.0014,0.1380
1.551,-1.1402,-0.1021,-0.0600,3.1865,-0.1021,-0.1021,0.0287,0.0014,0.1380
1.562,-1.1133,-0.0998,-0.0608,3.2723,-0.1009,-0.1009,-0.0340,0.0026,0.1380
1.573,-1.1116,-0.0976,-0.0615,3.3402,-0.0993,-0.0993,-0.0340,-0.0031,0.1380
1.584,-1.0848,-0.0976,-0.0621,3.4294,-0.0993,-0.0993,-0.0977,-0.0031,0.1380
1.597,-1.0829,-0.0953,-0.0627,3.5223,-0.0977,-0.0977,-0.0977,-0.0088,0.1380
1.608,-1.0561,-0.0953,-0.0634,3.6178,-0.0977,-0.0977,-0.0973,-0.0088,0.1380
1.619,-1.0293,-0.0930,-0.0640,3.7176,-0.0964,-0.0964,-0.1036,-0.0088,0.1380
1.630,-1.0280,-0.0907,-0.0645,3.8081,-0.0950,-0.0950,-0.1036,-0.0093,0.1380
1.641,-1.0015,-0.0907,-0.0650,3.9101,-0.0950,-0.0950,-0.1157,-0.0093,0.1380
1.653,-1.0002,-0.0884,-0.0655,4.0180,-0.0935,-0.0935,-0.1157,-0.0104,0.1380
1.664,-0.9738,-0.0884,-0.0661,4.1361,-0.0935,-0.0935,-0.1323,-0.0104,0.1380
1.676,-0.9728,-0.0862,-0.0666,4.2451,-0.0919,-0.0919,-0.1323,-0.0119,0.1380
1.689,-0.9461,-0.0862,-0.0671,4.4015,-0.0919,-0.0919,-0.2111,-0.0119,0.1380
1.703,-0.9200,-0.0839,-0.0676,4.4967,-0.0901,-0.0901,-0.2323,-0.0190,0.1380
1.717,-0.9190,-0.0816,-0.0681,4.4988,-0.0884,-0.0884,-0.2323,-0.0209,0.1380
1.736,-0.8929,-0.0816,-0.0686,4.3878,-0.0884,-0.0884,-0.2570,-0.0209,0.1380
1.750,-0.8676,-0.0794,-0.0693,4.3042,-0.0867,-0.0867,-0.2848,-0.0231,0.1380
1.761,-0.8428,-0.0772,-0.0698,4.2579,-0.0849,-0.0849,-0.3151,-0.0256,0.1380
1.773,-0.8422,-0.0750,-0.0701,4.2030,-0.0831,-0.0831,-0.3151,-0.0284,0.1380
1.784,-0.8178,-0.0750,-0.0705,4.1854,-0.0831,-0.0831,-0.3480,-0.0284,0.1380
1.795,-0.8173,-0.0729,-0.0708,4.1614,-0.0813,-0.0813,-0.3480,-0.0313,0.1380
1.804,-0.7934,-0.0729,-0.0711,4.1677,-0.0813,-0.0813,-0.3825,-0.0313,0.1380
1.816,-0.7929,-0.0707,-0.0714,4.1614,-0.0795,-0.0795,-0.3825,-0.0344,0.1380
1.826,-0.7694,-0.0707,-0.0717,4.1844,-0.0795,-0.0795,-0.4186,-0.0344,0.1380
1.840,-0.7463,-0.0687,-0.0719,4.2202,-0.0776,-0.0776,-0.4557,-0.0377,0.1380
1.852,-0.7459,-0.0666,-0.0722,4.2404,-0.0757,-0.0757,-0.4557,-0.0410,0.1378
1.862,-0.7234,-0.0666,-0.0725,4.2822,-0.0757,-0.0757,-0.4933,-0.0410,0.1375
1.872,-0.7231,-0.0646,-0.0727,4.3067,-0.0738,-0.0738,-0.4933,-0.0444,0.1372
1.882,-0.7010,-0.0646,-0.0729,4.3545,-0.0738,-0.0738,-0.5307,-0.0444,0.1370
1.892,-0.7008,-0.0627,-0.0731,4.3851,-0.0719,-0.0719,-0.5307,-0.0478,0.1367
1.902,-0.6793,-0.0627,-0.0733,4.4370,-0.0719,-0.0719,-0.5678,-0.0478,0.1365
1.913,-0.6790,-0.0608,-0.0735,4.4714,-0.0700,-0.0700,-0.5678,-0.0511,0.1360
1.923,-0.6580,-0.0608,-0.0737,4.5218,-0.0700,-0.0700,-0.6046,-0.0511,0.1354
1.934,-0.6578,-0.0589,-0.0738,4.5544,-0.0681,-0.0681,-0.6046,-0.0544,0.1349
1.945,-0.6373,-0.0589,-0.0740,4.6075,-0.0681,-0.0681,-0.6405,-0.0544,0.1344
1.955,-0.6371,-0.0571,-0.0741,4.6347,-0.0662,-0.0662,-0.6405,-0.0576,0.1338
1.966,-0.6171,-0.0571,-0.0743,4.6817,-0.0662,-0.0662,-0.6746,-0.0576,0.1333
1.976,-0.6169,-0.0553,-0.0744,4.7043,-0.0643,-0.0643,-0.6746,-0.0607,0.1327
1.989,-0.5975,-0.0553,-0.0745,4.7462,-0.0643,-0.0643,-0.7069,-0.0607,0.1321
2.001,-0.5785,-0.0535,-0.0747,4.7815,-0.0624,-0.0624,-0.7374,-0.0636,0.1315
2.011,-0.5784,-0.0519,-0.0748,4.7896,-0.0605,-0.0605,-0.7374,-0.0664,0.1308
2.021,-0.5599,-0.0519,-0.0749,4.8133,-0.0605,-0.0605,-0.7654,-0.0664,0.1303
2.032,-0.5598,-0.0502,-0.0750,4.8116,-0.0587,-0.0587,-0.7654,-0.0689,0.1298
2.042,-0.5419,-0.0502,-0.0751,4.8257,-0.0587,-0.0587,-0.7909,-0.0689,0.1292
2.052,-0.5418,-0.0486,-0.0749,4.8140,-0.0569,-0.0569,-0.7909,-0.0712,0.1287
2.063,-0.5244,-0.0486,-0.0747,4.8169,-0.0569,-0.0569,-0.8139,-0.0712,0.1282
2.074,-0.5243,-0.0470,-0.0745,4.7930,-0.0551,-0.0551,-0.8139,-0.0732,0.1276
2.084,-0.5073,-0.0470,-0.0743,4.7842,-0.0551,-0.0551,-0.8338,-0.0732,0.1271
2.095,-0.5073,-0.0455,-0.0741,4.7505,-0.0533,-0.0533,-0.8338,-0.0750,0.1265
2.104,-0.4908,-0.0455,-0.0739,4.7353,-0.0533,-0.0533,-0.8510,-0.0750,0.1260
2.115,-0.4907,-0.0441,-0.0737,4.6916,-0.0515,-0.0515,-0.8510,-0.0766,0.1255
2.125,-0.4748,-0.0441,-0.0735,4.6668,-0.0515,-0.0515,-0.8653,-0.0766,0.1250
2.136,-0.4747,-0.0426,-0.0733,4.6085,-0.0498,-0.0498,-0.8653,-0.0779,0.1245
2.149,-0.4592,-0.0426,-0.0731,4.5588,-0.0498,-0.0498,-0.8763,-0.0779,0.1239
2.162,-0.4441,-0.0412,-0.0729,4.4995,-0.0481,-0.0481,-0.8835,-0.0789,0.1233
2.172,-0.4440,-0.0399,-0.0727,4.4376,-0.0464,-0.0464,-0.8835,-0.0795,0.1227
2.182,-0.4294,-0.0399,-0.0725,4.3900,-0.0464,-0.0464,-0.8868,-0.0795,0.1223
2.193,-0.4293,-0.0386,-0.0724,4.3163,-0.0448,-0.0448,-0.8868,-0.0798,0.1218
2.202,-0.4151,-0.0386,-0.0722,4.2676,-0.0448,-0.0448,-0.8861,-0.0798,0.1213
2.213,-0.4151,-0.0373,-0.0720,4.1836,-0.0432,-0.0432,-0.8861,-0.0797,0.1209
2.223,-0.4013,-0.0373,-0.0719,4.1251,-0.0432,-0.0432,-0.8810,-0.0797,0.1204
2.234,-0.4013,-0.0361,-0.0717,4.0410,-0.0416,-0.0416,-0.8810,-0.0793,0.1200
2.244,-0.3879,-0.0361,-0.0716,3.9781,-0.0416,-0.0416,-0.8719,-0.0793,0.1195
2.254,-0.3879,-0.0349,-0.0714,3.8990,-0.0401,-0.0401,-0.8719,-0.0785,0.1191
2.264,-0.3749,-0.0349,-0.0713,3.8336,-0.0401,-0.0401,-0.8588,-0.0785,0.1187
2.275,-0.3748,-0.0337,-0.0711,3.7441,-0.0386,-0.0386,-0.8588,-0.0773,0.1183
2.285,-0.3622,-0.0337,-0.0710,3.6812,-0.0386,-0.0386,-0.8422,-0.0773,0.1179
2.295,-0.3622,-0.0326,-0.0708,3.5918,-0.0371,-0.0371,-0.8422,-0.0758,0.1175
2.308,-0.3500,-0.0326,-0.0707,3.5032,-0.0371,-0.0371,-0.8215,-0.0758,0.1171
2.320,-0.3381,-0.0315,-0.0705,3.4139,-0.0357,-0.0357,-0.7972,-0.0739,0.1167
2.339,-0.3266,-0.0304,-0.0704,3.2661,-0.0343,-0.0343,-0.7691,-0.0717,0.1163
2.350,-0.3265,-0.0294,-0.0701,3.1660,-0.0330,-0.0330,-0.7691,-0.0692,0.1157
2.361,-0.3154,-0.0294,-0.0700,3.0972,-0.0330,-0.0330,-0.7378,-0.0692,0.1154
2.370,-0.3154,-0.0284,-0.0699,3.0188,-0.0317,-0.0317,-0.7378,-0.0664,0.1151
2.380,-0.3045,-0.0284,-0.0698,2.9525,-0.0317,-0.0317,-0.7029,-0.0664,0.1148
2.390,-0.3045,-0.0274,-0.0696,2.8746,-0.0304,-0.0304,-0.7029,-0.0633,0.1146
2.400,-0.2940,-0.0274,-0.0695,2.8090,-0.0304,-0.0304,-0.6646,-0.0633,0.1143
2.411,-0.2940,-0.0264,-0.0694,2.7194,-0.0293,-0.0293,-0.6646,-0.0598,0.1141
2.421,-0.2838,-0.0264,-0.0693,2.6549,-0.0293,-0.0293,-0.6232,-0.0598,0.1139
2.432,-0.2838,-0.0255,-0.0692,2.5705,-0.0281,-0.0281,-0.6232,-0.0561,0.1137
2.442,-0.2739,-0.0255,-0.0690,2.5069,-0.0281,-0.0281,-0.5787,-0.0561,0.1135
2.453,-0.2739,-0.0246,-0.0689,2.4306,-0.0270,-0.0270,-0.5787,-0.0521,0.1133
2.465,-0.2644,-0.0246,-0.0688,2.3485,-0.0270,-0.0270,-0.5312,-0.0521,0.1131
2.478,-0.2644,-0.0238,-0.0687,2.2608,-0.0260,-0.0260,-0.5312,-0.0478,0.1133
2.488,-0.2551,-0.0238,-0.0686,2.2022,-0.0260,-0.0260,-0.4813,-0.0478,0.1135
2.498,-0.2551,-0.0229,-0.0685,2.1344,-0.0250,-0.0250,-0.4813,-0.0433,0.1136
2.507,-0.2461,-0.0229,-0.0684,2.0808,-0.0250,-0.0250,-0.4297,-0.0433,0.1138
2.518,-0.2461,-0.0221,-0.0683,2.0470,-0.0240,-0.0240,-0.4297,-0.0387,0.1139
2.528,-0.2375,-0.0221,-0.0682,2.0578,-0.0240,-0.0240,-0.3764,-0.0387,0.1140
2.539,-0.2291,-0.0214,-0.0681,2.0992,-0.0231,-0.0231,-0.3216,-0.0339,0.1141
2.549,-0.2291,-0.0206,-0.0680,2.1636,-0.0223,-0.0223,-0.3216,-0.0289,0.1143
2.559,-0.2210,-0.0206,-0.0679,2.2472,-0.0223,-0.0223,-0.2655,-0.0289,0.1144
2.570,-0.2210,-0.0199,-0.0678,2.3163,-0.0215,-0.0215,-0.2655,-0.0239,0.1145
2.580,-0.2131,-0.0199,-0.0677,2.3784,-0.0215,-0.0215,-0.2082,-0.0239,0.1146
2.591,-0.2131,-0.0192,-0.0676,2.4245,-0.0207,-0.0207,-0.2082,-0.0187,0.1148
2.602,-0.2056,-0.0192,-0.0675,2.4672,-0.0207,-0.0207,-0.1505,-0.0187,0.1149
2.612,-0.2056,-0.0185,-0.0674,2.4928,-0.0200,-0.0200,-0.1505,-0.0135,0.1150
2.624,-0.1983,-0.0185,-0.0674,2.5186,-0.0200,-0.0200,-0.0928,-0.0135,0.1151
2.636,-0.1983,-0.0178,-0.0673,2.5216,-0.0193,-0.0193,-0.0928,-0.0083,0.1152
2.646,-0.1912,-0.0178,-0.0672,2.5222,-0.0193,-0.0193,-0.0352,-0.0083,0.1154
2.657,-0.1912,-0.0172,-0.0671,2.5061,-0.0187,-0.0187,-0.0352,-0.0032,0.1155
2.667,-0.1844,-0.0172,-0.0670,2.4891,-0.0187,-0.0187,0.0218,-0.0032,0.1156
2.679,-0.1778,-0.0166,-0.0669,2.4621,-0.0181,-0.0181,0.0774,0.0020,0.1157
2.689,-0.1778,-0.0160,-0.0668,2.4321,-0.0175,-0.0175,0.0774,0.0070,0.1158
2.699,-0.1715,-0.0160,-0.0668,2.4079,-0.0175,-0.0175,0.1319,0.0070,0.1159
2.709,-0.1715,-0.0154,-0.0667,2.3738,-0.0170,-0.0170,0.1319,0.0119,0.1160
2.719,-0.1654,-0.0154,-0.0666,2.3460,-0.0170,-0.0170,0.1851,0.0119,0.1161
2.730,-0.1654,-0.0149,-0.0666,2.3097,-0.0165,-0.0165,0.1851,0.0167,0.1162
