Time,Car_Surge,Ship_Surge,Total_Surge,Car_Sway,Ship_Sway,Total_Sway,Total_Heave
0.337,0.0000,0.0844,0.0844,-2.5141,0.0610,-2.4530,-1.2349
0.340,0.0000,0.0844,0.0844,-2.5087,0.0610,-2.4477,-1.2349
0.344,0.0000,0.0844,0.0844,-2.5073,0.0610,-2.4462,-1.2349
0.348,0.0000,0.0844,0.0844,-2.5109,0.0610,-2.4498,-1.2349
0.353,0.0000,0.0855,0.0855,-2.5219,0.0571,-2.4648,-1.3089
0.357,0.0000,0.0855,0.0855,-2.5357,0.0571,-2.4786,-1.3089
0.361,0.0000,0.0855,0.0855,-2.5492,0.0571,-2.4921,-1.3089
0.364,0.0000,0.0855,0.0855,-2.5677,0.0571,-2.5107,-1.3089
0.368,0.0000,0.0855,0.0855,-2.5891,0.0571,-2.5321,-1.3089
0.372,0.0000,0.0858,0.0858,-2.6142,0.0535,-2.5607,-1.3706
0.376,0.0000,0.0858,0.0858,-2.6378,0.0535,-2.5842,-1.3706
0.380,0.0000,0.0858,0.0858,-2.6575,0.0535,-2.6040,-1.3706
0.384,0.0000,0.0858,0.0858,-2.6769,0.0535,-2.6234,-1.3706
0.395,0.0000,0.0856,0.0856,-2.7169,0.0504,-2.6664,-1.4200
0.409,0.0000,0.0856,0.0856,-2.7463,0.0504,-2.6959,-1.4200
0.414,0.0000,0.0846,0.0846,-2.7533,0.0478,-2.7055,-1.4569
0.419,0.0000,0.0846,0.0846,-2.7588,0.0478,-2.7111,-1.4569
0.423,0.0000,0.0846,0.0846,-2.7622,0.0478,-2.7145,-1.4569
0.427,0.0000,0.0846,0.0846,-2.7640,0.0478,-2.7162,-1.4569
0.431,0.0000,0.0870,0.0870,-2.7645,0.0447,-2.7198,-1.5650
0.436,0.0000,0.0870,0.0870,-2.7636,0.0447,-2.7190,-1.5650
0.440,0.0000,0.0870,0.0870,-2.7619,0.0447,-2.7173,-1.5650
0.444,0.0000,0.0870,0.0870,-2.7589,0.0447,-2.7142,-1.5650
0.448,0.0000,0.0870,0.0870,-2.7554,0.0447,-2.7107,-1.5650
0.452,0.0000,0.0887,0.0887,-2.7506,0.0419,-2.7087,-1.6610
0.456,0.0000,0.0887,0.0887,-2.7437,0.0419,-2.7018,-1.6610
0.460,0.0000,0.0887,0.0887,-2.7369,0.0419,-2.6950,-1.6610
0.464,0.0000,0.0887,0.0887,-2.7304,0.0419,-2.6885,-1.6610
0.468,0.0000,0.0887,0.0887,-2.7227,0.0419,-2.6808,-1.6610
0.471,0.0000,0.0906,0.0906,-2.7149,0.0392,-2.6757,-1.7665
0.476,0.0000,0.0906,0.0906,-2.7041,0.0392,-2.6649,-1.7665
0.479,0.0000,0.0906,0.0906,-2.6955,0.0392,-2.6563,-1.7665
0.483,0.0000,0.0906,0.0906,-2.6854,0.0392,-2.6462,-1.7665
0.487,0.0000,0.0906,0.0906,-2.6749,0.0392,-2.6357,-1.7665
0.491,0.0000,0.0917,0.0917,-2.6629,0.0368,-2.6261,-1.8599
0.495,0.0000,0.0917,0.0917,-2.6497,0.0368,-2.6129,-1.8599
0.499,0.0001,0.0917,0.0918,-2.6372,0.0368,-2.6004,-1.8599
0.503,0.0005,0.0917,0.0923,-2.6255,0.0368,-2.5886,-1.8599
0.507,0.0019,0.0917,0.0936,-2.6106,0.0368,-2.5738,-1.8599
0.517,0.0106,0.0922,0.1027,-2.5710,0.0347,-2.5363,-1.9416
0.523,0.0190,0.0922,0.1112,-2.5503,0.0347,-2.5156,-1.9416
0.527,0.0268,0.0922,0.1190,-2.5364,0.0347,-2.5017,-1.9416
0.530,0.0360,0.0922,0.1282,-2.5232,0.0347,-2.4885,-1.9416
0.534,0.0486,0.0912,0.1398,-2.5081,0.0329,-2.4752,-1.9932
0.539,0.0695,0.0912,0.1608,-2.4874,0.0329,-2.4545,-1.9932
0.550,0.1334,0.0890,0.2224,-2.4388,0.0314,-2.4074,-2.0134
0.557,0.1769,0.0890,0.2659,-2.4133,0.0314,-2.3819,-2.0134
0.560,0.2048,0.0890,0.2938,-2.3991,0.0314,-2.3677,-2.0134
0.564,0.2381,0.0890,0.3271,-2.3837,0.0314,-2.3523,-2.0134
0.568,0.2747,0.0890,0.3637,-2.3682,0.0314,-2.3368,-2.0134
0.572,0.3189,0.0862,0.4051,-2.3512,0.0301,-2.3212,-2.0167
0.576,0.3651,0.0862,0.4513,-2.3350,0.0301,-2.3049,-2.0167
0.580,0.4105,0.0862,0.4967,-2.3202,0.0301,-2.2901,-2.0167
0.583,0.4542,0.0862,0.5403,-2.3069,0.0301,-2.2769,-2.0167
0.588,0.5124,0.0862,0.5986,-2.2904,0.0301,-2.2603,-2.0167
0.591,0.5675,0.0829,0.6503,-2.2753,0.0288,-2.2465,-2.0033
0.596,0.6334,0.0829,0.7163,-2.2572,0.0288,-2.2284,-2.0033
0.600,0.6842,0.0829,0.7671,-2.2430,0.0288,-2.2142,-2.0033
0.604,0.7363,0.0829,0.8192,-2.2283,0.0288,-2.1995,-2.0033
0.608,0.7805,0.0829,0.8634,-2.2157,0.0288,-2.1869,-2.0033
0.612,0.8302,0.0795,0.9097,-2.2012,0.0275,-2.1738,-1.9843
0.622,0.9622,0.0795,1.0417,-2.1612,0.0275,-2.1337,-1.9843
0.626,1.0020,0.0795,1.0815,-2.1490,0.0275,-2.1215,-1.9843
0.630,1.0452,0.0795,1.1248,-2.1355,0.0275,-2.1080,-1.9843
0.633,1.0826,0.0758,1.1584,-2.1237,0.0262,-2.0975,-1.9499
0.637,1.1269,0.0758,1.2027,-2.1095,0.0262,-2.0834,-1.9499
0.641,1.1629,0.0758,1.2387,-2.0978,0.0262,-2.0716,-1.9499
0.644,1.1986,0.0758,1.2744,-2.0860,0.0262,-2.0598,-1.9499
0.648,1.2331,0.0758,1.3089,-2.0744,0.0262,-2.0482,-1.9499
0.652,1.2697,0.0724,1.3421,-2.0618,0.0246,-2.0372,-1.9151
0.656,1.3137,0.0724,1.3861,-2.0464,0.0246,-2.0218,-1.9151
0.660,1.3482,0.0724,1.4205,-2.0341,0.0246,-2.0095,-1.9151
0.664,1.3854,0.0724,1.4577,-2.0206,0.0246,-1.9960,-1.9151
0.669,1.4264,0.0724,1.4987,-2.0054,0.0246,-1.9808,-1.9151
0.673,1.4630,0.0690,1.5320,-1.9915,0.0229,-1.9686,-1.8782
0.678,1.5015,0.0690,1.5705,-1.9765,0.0229,-1.9536,-1.8782
0.681,1.5280,0.0690,1.5970,-1.9660,0.0229,-1.9431,-1.8782
0.684,1.5538,0.0690,1.6228,-1.9556,0.0229,-1.9327,-1.8782
0.688,1.5815,0.0690,1.6506,-1.9442,0.0229,-1.9213,-1.8782
0.691,1.6079,0.0655,1.6734,-1.9331,0.0210,-1.9121,-1.8254
0.703,1.6928,0.0655,1.7583,-1.8952,0.0210,-1.8742,-1.8254
0.708,1.7338,0.0655,1.7993,-1.8762,0.0210,-1.8552,-1.8254
0.713,1.7625,0.0619,1.8244,-1.8626,0.0189,-1.8437,-1.7550
0.723,1.8316,0.0619,1.8934,-1.8276,0.0189,-1.8087,-1.7550
0.727,1.8536,0.0619,1.9154,-1.8161,0.0189,-1.7973,-1.7550
0.730,1.8730,0.0619,1.9348,-1.8059,0.0189,-1.7871,-1.7550
0.733,1.8925,0.0581,1.9507,-1.7953,0.0164,-1.7789,-1.6676
0.738,1.9172,0.0581,1.9754,-1.7815,0.0164,-1.7651,-1.6676
0.741,1.9364,0.0581,1.9946,-1.7705,0.0164,-1.7541,-1.6676
0.744,1.9544,0.0581,2.0126,-1.7601,0.0164,-1.7436,-1.6676
0.748,1.9723,0.0581,2.0304,-1.7494,0.0164,-1.7330,-1.6676
0.751,1.9896,0.0545,2.0441,-1.7388,0.0136,-1.7252,-1.5637
0.756,2.0135,0.0545,2.0680,-1.7237,0.0136,-1.7101,-1.5637
0.759,2.0325,0.0545,2.0870,-1.7114,0.0136,-1.6978,-1.5637
0.771,2.0902,0.0509,2.1411,-1.6707,0.0105,-1.6601,-1.4436
0.777,2.1158,0.0509,2.1667,-1.6518,0.0105,-1.6413,-1.4436
0.781,2.1367,0.0509,2.1876,-1.6359,0.0105,-1.6254,-1.4436
0.785,2.1522,0.0509,2.2031,-1.6237,0.0105,-1.6132,-1.4436
0.789,2.1694,0.0509,2.2203,-1.6099,0.0105,-1.5994,-1.4436
0.792,2.1837,0.0475,2.2312,-1.5980,0.0000,-1.5980,-1.3082
0.797,2.2016,0.0475,2.2491,-1.5825,0.0000,-1.5825,-1.3082
0.801,2.2182,0.0475,2.2657,-1.5678,0.0000,-1.5678,-1.3082
0.805,2.2339,0.0475,2.2814,-1.5532,0.0000,-1.5532,-1.3082
0.809,2.2469,0.0475,2.2944,-1.5410,0.0000,-1.5410,-1.3082
0.812,2.2599,0.0443,2.3042,-1.5284,0.0000,-1.5284,-1.1612
0.817,2.2762,0.0443,2.3205,-1.5118,0.0000,-1.5118,-1.1612
0.821,2.2429,0.0443,2.2873,-1.4958,0.0000,-1.4958,-1.1612
0.825,2.1803,0.0443,2.2246,-1.4808,0.0000,-1.4808,-1.1612
0.836,2.0047,0.0414,2.0461,-1.4351,0.0000,-1.4351,-1.0011
0.840,1.9410,0.0414,1.9824,-1.4184,0.0000,-1.4184,-1.0011
0.844,1.8868,0.0414,1.9282,-1.4037,0.0000,-1.4037,-1.0011
0.856,1.7154,0.0390,1.7544,-1.3527,0.0000,-1.3527,-0.8494
0.861,1.6433,0.0390,1.6823,-1.3300,0.0000,-1.3300,-0.8494
0.864,1.5926,0.0390,1.6316,-1.3133,0.0000,-1.3133,-0.8494
0.868,1.5479,0.0390,1.5870,-1.2980,0.0000,-1.2980,-0.8494
0.872,1.5025,0.0369,1.5394,-1.2816,0.0000,-1.2816,-0.6892
0.876,1.4556,0.0369,1.4925,-1.2637,0.0000,-1.2637,-0.6892
0.879,1.4165,0.0369,1.4534,-1.2478,0.0000,-1.2478,-0.6892
0.882,1.3810,0.0369,1.4180,-1.2327,0.0000,-1.2327,-0.6892
0.886,1.3417,0.0369,1.3786,-1.2145,0.0000,-1.2145,-0.6892
0.890,1.3089,0.0369,1.3458,-1.1981,0.0000,-1.1981,-0.6892
0.893,1.2795,0.0351,1.3146,-1.1823,0.0000,-1.1823,-0.5175
0.898,1.2433,0.0351,1.2784,-1.1606,0.0000,-1.1606,-0.5175
0.901,1.2181,0.0351,1.2532,-1.1438,0.0000,-1.1438,-0.5175
0.905,1.1954,0.0351,1.2305,-1.1267,0.0000,-1.1267,-0.5175
0.908,1.1764,0.0351,1.2115,-1.1103,0.0000,-1.1103,-0.5175
0.912,1.1595,0.0336,1.1931,-1.0932,0.0000,-1.0932,-0.3359
0.916,1.1432,0.0336,1.1768,-1.0724,0.0000,-1.0724,-0.3359
0.920,1.1318,0.0336,1.1653,-1.0527,0.0000,-1.0527,-0.3359
0.924,1.1249,0.0336,1.1585,-1.0350,0.0000,-1.0350,-0.3359
0.928,1.1212,0.0336,1.1548,-1.0132,0.0000,-1.0132,-0.3359
0.932,1.1222,0.0323,1.1545,-0.9942,0.0000,-0.9942,-0.1455
0.936,1.1283,0.0323,1.1606,-0.9721,0.0000,-0.9721,-0.1455
0.946,1.1620,0.0323,1.1944,-0.9187,0.0000,-0.9187,-0.1455
0.950,1.1812,0.0323,1.2135,-0.9002,0.0000,-0.9002,-0.1455
0.953,1.2052,0.0314,1.2366,-0.8799,0.0000,-0.8799,0.0520
0.958,1.2379,0.0314,1.2693,-0.8575,0.0000,-0.8575,0.0520
0.961,1.2706,0.0314,1.3020,-0.8388,0.0000,-0.8388,0.0520
0.965,1.3022,0.0314,1.3336,-0.8221,0.0000,-0.8221,0.0520
0.968,1.3341,0.0314,1.3655,-0.8036,0.0000,-0.8036,0.0520
0.972,1.3670,0.0307,1.3978,-0.7838,0.0000,-0.7838,0.2527
0.976,1.4044,0.0307,1.4352,-0.7601,0.0000,-0.7601,0.2527
0.979,1.4341,0.0307,1.4649,-0.7409,0.0000,-0.7409,0.2527
0.983,1.4632,0.0307,1.4940,-0.7213,0.0000,-0.7213,0.2527
0.986,1.4934,0.0307,1.5242,-0.7004,0.0000,-0.7004,0.2527
0.990,1.5241,0.0307,1.5549,-0.6783,0.0000,-0.6783,0.2527
0.993,1.5518,0.0303,1.5821,-0.6576,0.0000,-0.6576,0.4570
0.998,1.5837,0.0303,1.6140,-0.6331,0.0000,-0.6331,0.4570
1.011,1.6878,0.0301,1.7179,-0.5420,0.0000,-0.5420,0.6644
1.030,1.8180,0.0301,1.8481,-0.4039,0.0000,-0.4039,0.6644
1.034,1.8454,0.0299,1.8753,-0.3732,0.0000,-0.3732,0.8729
1.040,1.8781,0.0299,1.9081,-0.3344,0.0000,-0.3344,0.8729
1.045,1.9067,0.0299,1.9367,-0.2986,0.0000,-0.2986,0.8729
1.055,1.9686,0.0299,1.9985,-0.2104,0.0000,-0.2104,1.0677
1.060,1.9950,0.0299,2.0249,-0.1707,0.0000,-0.1707,1.0677
1.065,2.0185,0.0299,2.0484,-0.1331,0.0000,-0.1331,1.0677
1.070,2.0442,0.0299,2.0742,-0.0893,0.0000,-0.0893,1.0677
1.075,2.0670,0.0300,2.0970,-0.0480,0.0000,-0.0480,1.2576
1.080,2.0904,0.0300,2.1204,-0.0032,0.0000,-0.0032,1.2576
1.085,2.1152,0.0300,2.1452,0.0478,0.0000,0.0478,1.2576
1.091,2.1395,0.0301,2.1696,0.1015,0.0000,0.1015,1.4448
1.097,2.1688,0.0301,2.1989,0.1726,0.0000,0.1726,1.4448
1.103,2.1060,0.0301,2.1362,0.2329,0.0000,0.2329,1.4448
1.108,2.0035,0.0301,2.0337,0.2815,0.0000,0.2815,1.4448
1.112,1.9034,0.0303,1.9337,0.3286,0.0000,0.3286,1.6274
1.117,1.7855,0.0303,1.8158,0.3840,0.0000,0.3840,1.6274
1.121,1.6723,0.0303,1.7026,0.4372,0.0000,0.4372,1.6274
1.126,1.5616,0.0303,1.5919,0.4892,0.0000,0.4892,1.6274
1.132,1.4179,0.0304,1.4484,0.5014,0.0000,0.5014,1.8035
1.137,1.2738,0.0304,1.3042,0.4500,0.0000,0.4500,1.8035
1.142,1.1634,0.0304,1.1938,0.3755,0.0000,0.3755,1.8035
1.147,1.0452,0.0304,1.0757,0.2577,0.0000,0.2577,1.8035
1.151,0.9357,0.0306,0.9663,0.1149,0.0000,0.1149,1.9718
1.163,0.6434,0.0306,0.6739,-0.4286,0.0000,-0.4286,1.9718
1.175,0.3771,0.0306,0.4077,-0.8799,0.0000,-0.8799,2.1231
1.180,0.2715,0.0306,0.3021,-1.0509,0.0000,-1.0509,2.1231
1.185,0.1816,0.0306,0.2122,-1.1903,0.0000,-1.1903,2.1231
1.189,0.0915,0.0306,0.1221,-1.3238,0.0000,-1.3238,2.1231
1.194,0.0112,0.0306,0.0418,-1.4374,0.0000,-1.4374,2.2620
1.199,-0.0782,0.0306,-0.0476,-1.5569,0.0000,-1.5569,2.2620
1.203,-0.1575,0.0306,-0.1270,-1.6572,0.0000,-1.6572,2.2620
1.207,-0.2343,0.0306,-0.2038,-1.7487,0.0000,-1.7487,2.2620
1.212,-0.3057,0.0304,-0.2753,-1.8287,0.0000,-1.8287,2.3896
1.216,-0.3861,0.0304,-0.3557,-1.9121,0.0000,-1.9121,2.3896
1.221,-0.4604,0.0304,-0.4300,-1.9832,0.0000,-1.9832,2.3896
1.225,-0.5267,0.0304,-0.4963,-2.0416,0.0000,-2.0416,2.3896
1.230,-0.5901,0.0304,-0.5597,-2.0926,0.0000,-2.0926,2.3896
1.234,-0.6554,0.0302,-0.6252,-2.1399,0.0000,-2.1399,2.5017
1.239,-0.7293,0.0302,-0.6991,-2.1865,0.0000,-2.1865,2.5017
1.243,-0.7889,0.0302,-0.7587,-2.2191,0.0000,-2.2191,2.5017
1.248,-0.8473,0.0302,-0.8171,-2.2464,0.0000,-2.2464,2.5017
1.252,-0.9063,0.0298,-0.8765,-2.2688,0.0000,-2.2688,2.5994
1.257,-0.9717,0.0298,-0.9419,-2.2870,0.0000,-2.2870,2.5994
1.261,-1.0250,0.0298,-0.9952,-2.2974,0.0000,-2.2974,2.5994
1.266,-1.0798,0.0298,-1.0500,-2.3030,0.0000,-2.3030,2.5994
1.271,-1.1367,0.0294,-1.1074,-2.3033,0.0000,-2.3033,2.6824
1.282,-1.2654,0.0294,-1.2361,-2.2742,0.0000,-2.2742,2.6824
1.286,-1.3150,0.0294,-1.2856,-2.2582,0.0000,-2.2582,2.6824
1.291,-1.3626,0.0288,-1.3338,-2.2380,0.0000,-2.2380,2.7501
1.296,-1.4142,0.0288,-1.3854,-2.2104,0.0000,-2.2104,2.7501
1.301,-1.4659,0.0288,-1.4371,-2.1766,0.0000,-2.1766,2.7501
1.314,-1.5831,0.0281,-1.5550,-2.0684,0.0000,-2.0684,2.8022
1.320,-1.6406,0.0281,-1.6124,-2.0066,0.0000,-2.0066,2.8022
1.325,-1.6853,0.0281,-1.6572,-1.9529,0.0000,-1.9529,2.8022
1.331,-1.7331,0.0274,-1.7057,-1.8897,0.0000,-1.8897,2.8379
1.338,-1.7851,0.0274,-1.7578,-1.8121,0.0000,-1.8121,2.8379
1.342,-1.8180,0.0274,-1.7906,-1.7595,0.0000,-1.7595,2.8379
1.347,-1.8565,0.0274,-1.8291,-1.6929,0.0000,-1.6929,2.8379
1.353,-1.9004,0.0269,-1.8735,-1.6106,0.0000,-1.6106,2.4885
1.358,-1.9351,0.0269,-1.9083,-1.5410,0.0000,-1.5410,2.4885
1.363,-1.9683,0.0269,-1.9414,-1.4705,0.0000,-1.4705,2.4885
1.368,-1.9970,0.0269,-1.9701,-1.4066,0.0000,-1.4066,2.4885
1.373,-2.0287,0.0261,-2.0025,-1.3318,0.0000,-1.3318,2.3988
1.378,-2.0651,0.0261,-2.0390,-1.2405,0.0000,-1.2405,2.3988
1.390,-2.0780,0.0261,-2.0518,-1.0495,0.0000,-1.0495,2.3988
1.395,-2.0748,0.0260,-2.0487,-0.9639,0.0000,-0.9639,2.1844
1.400,-2.0704,0.0260,-2.0444,-0.8825,0.0000,-0.8825,2.1844
1.405,-2.0649,0.0260,-2.0389,-0.8001,0.0000,-0.8001,2.1844
1.410,-2.0575,0.0254,-2.0320,-0.7080,0.0000,-0.7080,2.0885
1.415,-2.0496,0.0254,-2.0242,-0.6236,0.0000,-0.6236,2.0885
1.420,-2.0400,0.0254,-2.0146,-0.5317,0.0000,-0.5317,2.0885
1.427,-2.0267,0.0254,-2.0013,-0.4177,0.0000,-0.4177,2.0885
1.431,-2.0161,0.0269,-1.9892,-0.3345,0.0000,-0.3345,1.7711
1.437,-2.0009,0.0269,-1.9740,-0.2230,0.0000,-0.2230,1.7711
1.443,-1.9871,0.0269,-1.9602,-0.1289,0.0000,-0.1289,1.7711
1.447,-1.9748,0.0269,-1.9480,-0.0495,0.0000,-0.0495,1.7711
1.452,-1.9590,0.0252,-1.9338,0.0489,0.0000,0.0489,1.7885
1.465,-1.9171,0.0252,-1.8919,0.2985,0.0000,0.2985,1.7885
1.472,-1.8938,0.0273,-1.8665,0.4258,0.0000,0.4258,1.4864
1.477,-1.8743,0.0273,-1.8470,0.5290,0.0000,0.5290,1.4864
1.482,-1.8566,0.0273,-1.8293,0.6200,0.0000,0.6200,1.4864
1.487,-1.8382,0.0273,-1.8110,0.7123,0.0000,0.7123,1.4864
1.491,-1.8205,0.0256,-1.7949,0.8000,0.0000,0.8000,1.5017
1.502,-1.7758,0.0256,-1.7503,1.0191,0.0000,1.0191,1.5017
1.507,-1.7578,0.0256,-1.7322,1.1041,0.0000,1.1041,1.5017
1.511,-1.7409,0.0264,-1.7145,1.1826,0.0000,1.1826,1.3194
1.516,-1.7204,0.0264,-1.6940,1.2770,0.0000,1.2770,1.3194
1.520,-1.7007,0.0264,-1.6743,1.3670,0.0000,1.3670,1.3194
1.525,-1.6817,0.0264,-1.6553,1.4527,0.0000,1.4527,1.3194
1.529,-1.6625,0.0264,-1.6361,1.5389,0.0000,1.5389,1.3194
1.534,-1.6435,0.0270,-1.6165,1.6237,0.0000,1.6237,1.1440
1.539,-1.6212,0.0270,-1.5942,1.7227,0.0000,1.7227,1.1440
1.543,-1.6029,0.0270,-1.5758,1.8038,0.0000,1.8038,1.1440
1.547,-1.5836,0.0270,-1.5566,1.8884,0.0000,1.8884,1.1440
1.551,-1.5647,0.0265,-1.5382,1.9714,0.0000,1.9714,1.0631
1.556,-1.5422,0.0265,-1.5158,2.0697,0.0000,2.0697,1.0631
1.561,-1.5236,0.0265,-1.4971,2.1510,0.0000,2.1510,1.0631
1.565,-1.5039,0.0265,-1.4774,2.2365,0.0000,2.2365,1.0631
1.569,-1.4844,0.0265,-1.4580,2.3212,0.0000,2.3212,1.0631
1.574,-1.4655,0.0259,-1.4396,2.4033,0.0000,2.4033,0.9783
1.578,-1.4442,0.0259,-1.4183,2.4961,0.0000,2.4961,0.9783
1.583,-1.4251,0.0259,-1.3992,2.5790,0.0000,2.5790,0.9783
1.587,-1.4056,0.0259,-1.3797,2.6634,0.0000,2.6634,0.9783
1.591,-1.3864,0.0253,-1.3611,2.7471,0.0000,2.7471,0.8850
1.597,-1.3609,0.0253,-1.3356,2.8580,0.0000,2.8580,0.8850
