Time,Input_Surge,Gain_Surge,Output_Surge,Input_Sway,Gain_Sway,Output_Sway,Input_Heave,Gain_Heave,Output_Heave
0.323,-0.0645,-0.1587,-0.1203,0.0326,0.1332,0.1332,0.7991,-0.0072,0.8025
0.327,-0.0629,-0.1587,-0.1203,0.0318,0.1332,0.1332,0.7987,-0.0072,0.8025
0.331,-0.0629,-0.1548,-0.1203,0.0318,0.1313,0.1313,0.7987,-0.0082,0.8025
0.335,-0.0629,-0.1548,-0.1203,0.0323,0.1313,0.1313,0.6896,-0.0082,0.8025
0.340,-0.0629,-0.1548,-0.1203,0.0323,0.1313,0.1313,0.6896,-0.0082,0.8025
0.344,-0.0673,-0.1548,-0.1203,0.0403,0.1313,0.1313,0.6876,-0.0082,0.8025
0.347,-0.0673,-0.1655,-0.1203,0.0403,0.1509,0.1509,0.6876,-0.0131,0.8025
0.351,-0.0673,-0.1655,-0.1203,0.0403,0.1509,0.1509,0.6876,-0.0131,0.8025
0.355,-0.0673,-0.1655,-0.1203,0.0408,0.1509,0.1509,0.5788,-0.0131,0.8025
0.359,-0.0657,-0.1655,-0.1203,0.0416,0.1509,0.1509,0.5764,-0.0131,0.8025
0.363,-0.0657,-0.1616,-0.1203,0.0416,0.1528,0.1528,0.5764,-0.0190,0.8025
0.367,-0.0657,-0.1616,-0.1203,0.0416,0.1528,0.1528,0.5764,-0.0190,0.8025
0.371,-0.0657,-0.1616,-0.1204,0.0416,0.1528,0.1528,0.5764,-0.0190,0.8025
0.374,-0.0657,-0.1616,-0.1204,0.0415,0.1528,0.1528,0.5762,-0.0190,0.8025
0.379,-0.0669,-0.1616,-0.1204,0.0427,0.1528,0.1528,0.5765,-0.0190,0.8025
0.383,-0.0669,-0.1646,-0.1204,0.0427,0.1557,0.1557,0.5765,-0.0180,0.8025
0.392,-0.0669,-0.1646,-0.1204,0.0427,0.1557,0.1557,0.5765,-0.0180,0.8025
0.397,-0.0649,-0.1646,-0.1204,0.0411,0.1557,0.1557,0.5719,-0.0180,0.8025
0.402,-0.0649,-0.1597,-0.1204,0.0411,0.1509,0.1509,0.5719,-0.0101,0.8025
0.405,-0.0649,-0.1597,-0.1204,0.0411,0.1509,0.1509,0.5719,-0.0101,0.8025
0.409,-0.0629,-0.1597,-0.1204,0.0419,0.1509,0.1509,0.5703,-0.0101,0.8025
0.412,-0.0629,-0.1548,-0.1204,0.0429,0.1528,0.1528,0.5520,-0.0141,0.8025
0.417,-0.0629,-0.1548,-0.1204,0.0429,0.1528,0.1528,0.5520,-0.0141,0.8025
0.422,-0.0629,-0.1548,-0.1204,0.0429,0.1528,0.1528,0.5520,-0.0141,0.8025
0.430,-0.0649,-0.1548,-0.1204,0.0441,0.1528,0.1528,0.5524,-0.0141,0.8025
0.434,-0.0649,-0.1597,-0.1204,0.0452,0.1557,0.1557,0.4441,-0.0131,0.8025
0.438,-0.0649,-0.1597,-0.1204,0.0452,0.1557,0.1557,0.4441,-0.0131,0.8025
0.442,-0.0637,-0.1597,-0.1204,0.0432,0.1557,0.1557,0.4445,-0.0131,0.8025
0.446,-0.0637,-0.1567,-0.1204,0.0432,0.1509,0.1509,0.4445,-0.0121,0.8025
0.450,-0.0637,-0.1567,-0.1204,0.0432,0.1509,0.1509,0.4445,-0.0121,0.8025
0.454,-0.0637,-0.1567,-0.1204,0.0452,0.1509,0.1509,0.4695,-0.0121,0.8025
0.458,-0.0637,-0.1567,-0.1203,0.0452,0.1509,0.1509,0.4695,-0.0121,0.8025
0.462,-0.0653,-0.1567,-0.1203,0.0412,0.1509,0.1509,0.4707,-0.0121,0.8025
0.467,-0.0653,-0.1606,-0.1203,0.0412,0.1411,0.1411,0.4707,-0.0092,0.8025
0.472,-0.0653,-0.1606,-0.1203,0.0412,0.1411,0.1411,0.4707,-0.0092,0.8025
0.476,-0.0637,-0.1606,-0.1204,0.0414,0.1411,0.1411,0.3905,-0.0092,0.8025
0.483,-0.0637,-0.1567,-0.1203,0.0414,0.1381,0.1381,0.3905,-0.0111,0.8025
0.488,-0.0637,-0.1567,-0.1203,0.0414,0.1381,0.1381,0.3905,-0.0111,0.8025
0.494,-0.0649,-0.1567,-0.1203,0.0450,0.1381,0.1381,0.5605,-0.0111,0.8025
0.500,-0.0649,-0.1597,-0.1203,0.0450,0.1371,0.1371,0.5605,-0.0121,0.8025
0.504,-0.0649,-0.1597,-0.1203,0.0450,0.1371,0.1371,0.5605,-0.0121,0.8025
0.508,-0.0649,-0.1597,-0.1203,0.0450,0.1371,0.1371,0.5605,-0.0121,0.8025
0.512,-0.0657,-0.1597,-0.1203,0.0462,0.1371,0.1371,0.5641,-0.0121,0.8025
0.517,-0.0657,-0.1616,-0.1203,0.0569,0.1401,0.1401,0.7141,-0.0033,0.8025
0.523,-0.0657,-0.1616,-0.1203,0.0569,0.1401,0.1401,0.7141,-0.0033,0.8025
0.533,-0.0783,-0.1616,-0.1204,0.0553,0.1401,0.1401,0.3601,-0.0033,0.8025
0.541,-0.0783,-0.1646,-0.1204,0.0553,0.1362,0.1362,0.3601,-0.0072,0.8025
0.548,-0.0759,-0.1646,-0.1204,0.0546,0.1362,0.1362,0.3566,-0.0072,0.8025
0.552,-0.0759,-0.1587,-0.1204,0.0546,0.1342,0.1342,0.3566,-0.0160,0.8025
0.556,-0.0645,-0.1587,-0.1204,0.0546,0.1342,0.1342,0.4965,-0.0160,0.8025
0.560,-0.0645,-0.1587,-0.1204,0.0605,0.1342,0.1342,0.4942,-0.0160,0.8025
0.564,-0.0645,-0.1587,-0.1204,0.0605,0.1489,0.1489,0.4942,-0.0219,0.8025
0.568,-0.0645,-0.1587,-0.1204,0.0605,0.1489,0.1489,0.4942,-0.0219,0.8025
0.572,-0.0645,-0.1587,-0.1204,0.0605,0.1489,0.1489,0.4942,-0.0219,0.8025
0.576,-0.0625,-0.1587,-0.1204,0.0565,0.1489,0.1489,0.5096,-0.0219,0.8025
0.580,-0.0625,-0.1538,-0.1204,0.0565,0.1391,0.1391,0.5096,-0.0141,0.8025
0.584,-0.0625,-0.1538,-0.1204,0.0565,0.1391,0.1391,0.5096,-0.0141,0.8025
0.589,-0.0625,-0.1538,-0.1203,0.0565,0.1391,0.1391,0.5096,-0.0141,0.8025
0.592,-0.0757,-0.1538,-0.1203,0.0573,0.1391,0.1391,0.1712,-0.0141,0.8025
0.597,-0.0757,-0.1587,-0.1203,0.0573,0.1411,0.1411,0.1712,-0.0111,0.8025
0.601,-0.0757,-0.1587,-0.1203,0.0573,0.1411,0.1411,0.1712,-0.0111,0.8025
0.605,-0.0757,-0.1587,-0.1203,0.0573,0.1411,0.1411,0.1712,-0.0111,0.8025
0.609,-0.0757,-0.1587,-0.1203,0.0573,0.1411,0.1411,0.1712,-0.0111,0.8026
0.613,-0.0621,-0.1587,-0.1203,0.0581,0.1411,0.1411,0.3160,-0.0111,0.8026
0.618,-0.0621,-0.1528,-0.1203,0.0581,0.1430,0.1430,0.3160,-0.0150,0.8026
0.622,-0.0621,-0.1528,-0.1203,0.0581,0.1430,0.1430,0.3160,-0.0150,0.8026
0.626,-0.0621,-0.1528,-0.1203,0.0609,0.1430,0.1430,0.3100,-0.0150,0.8026
0.633,-0.0621,-0.1528,-0.1203,0.0609,0.1499,0.1499,0.3434,-0.0297,0.8026
0.642,-0.0645,-0.1528,-0.1202,0.0597,0.1499,0.1499,0.3490,-0.0297,0.8026
0.659,-0.0649,-0.1587,-0.1202,0.0605,0.1469,0.1469,0.2628,-0.0160,0.8026
0.666,-0.0649,-0.1597,-0.1202,0.0605,0.1489,0.1489,0.2628,-0.0121,0.8026
0.670,-0.0649,-0.1597,-0.1202,0.0605,0.1489,0.1489,0.2628,-0.0121,0.8026
0.675,-0.0649,-0.1597,-0.1202,0.0605,0.1489,0.1489,0.2993,-0.0121,0.8026
0.680,-0.0649,-0.1597,-0.1202,0.0581,0.1489,0.1489,0.2981,-0.0121,0.8026
0.684,-0.0649,-0.1597,-0.1202,0.0581,0.1430,0.1430,0.2981,-0.0150,0.8026
0.693,-0.0657,-0.1597,-0.1202,0.0565,0.1430,0.1430,0.4530,-0.0150,0.8026
0.699,-0.0657,-0.1616,-0.1202,0.0565,0.1391,0.1391,0.4530,-0.0072,0.8026
0.703,-0.0657,-0.1616,-0.1203,0.0565,0.1391,0.1391,0.4530,-0.0072,0.8026
0.707,-0.0657,-0.1616,-0.1203,0.0565,0.1391,0.1391,0.4530,-0.0072,0.8026
0.711,-0.0613,-0.1616,-0.1203,0.0573,0.1391,0.1391,0.4490,-0.0072,0.8026
0.716,-0.0613,-0.1509,-0.1202,0.0573,0.1411,0.1411,0.2418,-0.0170,0.8026
0.721,-0.0613,-0.1509,-0.1202,0.0573,0.1411,0.1411,0.2418,-0.0170,0.8026
0.725,-0.0613,-0.1509,-0.1202,0.0573,0.1411,0.1411,0.2418,-0.0170,0.8026
0.730,-0.0661,-0.1509,-0.1202,0.0593,0.1411,0.1411,0.2414,-0.0170,0.8026
0.734,-0.0661,-0.1626,-0.1202,0.0593,0.1460,0.1460,0.1666,-0.0180,0.8026
0.739,-0.0661,-0.1626,-0.1202,0.0593,0.1460,0.1460,0.1666,-0.0180,0.8026
0.744,-0.0677,-0.1626,-0.1202,0.0601,0.1460,0.1460,0.1662,-0.0180,0.8026
0.753,-0.0677,-0.1665,-0.1202,0.0601,0.1479,0.1479,0.1927,-0.0190,0.8026
0.757,-0.0677,-0.1665,-0.1203,0.0601,0.1479,0.1479,0.1927,-0.0190,0.8026
0.761,-0.0609,-0.1665,-0.1203,0.0581,0.1479,0.1479,0.1963,-0.0190,0.8026
0.765,-0.0609,-0.1499,-0.1203,0.0581,0.1430,0.1430,0.1963,-0.0101,0.8026
0.769,-0.0609,-0.1499,-0.1202,0.0581,0.1430,0.1430,0.1963,-0.0101,0.8026
0.773,-0.0609,-0.1499,-0.1202,0.0581,0.1430,0.1430,0.1122,-0.0101,0.8026
0.777,-0.0665,-0.1499,-0.1202,0.0593,0.1430,0.1430,0.1078,-0.0101,0.8026
0.781,-0.0665,-0.1636,-0.1202,0.0593,0.1460,0.1460,0.1078,-0.0209,0.8026
0.785,-0.0665,-0.1636,-0.1202,0.0593,0.1460,0.1460,0.1078,-0.0209,0.8026
0.789,-0.0665,-0.1636,-0.1202,0.0593,0.1460,0.1460,0.1078,-0.0209,0.8026
0.793,-0.0625,-0.1636,-0.1202,0.0577,0.1460,0.1460,0.0211,-0.0209,0.8026
0.798,-0.0625,-0.1538,-0.1202,0.0577,0.1420,0.1420,0.0211,-0.0219,0.8026
0.802,-0.0625,-0.1538,-0.1202,0.0577,0.1420,0.1420,0.0211,-0.0219,0.8026
0.806,-0.0625,-0.1538,-0.1202,0.0577,0.1420,0.1420,0.0211,-0.0219,0.8026
0.809,-0.0637,-0.1538,-0.1202,0.0601,0.1420,0.1420,0.0195,-0.0219,0.8026
0.813,-0.0637,-0.1567,-0.1202,0.0601,0.1479,0.1479,0.1296,-0.0258,0.8026
0.818,-0.0637,-0.1567,-0.1202,0.0601,0.1479,0.1479,0.1296,-0.0258,0.8026
0.822,-0.0637,-0.1567,-0.1202,0.0601,0.1479,0.1479,0.1296,-0.0258,0.8026
0.826,-0.0637,-0.1567,-0.1202,0.0593,0.1479,0.1479,0.1391,-0.0258,0.8026
0.830,-0.0637,-0.1567,-0.1202,0.0593,0.1460,0.1460,0.1391,-0.0023,0.8026
0.834,-0.0637,-0.1567,-0.1202,0.0593,0.1460,0.1460,0.0326,-0.0023,0.8026
0.838,-0.0637,-0.1567,-0.1202,0.0593,0.1460,0.1460,0.0326,-0.0023,0.8026
0.848,-0.0621,-0.1567,-0.1202,0.0577,0.1460,0.1460,0.0338,-0.0023,0.8026
0.858,-0.0621,-0.1528,-0.1201,0.0577,0.1420,0.1420,0.1716,0.0006,0.8026
0.864,-0.0637,-0.1528,-0.1201,0.0581,0.1420,0.1420,0.1700,0.0006,0.8026
0.869,-0.0637,-0.1567,-0.1201,0.0581,0.1430,0.1430,0.1700,-0.0033,0.8026
0.873,-0.0637,-0.1567,-0.1201,0.0581,0.1430,0.1430,0.1009,-0.0033,0.8026
0.878,-0.0637,-0.1567,-0.1201,0.0593,0.1430,0.1430,0.1009,-0.0033,0.8026
0.883,-0.0637,-0.1567,-0.1201,0.0593,0.1460,0.1460,0.1009,-0.0033,0.8026
0.886,-0.0637,-0.1567,-0.1201,0.0593,0.1460,0.1460,0.1009,-0.0033,0.8026
0.890,-0.0637,-0.1567,-0.1201,0.0593,0.1460,0.1460,0.1009,-0.0033,0.8026
0.894,-0.0633,-0.1567,-0.1200,0.0617,0.1460,0.1460,0.0185,-0.0033,0.8026
0.900,-0.0633,-0.1557,-0.1200,0.0617,0.1518,0.1518,0.0185,-0.0180,0.8026
0.904,-0.0633,-0.1557,-0.1200,0.0617,0.1518,0.1518,0.0185,-0.0180,0.8026
0.908,-0.0633,-0.1557,-0.1200,0.0617,0.1518,0.1518,0.0185,-0.0180,0.8026
0.912,-0.0645,-0.1557,-0.1200,0.0585,0.1518,0.1518,0.0225,-0.0180,0.8026
0.916,-0.0645,-0.1587,-0.1200,0.0585,0.1440,0.1440,0.1427,-0.0082,0.8026
0.921,-0.0645,-0.1587,-0.1200,0.0585,0.1440,0.1440,0.1427,-0.0082,0.8026
0.924,-0.0645,-0.1587,-0.1200,0.0585,0.1440,0.1440,0.1427,-0.0082,0.8026
0.928,-0.0621,-0.1587,-0.1200,0.0585,0.1440,0.1440,0.1427,-0.0082,0.8026
0.933,-0.0621,-0.1528,-0.1200,0.0585,0.1440,0.1440,-0.0619,-0.0082,0.8026
0.937,-0.0621,-0.1528,-0.1200,0.0585,0.1440,0.1440,-0.0619,-0.0082,0.8026
0.941,-0.0621,-0.1528,-0.1200,0.0585,0.1440,0.1440,-0.0619,-0.0082,0.8026
0.944,-0.0621,-0.1528,-0.1200,0.0597,0.1440,0.1440,-0.0635,-0.0082,0.8026
0.948,-0.0621,-0.1528,-0.1200,0.0597,0.1469,0.1469,-0.0635,-0.0121,0.8026
0.952,-0.0621,-0.1528,-0.1199,0.0597,0.1469,0.1469,0.0423,-0.0121,0.8026
0.958,-0.0621,-0.1528,-0.1199,0.0597,0.1469,0.1469,0.0423,-0.0121,0.8026
0.967,-0.0641,-0.1528,-0.1199,0.0581,0.1469,0.1469,0.0415,-0.0121,0.8026
0.971,-0.0641,-0.1577,-0.1199,0.0581,0.1430,0.1430,0.0415,-0.0141,0.8026
0.975,-0.0621,-0.1577,-0.1199,0.0585,0.1430,0.1430,0.0402,-0.0141,0.8026
0.980,-0.0621,-0.1528,-0.1199,0.0585,0.1440,0.1440,0.0402,-0.0062,0.8026
0.984,-0.0621,-0.1528,-0.1199,0.0585,0.1440,0.1440,0.0402,-0.0062,0.8026
0.988,-0.0621,-0.1528,-0.1199,0.0585,0.1440,0.1440,0.0402,-0.0062,0.8026
0.997,-0.0621,-0.1528,-0.1199,0.0601,0.1440,0.1440,-0.1701,-0.0062,0.8026
1.003,-0.0621,-0.1528,-0.1198,0.0601,0.1479,0.1479,-0.1701,-0.0082,0.8026
1.007,-0.0621,-0.1528,-0.1198,0.0601,0.1479,0.1479,-0.1701,-0.0082,0.8026
1.012,-0.0633,-0.1528,-0.1198,0.0569,0.1479,0.1479,-0.1705,-0.0082,0.8026
1.016,-0.0633,-0.1557,-0.1198,0.0569,0.1401,0.1401,-0.1814,-0.0092,0.8026
1.021,-0.0633,-0.1557,-0.1198,0.0569,0.1401,0.1401,-0.1814,-0.0092,0.8026
1.026,-0.0621,-0.1557,-0.1198,0.0577,0.1401,0.1401,-0.1786,-0.0092,0.8026
1.030,-0.0621,-0.1528,-0.1198,0.0577,0.1420,0.1420,-0.1786,-0.0023,0.8026
1.034,-0.0621,-0.1528,-0.1198,0.0577,0.1420,0.1420,-0.1819,-0.0023,0.8026
1.037,-0.0621,-0.1528,-0.1197,0.0577,0.1420,0.1420,-0.1819,-0.0023,0.8026
1.041,-0.0621,-0.1528,-0.1197,0.0577,0.1420,0.1420,-0.1819,-0.0023,0.8026
1.046,-0.0649,-0.1528,-0.1197,0.0589,0.1420,0.1420,-0.1843,-0.0023,0.8026
1.050,-0.0649,-0.1597,-0.1197,0.0589,0.1450,0.1450,-0.1843,-0.0082,0.8026
1.054,-0.0649,-0.1597,-0.1197,0.0589,0.1450,0.1450,-0.1019,-0.0082,0.8026
1.059,-0.0597,-0.1597,-0.1197,0.0621,0.1450,0.1450,-0.1063,-0.0082,0.8026
1.068,-0.0597,-0.1469,-0.1197,0.0621,0.1528,0.1528,-0.1063,-0.0190,0.8026
1.072,-0.0597,-0.1469,-0.1197,0.0621,0.1528,0.1528,-0.1063,-0.0190,0.8026
1.076,-0.0649,-0.1469,-0.1196,0.0605,0.1528,0.1528,-0.0376,-0.0190,0.8026
1.081,-0.0649,-0.1597,-0.1196,0.0605,0.1489,0.1489,-0.0376,-0.0170,0.8026
1.085,-0.0649,-0.1597,-0.1196,0.0605,0.1489,0.1489,-0.0376,-0.0170,0.8026
1.090,-0.0649,-0.1597,-0.1196,0.0605,0.1489,0.1489,-0.0376,-0.0170,0.8026
1.094,-0.0653,-0.1597,-0.1197,0.0601,0.1489,0.1489,-0.1546,-0.0170,0.8026
1.099,-0.0653,-0.1606,-0.1197,0.0601,0.1479,0.1479,-0.1546,-0.0209,0.8026
1.103,-0.0653,-0.1606,-0.1197,0.0601,0.1479,0.1479,-0.1546,-0.0209,0.8026
1.107,-0.0653,-0.1606,-0.1197,0.0601,0.1479,0.1479,-0.1546,-0.0209,0.8026
1.111,-0.0649,-0.1606,-0.1197,0.0581,0.1479,0.1479,-0.1519,-0.0209,0.8026
1.116,-0.0649,-0.1597,-0.1197,0.0581,0.1430,0.1430,-0.1082,-0.0141,0.8026
1.120,-0.0649,-0.1597,-0.1197,0.0581,0.1430,0.1430,-0.1082,-0.0141,0.8026
1.124,-0.0649,-0.1597,-0.1197,0.0581,0.1430,0.1430,-0.1082,-0.0141,0.8026
1.128,-0.0649,-0.1597,-0.1197,0.0609,0.1430,0.1430,-0.1070,-0.0141,0.8026
1.132,-0.0649,-0.1597,-0.1197,0.0609,0.1499,0.1499,-0.2443,-0.0111,0.8026
1.137,-0.0649,-0.1597,-0.1197,0.0609,0.1499,0.1499,-0.2443,-0.0111,0.8026
1.140,-0.0649,-0.1597,-0.1197,0.0609,0.1499,0.1499,-0.2443,-0.0111,0.8026
1.148,-0.0669,-0.1597,-0.1197,0.0585,0.1499,0.1499,-0.2443,-0.0111,0.8026
1.153,-0.0669,-0.1646,-0.1198,0.0585,0.1440,0.1440,-0.2210,-0.0111,0.8026
1.157,-0.0669,-0.1646,-0.1198,0.0585,0.1440,0.1440,-0.2210,-0.0111,0.8026
1.162,-0.0637,-0.1646,-0.1198,0.0601,0.1440,0.1440,-0.2182,-0.0111,0.8026
1.169,-0.0637,-0.1567,-0.1198,0.0601,0.1479,0.1479,-0.2182,-0.0043,0.8026
1.173,-0.0637,-0.1567,-0.1198,0.0601,0.1479,0.1479,-0.2820,-0.0043,0.8026
1.177,-0.0657,-0.1567,-0.1198,0.0589,0.1479,0.1479,-0.2860,-0.0043,0.8026
1.180,-0.0657,-0.1616,-0.1198,0.0589,0.1450,0.1450,-0.2860,-0.0141,0.8026
1.184,-0.0657,-0.1616,-0.1198,0.0589,0.1450,0.1450,-0.2860,-0.0141,0.8026
1.187,-0.0657,-0.1616,-0.1198,0.0589,0.1450,0.1450,-0.2860,-0.0141,0.8026
1.191,-0.0657,-0.1616,-0.1198,0.0589,0.1450,0.1450,-0.2860,-0.0141,0.8026
