Time,Car_Surge,Ship_Surge,Total_Surge,Car_Sway,Ship_Sway,Total_Sway,Total_Heave
0.484,2.8516,0.1228,2.9744,0.0890,0.0000,0.0890,1.9410
0.488,2.8516,0.1228,2.9745,0.0867,0.0000,0.0867,1.9410
0.493,2.8517,0.1228,2.9745,0.0844,0.0000,0.0844,1.9410
0.496,2.8518,0.1180,2.9698,0.0827,0.0127,0.0954,1.9397
0.501,2.8518,0.1180,2.9698,0.0832,0.0127,0.0959,1.9397
0.505,2.8519,0.1180,2.9699,0.0812,0.0127,0.0940,1.9397
0.509,2.8519,0.1180,2.9700,0.0818,0.0127,0.0945,1.9397
0.512,2.8520,0.1180,2.9700,0.0801,0.0127,0.0928,1.9397
0.517,2.8520,0.1042,2.9562,0.0782,0.0124,0.0906,1.7275
0.521,2.8521,0.1042,2.9563,0.0789,0.0124,0.0914,1.7275
0.525,2.8522,0.1042,2.9563,0.0795,0.0124,0.0919,1.7275
0.528,2.8522,0.1042,2.9564,0.0801,0.0124,0.0925,1.7275
0.531,2.8522,0.1042,2.9564,0.0785,0.0124,0.0909,1.7275
0.535,2.8523,0.0903,2.9426,0.0791,0.0117,0.0908,1.5176
0.540,2.8523,0.0903,2.9427,0.0770,0.0117,0.0887,1.5176
0.543,2.8524,0.0903,2.9427,0.0755,0.0117,0.0872,1.5176
0.546,2.8524,0.0903,2.9427,0.0740,0.0117,0.0857,1.5176
0.549,2.8524,0.0903,2.9428,0.0725,0.0117,0.0842,1.5176
0.553,2.8525,0.0903,2.9428,0.0709,0.0117,0.0826,1.5176
0.564,2.8526,0.0857,2.9383,0.0736,0.0282,0.1017,1.4940
0.572,2.8527,0.0857,2.9384,0.0699,0.0282,0.0980,1.4940
0.576,2.8527,0.0724,2.9252,0.0711,0.0281,0.0992,1.3100
0.581,2.8528,0.0724,2.9252,0.0723,0.0281,0.1004,1.3100
0.585,2.8528,0.0724,2.9252,0.0705,0.0281,0.0987,1.3100
0.589,2.8528,0.0724,2.9253,0.0717,0.0281,0.0998,1.3100
0.592,2.8529,0.0724,2.9253,0.0726,0.0281,0.1008,1.3100
0.596,2.8529,0.0600,2.9129,0.0711,0.0290,0.1001,1.1394
0.602,2.8529,0.0600,2.9130,0.0685,0.0290,0.0975,1.1394
0.607,2.8530,0.0600,2.9130,0.0665,0.0290,0.0955,1.1394
0.610,2.8530,0.0600,2.9130,0.0676,0.0290,0.0966,1.1394
0.614,2.8530,0.0491,2.9021,0.0662,0.0317,0.0978,0.9889
0.619,2.8531,0.0491,2.9021,0.0642,0.0317,0.0959,0.9889
0.623,2.8531,0.0491,2.9022,0.0627,0.0317,0.0943,0.9889
0.626,2.8531,0.0491,2.9022,0.0640,0.0317,0.0957,0.9889
0.630,2.8531,0.0491,2.9022,0.0625,0.0317,0.0941,0.9889
0.635,2.8532,0.0592,2.9123,0.0643,0.0739,0.1382,1.1972
0.639,2.8532,0.0592,2.9124,0.0626,0.0739,0.1365,1.1972
0.643,2.8532,0.0592,2.9124,0.0611,0.0739,0.1350,1.1972
0.648,2.8532,0.0592,2.9124,0.0595,0.0739,0.1334,1.1972
0.652,2.8533,0.0592,2.9124,0.0581,0.0739,0.1320,1.1972
0.656,2.8533,0.0480,2.9013,0.0565,0.0730,0.1296,1.0376
0.660,2.8533,0.0480,2.9013,0.0585,0.0730,0.1315,1.0376
0.664,2.8533,0.0480,2.9014,0.0572,0.0730,0.1302,1.0376
0.668,2.8534,0.0480,2.9014,0.0559,0.0730,0.1290,1.0376
0.671,2.8534,0.0480,2.9014,0.0547,0.0730,0.1278,1.0376
0.675,2.8534,0.0378,2.8912,0.0536,0.0721,0.1257,0.8808
0.679,2.8534,0.0378,2.8912,0.0521,0.0721,0.1242,0.8808
0.683,2.8534,0.0378,2.8912,0.0510,0.0721,0.1231,0.8808
0.687,2.8535,0.0378,2.8913,0.0498,0.0721,0.1219,0.8808
0.691,2.8535,0.0378,2.8913,0.0519,0.0721,0.1240,0.8808
0.695,2.8535,0.0373,2.8908,0.0506,0.0872,0.1378,0.8964
0.700,2.8535,0.0373,2.8908,0.0492,0.0872,0.1364,0.8964
0.704,2.8535,0.0373,2.8908,0.0513,0.0872,0.1385,0.8964
0.707,2.8535,0.0373,2.8908,0.0502,0.0872,0.1374,0.8964
0.711,2.8536,0.0373,2.8909,0.0491,0.0872,0.1363,0.8964
0.714,2.8536,0.0283,2.8819,0.0480,0.0842,0.1323,0.7290
0.719,2.8536,0.0283,2.8819,0.0468,0.0842,0.1310,0.7290
0.723,2.8536,0.0283,2.8819,0.0457,0.0842,0.1299,0.7290
0.726,2.8536,0.0283,2.8819,0.0447,0.0842,0.1289,0.7290
0.730,2.8536,0.0283,2.8820,0.0436,0.0842,0.1279,0.7290
0.734,2.8537,0.0205,2.8742,0.0426,0.0813,0.1238,0.5608
0.739,2.8537,0.0205,2.8742,0.0414,0.0813,0.1227,0.5608
0.742,2.8537,0.0205,2.8742,0.0405,0.0813,0.1218,0.5608
0.746,2.8537,0.0205,2.8742,0.0396,0.0813,0.1209,0.5608
0.752,2.8537,0.0205,2.8742,0.0436,0.0813,0.1249,0.5608
0.758,2.8537,0.0139,2.8676,0.0422,0.0784,0.1206,0.3916
0.762,2.8537,0.0139,2.8676,0.0410,0.0784,0.1194,0.3916
0.766,2.8538,0.0139,2.8676,0.0400,0.0784,0.1185,0.3916
0.770,2.8538,0.0139,2.8676,0.0391,0.0784,0.1175,0.3916
0.774,2.8538,0.0133,2.8671,0.0382,0.0835,0.1218,0.3684
0.779,2.8538,0.0133,2.8671,0.0371,0.0835,0.1206,0.3684
0.783,2.8538,0.0133,2.8671,0.0362,0.0835,0.1197,0.3684
0.788,2.8538,0.0133,2.8672,0.0350,0.0835,0.1185,0.3684
0.792,2.8538,0.0133,2.8672,0.0342,0.0835,0.1177,0.3684
0.796,2.8538,0.0130,2.8668,0.0334,0.0869,0.1203,0.3404
0.801,2.8538,0.0130,2.8669,0.0323,0.0869,0.1193,0.3404
0.806,2.8539,0.0130,2.8669,0.0314,0.0869,0.1184,0.3404
0.810,2.8539,0.0130,2.8669,0.0306,0.0869,0.1176,0.3404
0.815,2.8539,0.0128,2.8667,0.0298,0.0888,0.1186,0.3030
0.819,2.8539,0.0128,2.8667,0.0336,0.0888,0.1224,0.3030
0.824,2.8539,0.0128,2.8667,0.0328,0.0888,0.1216,0.3030
0.828,2.8539,0.0128,2.8667,0.0320,0.0888,0.1208,0.3030
0.832,2.8539,0.0128,2.8667,0.0312,0.0888,0.1200,0.3030
0.836,2.8539,0.0105,2.8644,0.0304,0.0863,0.1167,0.1342
0.841,2.8539,0.0105,2.8644,0.0295,0.0863,0.1157,0.1342
0.846,2.8539,0.0105,2.8644,0.0286,0.0863,0.1149,0.1342
0.850,2.8539,0.0105,2.8644,0.0279,0.0863,0.1142,0.1342
0.855,2.8540,0.0130,2.8669,0.0271,0.0903,0.1174,0.2391
0.859,2.8540,0.0130,2.8669,0.0264,0.0903,0.1167,0.2391
0.863,2.8540,0.0130,2.8670,0.0257,0.0903,0.1160,0.2391
0.869,2.8540,0.0130,2.8670,0.0249,0.0903,0.1152,0.2391
0.872,2.8540,0.0130,2.8670,0.0244,0.0903,0.1147,0.2391
0.877,2.8540,0.0116,2.8656,0.0237,0.0878,0.1116,0.0762
0.881,2.8540,0.0116,2.8656,0.0231,0.0878,0.1109,0.0762
0.885,2.8540,0.0116,2.8656,0.0226,0.0878,0.1104,0.0762
0.889,2.8540,0.0116,2.8656,0.0220,0.0878,0.1098,0.0762
0.893,2.8540,0.0116,2.8656,0.0215,0.0878,0.1093,0.0762
0.899,2.8540,0.0121,2.8661,0.0207,0.0883,0.1090,0.0518
0.908,2.8540,0.0121,2.8661,0.0196,0.0883,0.1079,0.0518
0.913,2.8540,0.0121,2.8661,0.0190,0.0883,0.1072,0.0518
0.917,2.8540,0.0124,2.8664,0.0185,0.0885,0.1070,0.0239
0.923,2.8540,0.0124,2.8664,0.0179,0.0885,0.1064,0.0239
0.927,2.8541,0.0124,2.8664,0.0174,0.0885,0.1059,0.0239
0.931,2.8541,0.0124,2.8665,0.0170,0.0885,0.1055,0.0239
0.936,2.8541,0.0119,2.8660,0.0165,0.0879,0.1044,-0.0400
0.941,2.8541,0.0119,2.8660,0.0161,0.0879,0.1039,-0.0400
0.945,2.8541,0.0119,2.8660,0.0157,0.0879,0.1035,-0.0400
0.948,2.8541,0.0119,2.8660,0.0153,0.0879,0.1032,-0.0400
0.954,2.8541,0.0141,2.8682,0.0148,0.0915,0.1062,0.0717
0.960,2.8541,0.0141,2.8682,0.0143,0.0915,0.1058,0.0717
0.964,2.8541,0.0141,2.8682,0.0140,0.0915,0.1054,0.0717
0.968,2.8541,0.0141,2.8682,0.0136,0.0915,0.1051,0.0717
0.972,2.8541,0.0141,2.8682,0.0132,0.0915,0.1047,0.0717
0.977,2.8541,0.0159,2.8700,0.0129,0.0953,0.1082,0.1665
0.981,2.8541,0.0159,2.8701,0.0125,0.0953,0.1079,0.1665
0.986,2.8541,0.0159,2.8701,0.0066,0.0953,0.1020,0.1665
0.990,2.8541,0.0159,2.8701,0.0065,0.0953,0.1018,0.1665
0.994,2.8541,0.0135,2.8676,0.0063,0.0914,0.0977,-0.0011
1.000,2.8541,0.0135,2.8676,0.0061,0.0914,0.0975,-0.0011
1.004,2.8541,0.0135,2.8676,0.0059,0.0914,0.0973,-0.0011
1.009,2.8541,0.0135,2.8676,0.0058,0.0914,0.0972,-0.0011
1.013,2.8541,0.0135,2.8676,0.0056,0.0914,0.0970,-0.0011
1.017,2.8541,0.0133,2.8674,0.0055,0.0923,0.0978,-0.0399
1.023,2.8541,0.0133,2.8674,0.0053,0.0923,0.0976,-0.0399
1.027,2.8541,0.0133,2.8674,0.0004,0.0923,0.0927,-0.0399
1.030,2.8541,0.0133,2.8674,0.0004,0.0923,0.0927,-0.0399
1.034,2.8541,0.0132,2.8673,0.0004,0.0933,0.0937,-0.0857
1.040,2.8541,0.0132,2.8673,0.0004,0.0933,0.0937,-0.0857
1.044,2.8541,0.0132,2.8673,0.0004,0.0933,0.0937,-0.0857
1.048,2.8541,0.0132,2.8673,0.0004,0.0933,0.0936,-0.0857
1.052,2.8542,0.0132,2.8673,0.0004,0.0933,0.0936,-0.0857
1.058,2.8542,0.0133,2.8675,0.0003,0.0941,0.0944,-0.1397
1.065,2.8542,0.0133,2.8675,0.0003,0.0941,0.0944,-0.1397
1.069,2.8542,0.0133,2.8675,0.0003,0.0941,0.0944,-0.1397
1.075,2.8542,0.0143,2.8685,-0.0081,0.1012,0.0930,-0.0894
1.082,2.8542,0.0143,2.8685,-0.0078,0.1012,0.0934,-0.0894
1.087,2.8542,0.0143,2.8685,-0.0076,0.1012,0.0936,-0.0894
1.092,2.8542,0.0143,2.8685,-0.0137,0.1012,0.0875,-0.0894
1.098,2.8542,0.0151,2.8692,-0.0132,0.0940,0.0808,-0.2740
1.106,2.8542,0.0151,2.8692,-0.0126,0.0940,0.0814,-0.2740
1.113,2.8542,0.0151,2.8692,-0.0121,0.0940,0.0820,-0.2740
1.120,2.8542,0.0160,2.8702,-0.0215,0.1023,0.0808,-0.2421
1.125,2.8355,0.0160,2.8515,-0.0208,0.1023,0.0815,-0.2421
1.133,2.7058,0.0160,2.7218,-0.0199,0.1023,0.0824,-0.2421
1.139,2.5930,0.0178,2.6108,-0.0191,0.1007,0.0816,-0.3424
1.146,2.4820,0.0178,2.4998,-0.0184,0.1007,0.0823,-0.3424
1.152,2.3786,0.0178,2.3964,-0.0177,0.1007,0.0831,-0.3424
1.158,2.2926,0.0201,2.3128,-0.0171,0.0994,0.0823,-0.4410
1.165,2.1802,0.0201,2.2003,-0.0163,0.0994,0.0831,-0.4410
1.173,2.0765,0.0201,2.0966,-0.0156,0.0994,0.0838,-0.4410
1.179,1.9870,0.0219,2.0088,-0.0150,0.1056,0.0907,-0.4672
1.186,1.9027,0.0219,1.9246,-0.0144,0.1056,0.0912,-0.4672
1.192,1.8286,0.0219,1.8505,-0.0139,0.1056,0.0917,-0.4672
1.198,1.7510,0.0244,1.7755,-0.0134,0.1085,0.0951,-0.5275
1.206,1.6581,0.0244,1.6825,-0.0127,0.1085,0.0958,-0.5275
1.214,1.5667,0.0303,1.5970,-0.0121,0.0951,0.0830,-0.7258
1.223,1.4700,0.0303,1.5003,-0.0115,0.0951,0.0837,-0.7258
1.229,1.4118,0.0303,1.4421,-0.0111,0.0951,0.0840,-0.7258
1.234,1.3570,0.0314,1.3884,-0.0107,0.1073,0.0966,-0.7173
1.242,1.2857,0.0314,1.3172,-0.0209,0.1073,0.0864,-0.7173
1.246,1.2476,0.0314,1.2790,-0.0204,0.1073,0.0869,-0.7173
1.250,1.2102,0.0314,1.2417,-0.0199,0.1073,0.0874,-0.7173
1.255,1.1649,0.0327,1.1977,-0.0193,0.1190,0.0997,-0.7139
1.262,1.1091,0.0327,1.1418,-0.0280,0.1190,0.0910,-0.7139
1.268,1.0540,0.0327,1.0867,-0.0269,0.1190,0.0921,-0.7139
1.275,1.0020,0.0341,1.0361,-0.0258,0.1301,0.1043,-0.7147
1.281,0.9588,0.0341,0.9929,-0.0249,0.1301,0.1052,-0.7147
1.286,0.9198,0.0341,0.9540,-0.0241,0.1301,0.1060,-0.7147
1.291,0.8837,0.0341,0.9178,-0.0306,0.1301,0.0995,-0.7147
1.296,0.8512,0.0356,0.8868,-0.0365,0.1407,0.1042,-0.7191
1.301,0.8118,0.0356,0.8474,-0.0435,0.1407,0.0971,-0.7191
1.307,0.7779,0.0356,0.8135,-0.0422,0.1407,0.0985,-0.7191
1.311,0.7506,0.0356,0.7862,-0.0411,0.1407,0.0996,-0.7191
1.315,0.7263,0.0364,0.7627,-0.0401,0.1535,0.1134,-0.7061
1.321,0.6905,0.0364,0.7269,-0.0471,0.1535,0.1064,-0.7061
1.325,0.6624,0.0364,0.6988,-0.0458,0.1535,0.1078,-0.7061
1.331,0.6325,0.0364,0.6689,-0.0518,0.1535,0.1018,-0.7061
1.335,0.6069,0.0371,0.6440,-0.0569,0.1662,0.1093,-0.6930
1.340,0.5778,0.0371,0.6149,-0.0626,0.1662,0.1036,-0.6930
1.345,0.5528,0.0371,0.5899,-0.0609,0.1662,0.1053,-0.6930
1.350,0.5292,0.0371,0.5663,-0.0592,0.1662,0.1070,-0.6930
1.356,0.4979,0.0379,0.5358,-0.0570,0.1779,0.1209,-0.6844
1.363,0.4626,0.0379,0.5005,-0.0546,0.1779,0.1233,-0.6844
1.371,0.4274,0.0379,0.4653,-0.0521,0.1779,0.1257,-0.6844
1.375,0.4072,0.0399,0.4471,-0.0570,0.1848,0.1278,-0.7060
1.381,0.3814,0.0399,0.4213,-0.0551,0.1848,0.1298,-0.7060
1.385,0.3620,0.0399,0.4019,-0.0536,0.1848,0.1313,-0.7060
1.389,0.3461,0.0399,0.3860,-0.0577,0.1848,0.1271,-0.7060
1.395,0.3235,0.0420,0.3655,-0.0635,0.1907,0.1272,-0.7328
1.399,0.3044,0.0420,0.3464,-0.0617,0.1907,0.1290,-0.7328
1.404,0.2838,0.0420,0.3258,-0.0598,0.1907,0.1310,-0.7328
1.409,0.2659,0.0420,0.3079,-0.0647,0.1907,0.1260,-0.7328
1.413,0.2515,0.0420,0.2935,-0.0686,0.1907,0.1221,-0.7328
1.418,0.2320,0.0440,0.2761,-0.0739,0.1962,0.1223,-0.7608
1.423,0.2153,0.0440,0.2593,-0.0784,0.1962,0.1178,-0.7608
1.428,0.1970,0.0440,0.2410,-0.0759,0.1962,0.1203,-0.7608
1.433,0.1816,0.0440,0.2257,-0.0802,0.1962,0.1160,-0.7608
1.437,0.1674,0.0460,0.2134,-0.0841,0.2012,0.1172,-0.7894
1.441,0.1517,0.0460,0.1976,-0.0884,0.2012,0.1129,-0.7894
1.450,0.1224,0.0460,0.1684,-0.0962,0.2012,0.1050,-0.7894
1.456,0.1062,0.0477,0.1540,-0.1005,0.2059,0.1055,-0.8179
1.460,0.0921,0.0477,0.1399,-0.0977,0.2059,0.1082,-0.8179
1.464,0.0823,0.0477,0.1300,-0.1004,0.2059,0.1055,-0.8179
1.467,0.0708,0.0477,0.1185,-0.1057,0.2059,0.1002,-0.8179
1.471,0.0606,0.0477,0.1083,-0.1084,0.2059,0.0975,-0.8179
1.475,0.0476,0.0493,0.0970,-0.1118,0.2103,0.0986,-0.8458
1.479,0.0371,0.0493,0.0864,-0.1145,0.2103,0.0958,-0.8458
1.483,0.0267,0.0493,0.0760,-0.1171,0.2103,0.0932,-0.8458
1.487,0.0165,0.0493,0.0659,-0.1197,0.2103,0.0906,-0.8458
1.491,0.0050,0.0493,0.0544,-0.1226,0.2103,0.0878,-0.8458
1.494,-0.0035,0.0507,0.0472,-0.1247,0.2145,0.0898,-0.8726
1.498,-0.0153,0.0507,0.0355,-0.1301,0.2145,0.0844,-0.8726
1.502,-0.0243,0.0507,0.0264,-0.1342,0.2145,0.0803,-0.8726
1.506,-0.0349,0.0507,0.0159,-0.1366,0.2145,0.0779,-0.8726
1.512,-0.0512,0.0507,-0.0005,-0.1402,0.2145,0.0743,-0.8726
1.518,-0.0650,0.0519,-0.0131,-0.1464,0.2184,0.0720,-0.8981
1.523,-0.0765,0.0519,-0.0246,-0.1488,0.2184,0.0696,-0.8981
1.526,-0.0852,0.0519,-0.0333,-0.1527,0.2184,0.0657,-0.8981
1.530,-0.0934,0.0519,-0.0415,-0.1543,0.2184,0.0641,-0.8981
1.533,-0.1023,0.0519,-0.0504,-0.1560,0.2184,0.0624,-0.8981
1.539,-0.1146,0.0528,-0.0618,-0.1583,0.2220,0.0637,-0.9223
1.543,-0.1245,0.0528,-0.0717,-0.1601,0.2220,0.0619,-0.9223
1.547,-0.1332,0.0528,-0.0804,-0.1639,0.2220,0.0581,-0.9223
1.550,-0.1421,0.0528,-0.0893,-0.1654,0.2220,0.0566,-0.9223
1.555,-0.1522,0.0551,-0.0970,-0.1671,0.2207,0.0536,-0.9806
1.559,-0.1620,0.0551,-0.1069,-0.1687,0.2207,0.0520,-0.9806
1.563,-0.1706,0.0551,-0.1155,-0.1723,0.2207,0.0484,-0.9806
1.567,-0.1799,0.0551,-0.1247,-0.1738,0.2207,0.0470,-0.9806
1.572,-0.1902,0.0551,-0.1350,-0.1753,0.2207,0.0454,-0.9806
1.576,-0.1988,0.0590,-0.1398,-0.1788,0.2140,0.0352,-1.0805
1.581,-0.2090,0.0590,-0.1500,-0.1828,0.2140,0.0312,-1.0805
1.586,-0.2212,0.0590,-0.1622,-0.1844,0.2140,0.0296,-1.0805
1.612,-0.2798,0.0624,-0.2173,-0.2057,0.2078,0.0020,-1.1771
1.715,-0.5025,0.0698,-0.4327,-0.3506,0.1910,-0.1596,-1.5692
1.724,-0.5099,0.0698,-0.4401,-0.3553,0.1910,-0.1643,-1.5692
1.729,-0.5162,0.0698,-0.4464,-0.3580,0.1910,-0.1670,-1.5692
1.734,-0.5226,0.0692,-0.4534,-0.3602,0.1910,-0.1693,-1.6012
1.741,-0.5355,0.0692,-0.4664,-0.3638,0.1910,-0.1728,-1.6012
