Time,Input_Surge,Gain_Surge,Output_Surge,Input_Sway,Gain_Sway,Output_Sway,Input_Heave,Gain_Heave,Output_Heave
0.378,0.0000,0.0000,-0.0639,-3.0648,0.2998,0.2998,0.1270,0.0000,0.1220
0.382,0.0000,0.0000,-0.0639,-3.0506,0.2985,0.2985,0.1270,0.0000,0.1220
0.386,0.0000,0.0000,-0.0639,-3.0380,0.2972,0.2972,0.1270,0.0000,0.1220
0.390,0.0000,0.0000,-0.0638,-3.0261,0.2961,0.2961,0.1270,0.0000,0.1220
0.395,0.0000,0.0000,-0.0638,-3.0080,0.2950,0.2950,0.1270,0.0000,0.1220
0.400,0.0000,0.0000,-0.0638,-3.0014,0.2934,0.2934,0.0277,0.0000,0.1220
0.405,0.0000,0.0000,-0.0638,-2.9869,0.2922,0.2922,0.0277,0.0000,0.1220
0.410,0.0000,0.0000,-0.0638,-2.9724,0.2909,0.2909,0.0277,0.0000,0.1220
0.418,0.0000,0.0000,-0.0638,-2.9376,0.2896,0.2896,0.1189,0.0000,0.1220
0.422,0.0000,0.0000,-0.0638,-2.9264,0.2876,0.2876,0.1189,0.0000,0.1220
0.426,0.0000,0.0000,-0.0638,-2.9167,0.2866,0.2866,0.1189,0.0000,0.1220
0.430,0.0000,0.0000,-0.0637,-2.9086,0.2857,0.2857,0.1189,0.0000,0.1220
0.434,0.0000,0.0000,-0.0637,-2.8993,0.2850,0.2850,0.1189,0.0000,0.1220
0.440,0.0000,0.0000,-0.0637,-2.9051,0.2842,0.2842,-0.0906,0.0000,0.1220
0.445,0.0000,0.0000,-0.0637,-2.8955,0.2830,0.2830,-0.0906,0.0000,0.1220
0.448,0.0000,0.0000,-0.0637,-2.8889,0.2822,0.2822,-0.0906,0.0000,0.1220
0.452,0.0000,0.0000,-0.0637,-2.8816,0.2816,0.2816,-0.0906,0.0000,0.1220
0.455,0.0000,0.0000,-0.0637,-2.8753,0.2809,0.2809,-0.0906,0.0000,0.1220
0.459,0.0000,0.0000,-0.0637,-2.8576,0.2804,0.2804,-0.0017,0.0000,0.1220
0.463,0.0000,0.0000,-0.0637,-2.8512,0.2797,0.2797,-0.0017,0.0000,0.1220
0.467,0.0000,0.0000,-0.0637,-2.8454,0.2791,0.2791,-0.0017,0.0000,0.1220
0.471,0.0000,0.0000,-0.0637,-2.8406,0.2786,0.2786,-0.0017,0.0000,0.1220
0.475,0.0000,0.0000,-0.0636,-2.8352,0.2782,0.2782,-0.0017,0.0000,0.1220
0.478,0.0000,0.0000,-0.0636,-2.8368,0.2777,0.2777,-0.0810,0.0000,0.1220
0.483,0.0000,0.0000,-0.0636,-2.8318,0.2773,0.2773,-0.0810,0.0000,0.1220
0.486,0.0000,0.0000,-0.0636,-2.8282,0.2769,0.2769,-0.0810,0.0000,0.1220
0.490,0.0000,0.0000,-0.0636,-2.8244,0.2766,0.2766,-0.0810,0.0000,0.1220
0.494,0.0000,0.0000,-0.0636,-2.8214,0.2762,0.2762,-0.0810,0.0000,0.1220
0.498,0.0000,0.0000,-0.0636,-2.8085,0.2759,0.2759,0.0264,0.0000,0.1220
0.502,0.0000,0.0000,-0.0636,-2.8061,0.2757,0.2757,0.0264,0.0000,0.1220
0.505,0.0000,0.0000,-0.0636,-2.8044,0.2755,0.2755,0.0264,0.0000,0.1220
0.509,0.0000,0.0000,-0.0636,-2.8028,0.2753,0.2753,0.0264,0.0000,0.1220
0.514,0.0000,0.0000,-0.0636,-2.8013,0.2752,0.2752,0.0264,0.0000,0.1220
0.523,0.0000,0.0000,-0.0636,-2.7984,0.2750,0.2750,0.0534,0.0000,0.1220
0.528,0.0000,0.0000,-0.0635,-2.7990,0.2750,0.2750,0.0534,0.0000,0.1220
0.532,0.0000,0.0000,-0.0635,-2.7998,0.2750,0.2750,0.0534,0.0000,0.1220
0.535,0.0000,0.0000,-0.0635,-2.8011,0.2751,0.2751,0.0534,0.0000,0.1220
0.539,0.0000,0.0000,-0.0635,-2.8004,0.2752,0.2752,0.0918,0.0000,0.1220
0.544,0.0000,0.0000,-0.0635,-2.8036,0.2754,0.2754,0.0918,0.0000,0.1220
0.549,0.0000,0.0000,-0.0635,-2.8078,0.2757,0.2757,0.0918,0.0000,0.1220
0.555,0.0000,0.0000,-0.0635,-2.8131,0.2760,0.2760,0.0918,0.0000,0.1220
0.559,0.0000,0.0000,-0.0635,-2.8170,0.2765,0.2765,0.1214,0.0000,0.1220
0.563,0.0000,0.0000,-0.0635,-2.8224,0.2769,0.2769,0.1214,0.0000,0.1220
0.567,0.0000,0.0000,-0.0635,-2.8279,0.2774,0.2774,0.1214,0.0000,0.1220
0.570,0.0000,0.0000,-0.0634,-2.8336,0.2779,0.2779,0.1214,0.0000,0.1220
0.574,0.0000,0.0000,-0.0634,-2.8399,0.2784,0.2784,0.1214,0.0000,0.1220
0.578,0.0000,0.0000,-0.0634,-2.8474,0.2790,0.2790,0.1382,0.0000,0.1220
0.582,0.0000,0.0000,-0.0634,-2.8532,0.2796,0.2796,0.1382,0.0000,0.1220
0.585,0.0000,0.0000,-0.0634,-2.8568,0.2801,0.2801,0.1382,0.0000,0.1220
0.591,0.0000,0.0000,-0.0634,-2.8596,0.2804,0.2804,0.1382,0.0000,0.1220
0.595,0.0000,0.0000,-0.0634,-2.8599,0.2807,0.2807,0.1382,0.0000,0.1220
0.600,0.0000,0.0000,-0.0634,-2.8617,0.2807,0.2807,0.1417,0.0000,0.1220
0.603,0.0000,0.0000,-0.0634,-2.8593,0.2806,0.2806,0.1417,0.0000,0.1220
0.607,0.0000,0.0000,-0.0634,-2.8561,0.2804,0.2804,0.1417,0.0000,0.1220
0.610,0.0000,0.0000,-0.0634,-2.8521,0.2801,0.2801,0.1417,0.0000,0.1220
0.614,0.0000,0.0000,-0.0634,-2.8474,0.2797,0.2797,0.1417,0.0000,0.1220
0.618,0.0000,0.0000,-0.0634,-2.8547,0.2793,0.2793,-0.0673,0.0000,0.1220
0.627,0.0000,0.0000,-0.0634,-2.8366,0.2786,0.2786,-0.0673,0.0000,0.1220
0.631,0.0000,0.0000,-0.0633,-2.8289,0.2770,0.2770,-0.0673,0.0000,0.1220
0.635,0.0000,0.0000,-0.0633,-2.8234,0.2763,0.2763,-0.0673,0.0000,0.1220
0.638,0.0000,0.0000,-0.0633,-2.8203,0.2758,0.2758,0.0251,0.0000,0.1220
0.642,0.0000,0.0000,-0.0633,-2.8178,0.2755,0.2755,0.0251,0.0000,0.1220
0.646,0.0000,0.0000,-0.0633,-2.8168,0.2752,0.2752,0.0251,0.0000,0.1220
0.649,0.0000,0.0000,-0.0633,-2.8170,0.2752,0.2752,0.0251,0.0000,0.1220
0.652,0.0000,0.0000,-0.0633,-2.8185,0.2752,0.2752,0.0251,0.0000,0.1220
0.656,0.0000,0.0000,-0.0633,-2.8212,0.2753,0.2753,0.0251,0.0000,0.1220
0.659,0.0000,0.0000,-0.0633,-2.8304,0.2755,0.2755,0.0295,0.0000,0.1220
0.663,0.0000,0.0000,-0.0633,-2.8361,0.2759,0.2759,0.0295,0.0000,0.1220
0.667,0.0000,0.0000,-0.0633,-2.8424,0.2764,0.2764,0.0295,0.0000,0.1220
0.670,0.0000,0.0000,-0.0633,-2.8502,0.2770,0.2770,0.0295,0.0000,0.1220
0.674,0.0000,0.0000,-0.0633,-2.8590,0.2777,0.2777,0.0295,0.0000,0.1220
0.677,0.0000,0.0000,-0.0633,-2.8739,0.2785,0.2785,0.0453,0.0000,0.1220
0.681,0.0000,0.0000,-0.0633,-2.8863,0.2794,0.2794,0.0453,0.0000,0.1220
0.685,0.0000,0.0000,-0.0632,-2.8979,0.2805,0.2805,0.0453,0.0000,0.1220
0.688,0.0000,0.0000,-0.0632,-2.9109,0.2815,0.2815,0.0453,0.0000,0.1220
0.692,0.0000,0.0000,-0.0632,-2.9249,0.2827,0.2827,0.0453,0.0000,0.1220
0.695,0.0000,0.0000,-0.0632,-2.9400,0.2839,0.2839,0.0453,0.0000,0.1220
0.700,0.0000,0.0000,-0.0632,-2.9680,0.2853,0.2853,0.0576,0.0000,0.1220
0.705,0.0000,0.0000,-0.0632,-2.9959,0.2874,0.2874,0.0576,0.0000,0.1220
0.709,0.0000,0.0000,-0.0632,-3.0158,0.2899,0.2899,0.0576,0.0000,0.1220
0.712,0.0000,0.0000,-0.0632,-3.0355,0.2917,0.2917,0.0576,0.0000,0.1220
0.716,0.0000,0.0000,-0.0632,-3.0567,0.2934,0.2934,0.0576,0.0000,0.1220
0.720,0.0000,0.0000,-0.0632,-3.0872,0.2953,0.2953,-0.0330,0.0000,0.1220
0.724,0.0000,0.0000,-0.0632,-3.1132,0.2973,0.2973,-0.0330,0.0000,0.1220
0.728,0.0000,0.0000,-0.0632,-3.1455,0.2997,0.2997,-0.0330,0.0000,0.1220
0.736,0.0000,0.0000,-0.0632,-3.2002,0.3026,0.3026,-0.0330,0.0000,0.1220
0.742,0.0000,0.0000,-0.0632,-3.2506,0.3075,0.3075,0.0776,0.0000,0.1220
0.747,0.0000,0.0000,-0.0632,-3.2851,0.3120,0.3120,0.0776,0.0000,0.1220
0.750,0.0000,0.0000,-0.0631,-3.3139,0.3151,0.3151,0.0776,0.0000,0.1220
0.754,0.0000,0.0000,-0.0631,-3.3461,0.3177,0.3177,0.0776,0.0000,0.1220
0.758,0.0000,0.0000,-0.0631,-3.3802,0.3206,0.3206,0.0783,0.0000,0.1220
0.762,0.0000,0.0000,-0.0631,-3.4170,0.3233,0.3233,0.0783,0.0000,0.1220
0.765,0.0000,0.0000,-0.0631,-3.4469,0.3266,0.3266,0.0783,0.0000,0.1220
0.768,0.0000,0.0000,-0.0631,-3.4759,0.3293,0.3293,0.0783,0.0000,0.1220
0.772,0.0000,0.0000,-0.0631,-3.5053,0.3319,0.3319,0.0783,0.0000,0.1220
0.775,0.0000,0.0000,-0.0631,-3.5376,0.3345,0.3345,0.0783,0.0000,0.1220
0.779,0.0000,0.0000,-0.0631,-3.5790,0.3374,0.3374,-0.0287,0.0000,0.1220
0.783,0.0000,0.0000,-0.0631,-3.6172,0.3404,0.3404,-0.0287,0.0000,0.1220
0.787,0.0000,0.0000,-0.0631,-3.6531,0.3439,0.3439,-0.0287,0.0000,0.1220
0.790,0.0000,0.0000,-0.0631,-3.6851,0.3471,0.3471,-0.0287,0.0000,0.1220
0.794,0.0000,0.0000,-0.0631,-3.7198,0.3500,0.3500,-0.0287,0.0000,0.1220
0.797,0.0000,0.0000,-0.0631,-3.7556,0.3531,0.3531,-0.0458,0.0000,0.1220
0.801,0.0000,0.0000,-0.0631,-3.7971,0.3561,0.3561,-0.0458,0.0000,0.1220
0.805,0.0000,0.0000,-0.0631,-3.8343,0.3598,0.3598,-0.0458,0.0000,0.1220
0.809,0.0000,0.0000,-0.0631,-3.8773,0.3631,0.3631,-0.0458,0.0000,0.1220
0.813,0.0000,0.0000,-0.0631,-3.9119,0.3670,0.3670,-0.0458,0.0000,0.1220
0.816,0.0000,0.0000,-0.0631,-3.9444,0.3701,0.3701,-0.0458,0.0000,0.1220
0.819,0.0000,0.0000,-0.0631,-3.9821,0.3731,0.3731,-0.0659,0.0000,0.1220
0.823,0.0000,0.0000,-0.0631,-4.0231,0.3762,0.3762,-0.0659,0.0000,0.1220
0.827,0.0000,0.0000,-0.0630,-4.0592,0.3799,0.3799,-0.0659,0.0000,0.1220
0.831,0.0000,0.0000,-0.0630,-4.1050,0.3832,0.3832,-0.0659,0.0000,0.1220
0.839,0.0000,0.0000,-0.0630,-4.1811,0.3873,0.3873,-0.0736,0.0000,0.1220
0.843,0.0000,0.0000,-0.0630,-4.2284,0.3940,0.3940,-0.0736,0.0000,0.1220
0.847,0.0000,0.0000,-0.0630,-4.2678,0.3983,0.3983,-0.0736,0.0000,0.1220
0.852,0.0000,0.0000,-0.0630,-4.3165,0.4018,0.4018,-0.0736,0.0000,0.1220
0.858,0.0000,0.0000,-0.0630,-4.3750,0.4062,0.4062,-0.0828,0.0000,0.1220
0.862,0.0000,0.0000,-0.0630,-4.4143,0.4113,0.4113,-0.0828,0.0000,0.1220
0.872,0.0000,0.0000,-0.0630,-4.5136,0.4149,0.4149,-0.0828,0.0000,0.1220
0.880,0.0000,0.0000,-0.0630,-4.5839,0.4238,0.4238,-0.0979,0.0000,0.1220
0.892,0.0000,0.0000,-0.0630,-4.6946,0.4300,0.4300,-0.0979,0.0000,0.1220
0.897,0.0000,0.0000,-0.0630,-4.7310,0.4400,0.4400,-0.0076,0.0000,0.1220
0.906,0.0000,0.0000,-0.0630,-4.7999,0.4437,0.4437,-0.0076,0.0000,0.1220
0.910,0.0000,0.0000,-0.0629,-4.8365,0.4499,0.4499,-0.0076,0.0000,0.1220
0.914,0.0000,0.0000,-0.0629,-4.8626,0.4532,0.4532,-0.0076,0.0000,0.1220
0.917,0.0000,0.0000,-0.0629,-4.8881,0.4555,0.4555,-0.0182,0.0000,0.1220
0.921,0.0000,0.0000,-0.0629,-4.9164,0.4577,0.4577,-0.0182,0.0000,0.1220
0.925,0.0000,0.0000,-0.0629,-4.9411,0.4603,0.4603,-0.0182,0.0000,0.1220
0.928,0.0000,0.0000,-0.0629,-4.9635,0.4625,0.4625,-0.0182,0.0000,0.1220
0.933,0.0000,0.0000,-0.0629,-4.9922,0.4645,0.4645,-0.0182,0.0000,0.1220
0.940,0.0000,0.0000,-0.0629,-5.0350,0.4671,0.4671,-0.0360,0.0000,0.1220
0.944,0.0000,0.0000,-0.0629,-5.0588,0.4708,0.4708,-0.0360,0.0000,0.1220
0.948,0.0000,0.0000,-0.0629,-5.0774,0.4730,0.4730,-0.0360,0.0000,0.1220
0.951,0.0000,0.0000,-0.0629,-5.0939,0.4746,0.4746,-0.0360,0.0000,0.1220
0.955,0.0000,0.0000,-0.0629,-5.1104,0.4761,0.4761,-0.0360,0.0000,0.1220
0.958,0.0000,0.0000,-0.0629,-5.1227,0.4776,0.4776,0.0429,0.0000,0.1220
0.963,0.0000,0.0000,-0.0629,-5.1405,0.4792,0.4792,0.0429,0.0000,0.1220
0.966,0.0000,0.0000,-0.0629,-5.1540,0.4808,0.4808,0.0429,0.0000,0.1220
0.969,0.0000,0.0000,-0.0629,-5.1667,0.4820,0.4820,0.0429,0.0000,0.1220
0.973,0.0000,0.0000,-0.0629,-5.1784,0.4832,0.4832,0.0429,0.0000,0.1220
0.977,0.0000,0.0000,-0.0629,-5.2040,0.4842,0.4842,-0.1637,0.0000,0.1220
0.981,0.0000,0.0000,-0.0629,-5.2172,0.4853,0.4853,-0.1637,0.0000,0.1220
0.984,0.0000,0.0000,-0.0629,-5.2263,0.4865,0.4865,-0.1637,0.0000,0.1220
0.988,0.0000,0.0000,-0.0629,-5.2352,0.4873,0.4873,-0.1637,0.0000,0.1220
0.992,0.0000,0.0000,-0.0629,-5.2431,0.4881,0.4881,-0.1637,0.0000,0.1220
0.996,0.0000,0.0000,-0.0629,-5.2499,0.4888,0.4888,-0.1637,0.0000,0.1220
0.999,0.0000,0.0000,-0.0629,-5.2504,0.4894,0.4894,-0.0948,0.0000,0.1220
1.005,0.0000,0.0000,-0.0629,-5.2569,0.4899,0.4899,-0.0948,0.0000,0.1220
1.009,0.0000,0.0000,-0.0628,-5.2610,0.4905,0.4905,-0.0948,0.0000,0.1220
1.013,0.0000,0.0000,-0.0628,-5.2629,0.4909,0.4909,-0.0948,0.0000,0.1220
1.016,0.0000,0.0000,-0.0628,-5.2641,0.4911,0.4911,-0.0948,0.0000,0.1220
1.019,0.0000,0.0000,-0.0628,-5.2658,0.4912,0.4912,-0.1197,0.0000,0.1220
1.024,0.0000,0.0000,-0.0628,-5.2651,0.4912,0.4912,-0.1197,0.0000,0.1220
1.027,0.0000,0.0000,-0.0628,-5.2636,0.4911,0.4911,-0.1197,0.0000,0.1220
1.031,0.0000,0.0000,-0.0628,-5.2613,0.4910,0.4910,-0.1197,0.0000,0.1220
1.034,0.0000,0.0000,-0.0628,-5.2583,0.4908,0.4908,-0.1197,0.0000,0.1220
1.037,0.0000,0.0000,-0.0628,-5.2563,0.4905,0.4905,-0.1491,0.0000,0.1220
1.043,0.0000,0.0000,-0.0628,-5.2481,0.4902,0.4902,-0.1491,0.0000,0.1220
1.050,0.0000,0.0000,-0.0628,-5.2333,0.4894,0.4894,-0.1491,0.0000,0.1220
1.056,0.0000,0.0000,-0.0628,-5.2152,0.4881,0.4881,-0.0913,0.0000,0.1220
1.060,0.0000,0.0000,-0.0628,-5.2041,0.4868,0.4868,-0.0913,0.0000,0.1220
1.064,0.0000,0.0000,-0.0628,-5.1945,0.4858,0.4858,-0.0913,0.0000,0.1220
1.067,0.0000,0.0000,-0.0628,-5.1844,0.4849,0.4849,-0.0913,0.0000,0.1220
1.071,0.0000,0.0000,-0.0628,-5.1729,0.4840,0.4840,-0.0913,0.0000,0.1220
1.075,0.0000,0.0000,-0.0628,-5.1593,0.4830,0.4830,-0.0913,0.0000,0.1220
1.079,0.0000,0.0000,-0.0628,-5.1505,0.4817,0.4817,-0.2076,0.0000,0.1220
1.083,0.0000,0.0000,-0.0628,-5.1320,0.4803,0.4803,-0.2076,0.0000,0.1220
1.088,0.0000,0.0000,-0.0628,-5.1131,0.4786,0.4786,-0.2076,0.0000,0.1220
1.092,0.0000,0.0000,-0.0628,-5.0929,0.4769,0.4769,-0.2076,0.0000,0.1220
1.096,0.0000,0.0000,-0.0628,-5.0717,0.4751,0.4751,-0.1301,0.0000,0.1220
1.101,0.0000,0.0000,-0.0628,-5.0477,0.4735,0.4735,-0.1301,0.0000,0.1220
1.105,0.0000,0.0000,-0.0628,-5.0290,0.4714,0.4714,-0.1301,0.0000,0.1220
1.108,0.0000,0.0000,-0.0628,-5.0105,0.4697,0.4697,-0.1301,0.0000,0.1220
1.112,0.0000,0.0000,-0.0628,-4.9920,0.4680,0.4680,-0.1301,0.0000,0.1220
1.115,0.0000,0.0000,-0.0628,-4.9735,0.4663,0.4663,-0.1301,0.0000,0.1220
