Time,Input_Surge,Applied_Surge,Output_Surge,Input_Sway,Applied_Sway,Output_Sway,Input_Heave,Applied_Heave,Output_Heave
0.235,1.0113,1.0113,-0.0185,0.0445,0.0445,0.0000,-0.4561,-0.4561,0.6110
0.240,1.0113,1.0113,-0.0185,0.0662,0.0662,0.0445,-0.4561,-0.4561,0.6109
0.243,1.0113,1.0113,-0.0185,0.0836,0.0836,0.0662,-0.4561,-0.4561,0.6108
0.248,1.0114,1.0114,-0.0185,0.1108,0.1108,0.0836,-0.4561,-0.4561,0.6107
0.256,1.0084,1.0084,-0.0184,0.1800,0.1800,0.1108,-0.4645,-0.4645,0.6106
0.260,1.0084,1.0084,-0.0184,0.2020,0.2020,0.1800,-0.4645,-0.4645,0.6104
0.265,1.0084,1.0084,-0.0184,0.2281,0.2281,0.2020,-0.4645,-0.4645,0.6103
0.269,1.0084,1.0084,-0.0184,0.2492,0.2492,0.2281,-0.4645,-0.4645,0.6102
0.274,1.0057,1.0057,-0.0183,0.3003,0.3003,0.2492,-0.4731,-0.4731,0.6101
0.278,1.0057,1.0057,-0.0183,0.3245,0.3245,0.3003,-0.4731,-0.4731,0.6100
0.283,1.0057,1.0057,-0.0183,0.3514,0.3514,0.3245,-0.4731,-0.4731,0.6099
0.287,1.0057,1.0057,-0.0183,0.3780,0.3780,0.3514,-0.4731,-0.4731,0.6097
0.291,1.0057,1.0057,-0.0183,0.3981,0.3981,0.3780,-0.4731,-0.4731,0.6096
0.295,1.0032,1.0032,-0.0183,0.4509,0.4509,0.3981,-0.4814,-0.4814,0.6096
0.300,1.0032,1.0032,-0.0182,0.4747,0.4747,0.4509,-0.4814,-0.4814,0.6095
0.303,1.0032,1.0032,-0.0182,0.4940,0.4940,0.4747,-0.4814,-0.4814,0.6094
0.307,1.0032,1.0032,-0.0182,0.5166,0.5166,0.4940,-0.4814,-0.4814,0.6093
0.311,1.0032,1.0032,-0.0182,0.5412,0.5412,0.5166,-0.4814,-0.4814,0.6092
0.319,1.0012,1.0012,-0.0182,0.6158,0.6158,0.5412,-0.4781,-0.4781,0.6091
0.325,1.0013,1.0013,-0.0182,0.6530,0.6530,0.6158,-0.4781,-0.4781,0.6089
0.328,1.0013,1.0013,-0.0181,0.6756,0.6756,0.6530,-0.4781,-0.4781,0.6088
0.332,0.9996,0.9996,-0.0181,0.7271,0.7271,0.6756,-0.4737,-0.4737,0.6087
0.337,0.9996,0.9996,-0.0181,0.7524,0.7524,0.7271,-0.4737,-0.4737,0.6086
0.340,0.9996,0.9996,-0.0181,0.7731,0.7731,0.7524,-0.4737,-0.4737,0.6085
0.344,0.9996,0.9996,-0.0181,0.7992,0.7992,0.7731,-0.4737,-0.4737,0.6084
0.348,0.9996,0.9996,-0.0181,0.8210,0.8210,0.7992,-0.4737,-0.4737,0.6083
0.351,0.9996,0.9996,-0.0181,0.8414,0.8414,0.8210,-0.4737,-0.4737,0.6083
0.354,0.9980,0.9980,-0.0181,0.8872,0.8872,0.8414,-0.4704,-0.4704,0.6082
0.359,0.9980,0.9980,-0.0180,0.9211,0.9211,0.8872,-0.4704,-0.4704,0.6081
0.366,0.9980,0.9980,-0.0180,0.9671,0.9671,0.9211,-0.4704,-0.4704,0.6080
0.370,0.9980,0.9980,-0.0180,0.9895,0.9895,0.9671,-0.4704,-0.4704,0.6079
0.374,0.9971,0.9971,-0.0180,1.0400,1.0400,0.9895,-0.4538,-0.4538,0.6078
0.378,0.9971,0.9971,-0.0180,1.0672,1.0672,1.0400,-0.4538,-0.4538,0.6077
0.382,0.9971,0.9971,-0.0180,1.0903,1.0903,1.0672,-0.4538,-0.4538,0.6076
0.385,0.9971,0.9971,-0.0180,1.1121,1.1121,1.0903,-0.4538,-0.4538,0.6076
0.389,0.9971,0.9971,-0.0179,1.1344,1.1344,1.1121,-0.4538,-0.4538,0.6075
0.392,0.9971,0.9971,-0.0179,1.1556,1.1556,1.1344,-0.4538,-0.4538,0.6074
0.395,0.9964,0.9964,-0.0179,1.2025,1.2025,1.1556,-0.4365,-0.4365,0.6074
0.399,0.9964,0.9964,-0.0179,1.2295,1.2295,1.2025,-0.4365,-0.4365,0.6073
0.403,0.9964,0.9964,-0.0179,1.2553,1.2553,1.2295,-0.4365,-0.4365,0.6072
0.407,0.9964,0.9964,-0.0179,1.2773,1.2773,1.2553,-0.4365,-0.4365,0.6071
0.410,0.9964,0.9964,-0.0179,1.2996,1.2996,1.2773,-0.4365,-0.4365,0.6071
0.414,0.9958,0.9958,-0.0179,1.3455,1.3455,1.2996,-0.4205,-0.4205,0.6070
0.418,0.9958,0.9958,-0.0179,1.3712,1.3712,1.3455,-0.4205,-0.4205,0.6069
0.421,0.9958,0.9958,-0.0178,1.3924,1.3924,1.3712,-0.4205,-0.4205,0.6069
0.424,0.9958,0.9958,-0.0178,1.4137,1.4137,1.3924,-0.4205,-0.4205,0.6068
0.428,0.9958,0.9958,-0.0178,1.4361,1.4361,1.4137,-0.4205,-0.4205,0.6068
0.431,0.9958,0.9958,-0.0178,1.4583,1.4583,1.4361,-0.4205,-0.4205,0.6067
0.435,0.9955,0.9955,-0.0178,1.5070,1.5070,1.4583,-0.3990,-0.3990,0.6066
0.439,0.9955,0.9955,-0.0178,1.5323,1.5323,1.5070,-0.3990,-0.3990,0.6066
0.442,0.9955,0.9955,-0.0178,1.5545,1.5545,1.5323,-0.3990,-0.3990,0.6065
0.446,0.9955,0.9955,-0.0178,1.5778,1.5778,1.5545,-0.3990,-0.3990,0.6065
0.449,0.9955,0.9955,-0.0178,1.5996,1.5996,1.5778,-0.3990,-0.3990,0.6064
0.452,0.9947,0.9947,-0.0178,1.6433,1.6433,1.5996,-0.3932,-0.3932,0.6063
0.457,0.9947,0.9947,-0.0177,1.6698,1.6698,1.6433,-0.3932,-0.3932,0.6063
0.460,0.9947,0.9947,-0.0177,1.6954,1.6954,1.6698,-0.3932,-0.3932,0.6062
0.465,0.9947,0.9947,-0.0177,1.7251,1.7251,1.6954,-0.3932,-0.3932,0.6062
0.474,0.9938,0.9938,-0.0177,1.8051,1.8051,1.7251,-0.3916,-0.3916,0.6061
0.483,0.9938,0.9938,-0.0177,1.8673,1.8673,1.8051,-0.3916,-0.3916,0.6060
0.487,0.9938,0.9938,-0.0177,1.8887,1.8887,1.8673,-0.3916,-0.3916,0.6058
0.490,0.9938,0.9938,-0.0177,1.9095,1.9095,1.8887,-0.3916,-0.3916,0.6058
0.493,0.9930,0.9930,-0.0176,1.9528,1.9528,1.9095,-0.3913,-0.3913,0.6057
0.498,0.9930,0.9930,-0.0176,1.9827,1.9827,1.9528,-0.3913,-0.3913,0.6057
0.502,0.9930,0.9930,-0.0176,2.0047,2.0047,1.9827,-0.3913,-0.3913,0.6056
0.505,0.9930,0.9930,-0.0176,2.0256,2.0256,2.0047,-0.3913,-0.3913,0.6055
0.508,0.9930,0.9930,-0.0176,2.0461,2.0461,2.0256,-0.3913,-0.3913,0.6055
0.512,0.9930,0.9930,-0.0176,2.0679,2.0679,2.0461,-0.3913,-0.3913,0.6054
0.515,0.9923,0.9923,-0.0176,2.1094,2.1094,2.0679,-0.3906,-0.3906,0.6054
0.519,0.9923,0.9923,-0.0176,2.1330,2.1330,2.1094,-0.3906,-0.3906,0.6053
0.522,0.9923,0.9923,-0.0176,2.1526,2.1526,2.1330,-0.3906,-0.3906,0.6053
0.526,0.9923,0.9923,-0.0176,2.1719,2.1719,2.1526,-0.3906,-0.3906,0.6052
0.530,0.9923,0.9923,-0.0176,2.1925,2.1925,2.1719,-0.3906,-0.3906,0.6052
0.534,0.9921,0.9921,-0.0175,2.2274,2.2274,2.1925,-0.3788,-0.3788,0.6051
0.538,0.9921,0.9921,-0.0175,2.2381,2.2381,2.2274,-0.3788,-0.3788,0.6051
0.542,0.9921,0.9921,-0.0175,2.2448,2.2448,2.2381,-0.3788,-0.3788,0.6050
0.545,0.9921,0.9921,-0.0175,2.2490,2.2490,2.2448,-0.3788,-0.3788,0.6050
0.549,0.9921,0.9921,-0.0175,2.2508,2.2508,2.2490,-0.3788,-0.3788,0.6049
0.552,0.9921,0.9921,-0.0175,2.2505,2.2505,2.2508,-0.3788,-0.3788,0.6049
0.555,0.9920,0.9920,-0.0175,2.2684,2.2684,2.2505,-0.3668,-0.3668,0.6048
0.559,0.9920,0.9920,-0.0175,2.2629,2.2629,2.2684,-0.3668,-0.3668,0.6048
0.563,0.9920,0.9920,-0.0175,2.2560,2.2560,2.2629,-0.3668,-0.3668,0.6047
0.566,0.9920,0.9920,-0.0175,2.2477,2.2477,2.2560,-0.3668,-0.3668,0.6047
0.569,0.9920,0.9920,-0.0175,2.2379,2.2379,2.2477,-0.3668,-0.3668,0.6047
0.573,0.9922,0.9922,-0.0174,2.2436,2.2436,2.2379,-0.3467,-0.3467,0.6046
0.577,0.9922,0.9922,-0.0174,2.2306,2.2306,2.2436,-0.3467,-0.3467,0.6046
0.582,0.9922,0.9922,-0.0174,2.2181,2.2181,2.2306,-0.3467,-0.3467,0.6045
0.589,0.9922,0.9922,-0.0174,2.2021,2.2021,2.2181,-0.3467,-0.3467,0.6045
0.594,0.9924,0.9924,-0.0174,2.2141,2.2141,2.2021,-0.3288,-0.3288,0.6044
0.599,0.9924,0.9924,-0.0174,2.2078,2.2078,2.2141,-0.3288,-0.3288,0.6043
0.602,0.9924,0.9924,-0.0174,2.2041,2.2041,2.2078,-0.3288,-0.3288,0.6043
0.607,0.9924,0.9924,-0.0174,2.2019,2.2019,2.2041,-0.3288,-0.3288,0.6042
0.611,0.9924,0.9924,-0.0174,2.2016,2.2016,2.2019,-0.3288,-0.3288,0.6042
0.614,0.9926,0.9926,-0.0174,2.2208,2.2208,2.2016,-0.3155,-0.3155,0.6042
0.618,0.9926,0.9926,-0.0173,2.2234,2.2234,2.2208,-0.3155,-0.3155,0.6041
0.626,0.9926,0.9926,-0.0173,2.2340,2.2340,2.2234,-0.3155,-0.3155,0.6041
0.631,0.9926,0.9926,-0.0173,2.2441,2.2441,2.2340,-0.3155,-0.3155,0.6040
0.636,0.9927,0.9927,-0.0173,2.2708,2.2708,2.2441,-0.3046,-0.3046,0.6040
0.640,0.9927,0.9927,-0.0173,2.2806,2.2806,2.2708,-0.3046,-0.3046,0.6039
0.644,0.9927,0.9927,-0.0173,2.2919,2.2919,2.2806,-0.3046,-0.3046,0.6039
0.647,0.9927,0.9927,-0.0173,2.3024,2.3024,2.2919,-0.3046,-0.3046,0.6039
0.651,0.9927,0.9927,-0.0173,2.3142,2.3142,2.3024,-0.3046,-0.3046,0.6038
0.654,0.9928,0.9928,-0.0173,2.3425,2.3425,2.3142,-0.2966,-0.2966,0.6038
0.659,0.9928,0.9928,-0.0173,2.3585,2.3585,2.3425,-0.2966,-0.2966,0.6038
0.663,0.9928,0.9928,-0.0172,2.3711,2.3711,2.3585,-0.2966,-0.2966,0.6037
0.668,0.9928,0.9928,-0.0172,2.3884,2.3884,2.3711,-0.2966,-0.2966,0.6037
0.671,0.9928,0.9928,-0.0172,2.4013,2.4013,2.3884,-0.2966,-0.2966,0.6037
0.674,0.9936,0.9936,-0.0172,2.4313,2.4313,2.4013,-0.2687,-0.2687,0.6036
0.679,0.9936,0.9936,-0.0172,2.4493,2.4493,2.4313,-0.2687,-0.2687,0.6036
0.683,0.9936,0.9936,-0.0172,2.4629,2.4629,2.4493,-0.2687,-0.2687,0.6036
0.686,0.9936,0.9936,-0.0172,2.4760,2.4760,2.4629,-0.2687,-0.2687,0.6035
0.691,0.9936,0.9936,-0.0172,2.4956,2.4956,2.4760,-0.2687,-0.2687,0.6035
0.699,0.9943,0.9943,-0.0172,2.5493,2.5493,2.4956,-0.2433,-0.2433,0.6035
0.704,0.9943,0.9943,-0.0172,2.5699,2.5699,2.5493,-0.2433,-0.2433,0.6035
0.707,0.9943,0.9943,-0.0172,2.5863,2.5863,2.5699,-0.2433,-0.2433,0.6034
0.711,0.9943,0.9943,-0.0171,2.6056,2.6056,2.5863,-0.2433,-0.2433,0.6034
0.715,0.9949,0.9949,-0.0171,2.6388,2.6388,2.6056,-0.2239,-0.2239,0.6034
0.719,0.9949,0.9949,-0.0171,2.6597,2.6597,2.6388,-0.2239,-0.2239,0.6034
0.723,0.9949,0.9949,-0.0171,2.6764,2.6764,2.6597,-0.2239,-0.2239,0.6034
0.726,0.9949,0.9949,-0.0171,2.6934,2.6934,2.6764,-0.2239,-0.2239,0.6033
0.731,0.9949,0.9949,-0.0171,2.7189,2.7189,2.6934,-0.2239,-0.2239,0.6033
0.734,0.9954,0.9954,-0.0171,2.7529,2.7529,2.7189,-0.2091,-0.2091,0.6033
0.739,0.9954,0.9954,-0.0171,2.7759,2.7759,2.7529,-0.2091,-0.2091,0.6033
0.742,0.9954,0.9954,-0.0171,2.7937,2.7937,2.7759,-0.2091,-0.2091,0.6033
0.746,0.9954,0.9954,-0.0171,2.8148,2.8148,2.7937,-0.2091,-0.2091,0.6033
0.750,0.9954,0.9954,-0.0171,2.8330,2.8330,2.8148,-0.2091,-0.2091,0.6033
0.753,0.9958,0.9958,-0.0171,2.8681,2.8681,2.8330,-0.1986,-0.1986,0.6032
0.757,0.9958,0.9958,-0.0170,2.8888,2.8888,2.8681,-0.1986,-0.1986,0.6032
0.762,0.9958,0.9958,-0.0170,2.9113,2.9113,2.8888,-0.1986,-0.1986,0.6032
0.765,0.9958,0.9958,-0.0170,2.9295,2.9295,2.9113,-0.1986,-0.1986,0.6032
0.769,0.9958,0.9958,-0.0170,2.9470,2.9470,2.9295,-0.1986,-0.1986,0.6032
0.777,0.9970,0.9970,-0.0170,3.0059,3.0059,2.9470,-0.1571,-0.1571,0.6032
0.782,0.9970,0.9970,-0.0170,3.0333,3.0333,3.0059,-0.1571,-0.1571,0.6032
0.786,0.9970,0.9970,-0.0170,3.0505,3.0505,3.0333,-0.1571,-0.1571,0.6032
0.792,0.9971,0.9971,-0.0170,3.0810,3.0810,3.0505,-0.1571,-0.1571,0.6032
0.800,0.9984,0.9984,-0.0170,3.1381,3.1381,3.0810,-0.1147,-0.1147,0.6032
0.804,0.9984,0.9984,-0.0170,3.1614,3.1614,3.1381,-0.1147,-0.1147,0.6032
0.808,0.9984,0.9984,-0.0169,3.1796,3.1796,3.1614,-0.1147,-0.1147,0.6032
0.812,0.9984,0.9984,-0.0169,3.1996,3.1996,3.1796,-0.1147,-0.1147,0.6032
0.815,0.9995,0.9995,-0.0169,3.2336,3.2336,3.1996,-0.0801,-0.0801,0.6032
0.819,0.9995,0.9995,-0.0169,3.2538,3.2538,3.2336,-0.0801,-0.0801,0.6032
0.823,0.9995,0.9995,-0.0169,3.2718,3.2718,3.2538,-0.0801,-0.0801,0.6032
0.827,0.9995,0.9995,-0.0169,3.2909,3.2909,3.2718,-0.0801,-0.0801,0.6032
0.831,0.9995,0.9995,-0.0169,3.3117,3.3117,3.2909,-0.0801,-0.0801,0.6033
0.834,1.0004,1.0004,-0.0169,3.3462,3.3462,3.3117,-0.0522,-0.0522,0.6033
0.839,1.0004,1.0004,-0.0169,3.3717,3.3717,3.3462,-0.0522,-0.0522,0.6033
0.843,1.0004,1.0004,-0.0169,3.3915,3.3915,3.3717,-0.0522,-0.0522,0.6033
0.847,1.0004,1.0004,-0.0169,3.4101,3.4101,3.3915,-0.0522,-0.0522,0.6033
0.851,1.0004,1.0004,-0.0168,3.4289,3.4289,3.4101,-0.0522,-0.0522,0.6033
0.854,1.0011,1.0011,-0.0168,3.4583,3.4583,3.4289,-0.0303,-0.0303,0.6034
0.858,1.0011,1.0011,-0.0168,3.4765,3.4765,3.4583,-0.0303,-0.0303,0.6034
0.862,1.0011,1.0011,-0.0168,3.4937,3.4937,3.4765,-0.0303,-0.0303,0.6034
0.865,1.0011,1.0011,-0.0168,3.5096,3.5096,3.4937,-0.0303,-0.0303,0.6034
0.869,1.0011,1.0011,-0.0168,3.5286,3.5286,3.5096,-0.0303,-0.0303,0.6035
0.873,1.0020,1.0020,-0.0168,3.5568,3.5568,3.5286,-0.0066,-0.0066,0.6035
0.876,1.0020,1.0020,-0.0168,3.5744,3.5744,3.5568,-0.0066,-0.0066,0.6035
0.880,1.0020,1.0020,-0.0168,3.5901,3.5901,3.5744,-0.0066,-0.0066,0.6035
0.883,1.0020,1.0020,-0.0168,3.6050,3.6050,3.5901,-0.0066,-0.0066,0.6036
0.890,1.0020,1.0020,-0.0168,3.6342,3.6342,3.6050,-0.0066,-0.0066,0.6036
0.901,1.0027,1.0027,-0.0168,3.6981,3.6981,3.6342,0.0107,0.0107,0.6036
0.913,1.0037,1.0037,-0.0167,3.7641,3.7641,3.6981,0.0390,0.0390,0.6037
0.918,1.0037,1.0037,-0.0167,3.7853,3.7853,3.7641,0.0390,0.0390,0.6038
0.922,1.0037,1.0037,-0.0167,3.8021,3.8021,3.7853,0.0390,0.0390,0.6038
0.930,1.0037,1.0037,-0.0167,3.8374,3.8374,3.8021,0.0390,0.0390,0.6038
0.935,1.0046,1.0046,-0.0167,3.8696,3.8696,3.8374,0.0620,0.0620,0.6039
0.939,1.0046,1.0046,-0.0167,3.8865,3.8865,3.8696,0.0620,0.0620,0.6039
0.943,1.0046,1.0046,-0.0167,3.9020,3.9020,3.8865,0.0620,0.0620,0.6040
0.947,1.0046,1.0046,-0.0167,3.9165,3.9165,3.9020,0.0620,0.0620,0.6040
0.950,1.0046,1.0046,-0.0166,3.9294,3.9294,3.9165,0.0620,0.0620,0.6040
0.953,1.0052,1.0052,-0.0166,3.9519,3.9519,3.9294,0.0752,0.0752,0.6041
0.958,1.0052,1.0052,-0.0166,3.9681,3.9681,3.9519,0.0752,0.0752,0.6041
0.961,1.0052,1.0052,-0.0166,3.9815,3.9815,3.9681,0.0752,0.0752,0.6041
0.965,1.0052,1.0052,-0.0166,3.9982,3.9982,3.9815,0.0752,0.0752,0.6042
0.969,1.0052,1.0052,-0.0166,4.0115,4.0115,3.9982,0.0752,0.0752,0.6042
0.972,1.0059,1.0059,-0.0166,4.0325,4.0325,4.0115,0.0836,0.0836,0.6043
0.977,1.0059,1.0059,-0.0166,4.0489,4.0489,4.0325,0.0836,0.0836,0.6043
0.980,1.0059,1.0059,-0.0166,4.0613,4.0613,4.0489,0.0836,0.0836,0.6043
0.984,1.0059,1.0059,-0.0166,4.0729,4.0729,4.0613,0.0836,0.0836,0.6044
0.987,1.0059,1.0059,-0.0166,4.0842,4.0842,4.0729,0.0836,0.0836,0.6044
0.990,1.0059,1.0059,-0.0166,4.0957,4.0957,4.0842,0.0836,0.0836,0.6044
0.994,1.0033,1.0033,-0.0166,4.1065,4.1065,4.0957,-0.0747,-0.0747,0.6045
0.999,1.0033,1.0033,-0.0165,4.1244,4.1244,4.1065,-0.0747,-0.0747,0.6045
1.006,1.0033,1.0033,-0.0165,4.1484,4.1484,4.1244,-0.0747,-0.0747,0.6045
1.010,1.0033,1.0033,-0.0165,4.1605,4.1605,4.1484,-0.0747,-0.0747,0.6045
1.014,1.0038,1.0038,-0.0165,4.1781,4.1781,4.1605,-0.0895,-0.0895,0.6045
1.017,1.0039,1.0039,-0.0165,4.1906,4.1906,4.1781,-0.0895,-0.0895,0.6045
1.021,1.0042,1.0042,-0.0165,4.2015,4.2015,4.1906,-0.0895,-0.0895,0.6045
1.024,1.0047,1.0047,-0.0165,4.2120,4.2120,4.2015,-0.0895,-0.0895,0.6045
1.028,1.0056,1.0056,-0.0165,4.2259,4.2259,4.2120,-0.0895,-0.0895,0.6045
1.032,1.0067,1.0067,-0.0165,4.2373,4.2373,4.2259,-0.0895,-0.0895,0.6045
1.035,1.0073,1.0073,-0.0165,4.2494,4.2494,4.2373,-0.1724,-0.1724,0.6045
1.040,1.0098,1.0098,-0.0165,4.2646,4.2646,4.2494,-0.1724,-0.1724,0.6045
1.045,1.0133,1.0133,-0.0165,4.2810,4.2810,4.2646,-0.1724,-0.1724,0.6045
1.048,1.0162,1.0162,-0.0164,4.2919,4.2919,4.2810,-0.1724,-0.1724,0.6045
1.052,1.0195,1.0195,-0.0164,4.3023,4.3023,4.2919,-0.1724,-0.1724,0.6045
1.055,1.0242,1.0242,-0.0164,4.3197,4.3197,4.3023,-0.1695,-0.1695,0.6045
1.060,1.0299,1.0299,-0.0164,4.3334,4.3334,4.3197,-0.1695,-0.1695,0.6045
1.064,1.0348,1.0348,-0.0164,4.3437,4.3437,4.3334,-0.1695,-0.1695,0.6045
1.067,1.0400,1.0400,-0.0164,4.3534,4.3534,4.3437,-0.1695,-0.1695,0.6045
1.070,1.0457,1.0457,-0.0164,4.3631,4.3631,4.3534,-0.1695,-0.1695,0.6044
1.074,1.0540,1.0540,-0.0164,4.3805,4.3805,4.3631,-0.1710,-0.1710,0.6044
1.083,1.0718,1.0718,-0.0163,4.4042,4.4042,4.3805,-0.1710,-0.1710,0.6044
1.089,1.0851,1.0851,-0.0163,4.4192,4.4192,4.4042,-0.1710,-0.1710,0.6044
1.092,1.0937,1.0937,-0.0163,4.4281,4.4281,4.4192,-0.1710,-0.1710,0.6044
1.096,1.1039,1.1039,-0.0162,4.4423,4.4423,4.4281,-0.1788,-0.1788,0.6044
1.099,1.1147,1.1147,-0.0162,4.4520,4.4520,4.4423,-0.1788,-0.1788,0.6044
1.103,1.1248,1.1248,-0.0162,4.4604,4.4604,4.4520,-0.1788,-0.1788,0.6044
1.107,1.1381,1.1381,-0.0162,4.4708,4.4708,4.4604,-0.1788,-0.1788,0.6043
1.114,1.1610,1.1610,-0.0161,4.4881,4.4881,4.4708,-0.2552,-0.2552,0.6043
1.119,1.1761,1.1761,-0.0161,4.4982,4.4982,4.4881,-0.2552,-0.2552,0.6043
1.122,1.1892,1.1892,-0.0160,4.5065,4.5065,4.4982,-0.2552,-0.2552,0.6043
1.126,1.2019,1.2019,-0.0160,4.5143,4.5143,4.5065,-0.2552,-0.2552,0.6042
