Time,Input_Surge,Gain_Surge,Output_Surge,Input_Sway,Gain_Sway,Output_Sway,Input_Heave,Gain_Heave,Output_Heave
0.160,-0.0137,0.0013,-0.0421,-3.2770,0.2944,0.2944,-0.0684,0.0000,0.1220
0.164,-0.0134,0.0012,-0.0422,-3.2843,0.2949,0.2949,-0.0684,0.0000,0.1220
0.167,-0.0132,0.0012,-0.0423,-3.2911,0.2956,0.2956,-0.0684,0.0000,0.1220
0.171,-0.0129,0.0012,-0.0424,-3.2997,0.2962,0.2962,-0.0684,0.0000,0.1220
0.175,-0.0126,0.0012,-0.0425,-3.3084,0.2970,0.2970,-0.0684,0.0000,0.1220
0.178,-0.0123,0.0011,-0.0427,-3.3167,0.2978,0.2978,-0.1342,0.0000,0.1220
0.182,-0.0121,0.0011,-0.0428,-3.3264,0.2985,0.2985,-0.1342,0.0000,0.1220
0.185,-0.0118,0.0011,-0.0429,-3.3353,0.2994,0.2994,-0.1342,0.0000,0.1220
0.189,-0.0116,0.0011,-0.0430,-3.3465,0.3002,0.3002,-0.1342,0.0000,0.1220
0.193,-0.0113,0.0010,-0.0431,-3.3567,0.3012,0.3012,-0.1342,0.0000,0.1220
0.196,-0.0111,0.0010,-0.0432,-3.3667,0.3021,0.3021,-0.1342,0.0000,0.1220
0.200,-0.0109,0.0010,-0.0433,-3.3771,0.3030,0.3030,-0.1995,0.0000,0.1220
0.204,-0.0106,0.0010,-0.0434,-3.3907,0.3039,0.3039,-0.1995,0.0000,0.1220
0.207,-0.0104,0.0010,-0.0435,-3.4037,0.3052,0.3052,-0.1995,0.0000,0.1220
0.211,-0.0102,0.0009,-0.0436,-3.4155,0.3063,0.3063,-0.1995,0.0000,0.1220
0.214,-0.0100,0.0009,-0.0437,-3.4276,0.3074,0.3074,-0.1995,0.0000,0.1220
0.218,-0.0098,0.0009,-0.0438,-3.4412,0.3085,0.3085,-0.2634,0.0000,0.1220
0.227,-0.0092,0.0009,-0.0439,-3.4818,0.3097,0.3097,-0.2634,0.0000,0.1220
0.232,-0.0089,0.0008,-0.0442,-3.5050,0.3134,0.3134,-0.2634,0.0000,0.1220
0.236,-0.0088,0.0008,-0.0444,-3.5204,0.3155,0.3155,-0.2634,0.0000,0.1220
0.240,-0.0086,0.0008,-0.0445,-3.5385,0.3168,0.3168,-0.3260,0.0000,0.1220
0.244,-0.0084,0.0008,-0.0446,-3.5574,0.3185,0.3185,-0.3260,0.0000,0.1220
0.247,-0.0082,0.0008,-0.0447,-3.5738,0.3202,0.3202,-0.3260,0.0000,0.1220
0.251,-0.0080,0.0007,-0.0448,-3.5970,0.3216,0.3216,-0.3260,0.0000,0.1220
0.259,-0.0076,0.0007,-0.0449,-3.6392,0.3237,0.3237,-0.3869,0.0000,0.1220
0.264,-0.0074,0.0007,-0.0451,-3.6653,0.3275,0.3275,-0.3869,0.0000,0.1220
0.267,-0.0073,0.0007,-0.0452,-3.6859,0.3299,0.3299,-0.3869,0.0000,0.1220
0.271,-0.0071,0.0007,-0.0453,-3.7073,0.3317,0.3317,-0.3869,0.0000,0.1220
0.275,-0.0069,0.0006,-0.0454,-3.7327,0.3337,0.3337,-0.3869,0.0000,0.1220
0.278,-0.0068,0.0006,-0.0455,-3.7542,0.3359,0.3359,-0.4664,0.0000,0.1220
0.282,-0.0067,0.0006,-0.0456,-3.7792,0.3379,0.3379,-0.4664,0.0000,0.1220
0.285,-0.0065,0.0006,-0.0457,-3.8010,0.3401,0.3401,-0.4664,0.0000,0.1220
0.289,-0.0064,0.0006,-0.0458,-3.8273,0.3421,0.3421,-0.4664,0.0000,0.1220
0.293,-0.0062,0.0006,-0.0459,-3.8518,0.3445,0.3445,-0.4664,0.0000,0.1220
0.296,-0.0061,0.0006,-0.0460,-3.8762,0.3467,0.3467,-0.4664,0.0000,0.1220
0.299,-0.0060,0.0006,-0.0461,-3.9013,0.3489,0.3489,-0.5446,0.0000,0.1220
0.303,-0.0059,0.0005,-0.0462,-3.9310,0.3511,0.3511,-0.5446,0.0000,0.1220
0.307,-0.0057,0.0005,-0.0463,-3.9608,0.3538,0.3538,-0.5446,0.0000,0.1220
0.311,-0.0056,0.0005,-0.0464,-3.9881,0.3565,0.3565,-0.5446,0.0000,0.1220
0.314,-0.0055,0.0005,-0.0464,-4.0172,0.3589,0.3589,-0.5446,0.0000,0.1220
0.318,-0.0054,0.0005,-0.0465,-4.0505,0.3615,0.3615,-0.6325,0.0000,0.1220
0.323,-0.0052,0.0005,-0.0466,-4.0911,0.3645,0.3645,-0.6325,0.0000,0.1220
0.326,-0.0051,0.0005,-0.0467,-4.1221,0.3682,0.3682,-0.6325,0.0000,0.1220
0.330,-0.0050,0.0005,-0.0468,-4.1531,0.3710,0.3710,-0.6325,0.0000,0.1220
0.333,-0.0049,0.0005,-0.0469,-4.1841,0.3738,0.3738,-0.6325,0.0000,0.1220
0.336,-0.0048,0.0004,-0.0470,-4.2173,0.3766,0.3766,-0.6325,0.0000,0.1220
0.340,-0.0047,0.0004,-0.0471,-4.2562,0.3796,0.3796,-0.7309,0.0000,0.1220
0.344,-0.0046,0.0004,-0.0472,-4.2962,0.3831,0.3831,-0.7309,0.0000,0.1220
0.348,-0.0045,0.0004,-0.0473,-4.3306,0.3867,0.3867,-0.7309,0.0000,0.1220
0.351,-0.0044,0.0004,-0.0473,-4.3651,0.3898,0.3898,-0.7309,0.0000,0.1220
0.354,-0.0043,0.0004,-0.0474,-4.4034,0.3929,0.3929,-0.7309,0.0000,0.1220
0.358,-0.0042,0.0004,-0.0475,-4.4476,0.3963,0.3963,-0.8239,0.0000,0.1220
0.363,-0.0041,0.0004,-0.0476,-4.5082,0.4003,0.4003,-0.8239,0.0000,0.1220
0.371,-0.0039,0.0004,-0.0477,-4.6072,0.4057,0.4057,-0.8239,0.0000,0.1220
0.391,-0.0034,0.0004,-0.0479,-4.9122,0.4147,0.4147,-0.9097,0.0000,0.1220
0.400,-0.0033,0.0003,-0.0483,-5.0374,0.4421,0.4421,-0.9879,0.0000,0.1220
0.407,-0.0031,0.0003,-0.0485,-5.1458,0.4534,0.4534,-0.9879,0.0000,0.1220
0.411,-0.0031,0.0003,-0.0487,-5.2155,0.4631,0.4631,-0.9879,0.0000,0.1220
0.415,-0.0030,0.0003,-0.0488,-5.2723,0.4694,0.4694,-0.9879,0.0000,0.1220
0.418,-0.0029,0.0003,-0.0488,-5.3266,0.4745,0.4745,-1.0585,0.0000,0.1220
0.422,-0.0029,0.0003,-0.0489,-5.4010,0.4794,0.4794,-1.0585,0.0000,0.1220
0.426,-0.0028,0.0003,-0.0490,-5.4626,0.4861,0.4861,-1.0585,0.0000,0.1220
0.429,-0.0027,0.0003,-0.0491,-5.5199,0.4916,0.4916,-1.0585,0.0000,0.1220
0.433,-0.0027,0.0002,-0.0492,-5.5788,0.4968,0.4968,-1.0585,0.0000,0.1220
0.436,-0.0026,0.0002,-0.0492,-5.6354,0.5021,0.5021,-1.0585,0.0000,0.1220
0.440,-0.0026,0.0002,-0.0493,-5.7031,0.5072,0.5072,-1.1211,0.0000,0.1220
0.445,-0.0025,0.0002,-0.0494,-5.7729,0.5133,0.5133,-1.1211,0.0000,0.1220
0.448,-0.0025,0.0002,-0.0495,-5.8260,0.5196,0.5196,-1.1211,0.0000,0.1220
0.452,-0.0024,0.0002,-0.0495,-5.8767,0.5243,0.5243,-1.1211,0.0000,0.1220
0.456,-0.0023,0.0002,-0.0496,-5.9319,0.5289,0.5289,-1.1211,0.0000,0.1220
0.459,-0.0023,0.0002,-0.0497,-5.9788,0.5339,0.5339,-1.2020,0.0000,0.1220
0.463,-0.0022,0.0002,-0.0498,-6.0265,0.5381,0.5381,-1.2020,0.0000,0.1220
0.467,-0.0022,0.0002,-0.0498,-6.0779,0.5424,0.5424,-1.2020,0.0000,0.1220
0.475,-0.0021,0.0002,-0.0499,-6.1559,0.5470,0.5470,-1.2020,0.0000,0.1220
0.479,-0.0020,0.0002,-0.0501,-6.1887,0.5540,0.5540,-1.2757,0.0000,0.1220
0.482,-0.0020,0.0002,-0.0501,-6.2215,0.5570,0.5570,-1.2757,0.0000,0.1220
0.486,-0.0020,0.0002,-0.0502,-6.2498,0.5599,0.5599,-1.2757,0.0000,0.1220
0.490,-0.0019,0.0002,-0.0503,-6.2821,0.5625,0.5625,-1.2757,0.0000,0.1220
0.494,-0.0019,0.0002,-0.0504,-6.3046,0.5654,0.5654,-1.2757,0.0000,0.1220
0.497,-0.0018,0.0002,-0.0504,-6.3256,0.5674,0.5674,-1.2757,0.0000,0.1220
0.501,-0.0018,0.0002,-0.0505,-6.3458,0.5693,0.5693,-1.3394,0.0000,0.1220
0.505,-0.0017,0.0002,-0.0506,-6.3676,0.5711,0.5711,-1.3394,0.0000,0.1220
0.509,-0.0017,0.0002,-0.0506,-6.3835,0.5731,0.5731,-1.3394,0.0000,0.1220
0.512,-0.0017,0.0002,-0.0507,-6.3974,0.5745,0.5745,-1.3394,0.0000,0.1220
0.515,-0.0016,0.0002,-0.0508,-6.4098,0.5758,0.5758,-1.3394,0.0000,0.1220
0.519,-0.0016,0.0001,-0.0508,-6.4214,0.5769,0.5769,-1.4135,0.0000,0.1220
0.524,-0.0016,0.0001,-0.0509,-6.4341,0.5779,0.5779,-1.4135,0.0000,0.1220
0.532,-0.0015,0.0001,-0.0510,-6.4491,0.5791,0.5791,-1.4135,0.0000,0.1220
0.538,-0.0014,0.0001,-0.0511,-6.4558,0.5804,0.5804,-1.4783,0.0000,0.1220
0.542,-0.0014,0.0001,-0.0512,-6.4585,0.5810,0.5810,-1.4783,0.0000,0.1220
0.546,-0.0014,0.0001,-0.0513,-6.4598,0.5813,0.5813,-1.4783,0.0000,0.1220
0.549,-0.0013,0.0001,-0.0514,-6.4600,0.5814,0.5814,-1.4783,0.0000,0.1220
0.552,-0.0013,0.0001,-0.0514,-6.4592,0.5814,0.5814,-1.4783,0.0000,0.1220
0.556,-0.0013,0.0001,-0.0515,-6.4570,0.5813,0.5813,-1.4783,0.0000,0.1220
0.560,-0.0013,0.0001,-0.0515,-6.4539,0.5811,0.5811,-1.5320,0.0000,0.1220
0.564,-0.0012,0.0001,-0.0516,-6.4494,0.5809,0.5809,-1.5320,0.0000,0.1220
0.567,-0.0012,0.0001,-0.0517,-6.4445,0.5804,0.5804,-1.5320,0.0000,0.1220
0.572,-0.0012,0.0001,-0.0517,-6.4360,0.5800,0.5800,-1.5320,0.0000,0.1220
0.579,-0.0011,0.0001,-0.0518,-6.4184,0.5792,0.5792,-1.5742,0.0000,0.1220
0.583,-0.0011,0.0001,-0.0519,-6.4084,0.5777,0.5777,-1.5742,0.0000,0.1220
0.587,-0.0011,0.0001,-0.0520,-6.3985,0.5768,0.5768,-1.5742,0.0000,0.1220
0.591,-0.0010,0.0001,-0.0520,-6.3873,0.5759,0.5759,-1.5742,0.0000,0.1220
0.595,-0.0010,0.0001,-0.0521,-6.3752,0.5749,0.5749,-1.5742,0.0000,0.1220
0.598,-0.0010,0.0001,-0.0522,-6.3635,0.5738,0.5738,-1.6044,0.0000,0.1220
0.602,-0.0010,0.0001,-0.0522,-6.3498,0.5727,0.5727,-1.6044,0.0000,0.1220
0.606,-0.0010,0.0001,-0.0523,-6.3359,0.5715,0.5715,-1.6044,0.0000,0.1220
0.609,-0.0009,0.0001,-0.0523,-6.3222,0.5702,0.5702,-1.6044,0.0000,0.1220
0.612,-0.0009,0.0001,-0.0524,-6.3090,0.5690,0.5690,-1.6044,0.0000,0.1220
0.616,-0.0009,0.0001,-0.0525,-6.2954,0.5678,0.5678,-1.6044,0.0000,0.1220
0.619,-0.0009,0.0001,-0.0525,-6.2809,0.5666,0.5666,-1.6224,0.0000,0.1220
0.624,-0.0009,0.0001,-0.0526,-6.2605,0.5653,0.5653,-1.6224,0.0000,0.1220
0.627,-0.0008,0.0001,-0.0526,-6.2447,0.5634,0.5634,-1.6224,0.0000,0.1220
0.630,-0.0008,0.0001,-0.0527,-6.2292,0.5620,0.5620,-1.6224,0.0000,0.1220
0.634,-0.0008,0.0001,-0.0527,-6.2135,0.5606,0.5606,-1.6224,0.0000,0.1220
0.637,-0.0008,0.0001,-0.0528,-6.1968,0.5592,0.5592,-1.6224,0.0000,0.1220
0.641,-0.0008,0.0001,-0.0528,-6.1767,0.5577,0.5577,-1.6455,0.0000,0.1220
0.645,-0.0007,0.0001,-0.0529,-6.1562,0.5559,0.5559,-1.6455,0.0000,0.1220
0.648,-0.0007,0.0001,-0.0529,-6.1387,0.5541,0.5541,-1.6455,0.0000,0.1220
0.651,-0.0007,0.0001,-0.0530,-6.1211,0.5525,0.5525,-1.6455,0.0000,0.1220
0.655,-0.0007,0.0001,-0.0530,-6.0997,0.5509,0.5509,-1.6455,0.0000,0.1220
0.659,-0.0007,0.0001,-0.0531,-6.0788,0.5490,0.5490,-1.6612,0.0000,0.1220
0.663,-0.0007,0.0001,-0.0531,-6.0562,0.5471,0.5471,-1.6612,0.0000,0.1220
0.667,-0.0007,0.0001,-0.0532,-6.0353,0.5451,0.5451,-1.6612,0.0000,0.1220
0.671,-0.0006,0.0001,-0.0533,-6.0100,0.5432,0.5432,-1.6612,0.0000,0.1220
0.677,-0.0006,0.0001,-0.0533,-5.9770,0.5409,0.5409,-1.6612,0.0000,0.1220
0.688,-0.0006,0.0001,-0.0534,-5.9088,0.5379,0.5379,-1.6641,0.0000,0.1220
0.696,-0.0005,0.0001,-0.0536,-5.8614,0.5318,0.5318,-1.6641,0.0000,0.1220
0.700,-0.0005,0.0000,-0.0537,-5.8321,0.5275,0.5275,-1.6700,0.0000,0.1220
0.705,-0.0005,0.0000,-0.0537,-5.8043,0.5249,0.5249,-1.6700,0.0000,0.1220
0.709,-0.0005,0.0000,-0.0538,-5.7816,0.5224,0.5224,-1.6700,0.0000,0.1220
0.712,-0.0005,0.0000,-0.0538,-5.7612,0.5203,0.5203,-1.6700,0.0000,0.1220
0.715,-0.0005,0.0000,-0.0539,-5.7409,0.5185,0.5185,-1.6700,0.0000,0.1220
0.719,-0.0005,0.0000,-0.0539,-5.7206,0.5167,0.5167,-1.6540,0.0000,0.1220
0.724,-0.0005,0.0000,-0.0540,-5.6895,0.5149,0.5149,-1.6540,0.0000,0.1220
0.728,-0.0005,0.0000,-0.0540,-5.6645,0.5121,0.5121,-1.6540,0.0000,0.1220
0.732,-0.0004,0.0000,-0.0541,-5.6411,0.5098,0.5098,-1.6540,0.0000,0.1220
0.735,-0.0004,0.0000,-0.0541,-5.6211,0.5077,0.5077,-1.6540,0.0000,0.1220
0.739,-0.0004,0.0000,-0.0542,-5.5984,0.5059,0.5059,-1.6228,0.0000,0.1220
0.743,-0.0004,0.0000,-0.0542,-5.5741,0.5039,0.5039,-1.6228,0.0000,0.1220
0.746,-0.0004,0.0000,-0.0543,-5.5539,0.5017,0.5017,-1.6228,0.0000,0.1220
0.749,-0.0004,0.0000,-0.0543,-5.5335,0.4998,0.4998,-1.6228,0.0000,0.1220
0.753,-0.0004,0.0000,-0.0544,-5.5138,0.4980,0.4980,-1.6228,0.0000,0.1220
0.757,-0.0004,0.0000,-0.0544,-5.4907,0.4962,0.4962,-1.6228,0.0000,0.1220
0.760,-0.0004,0.0000,-0.0544,-5.4699,0.4942,0.4942,-1.5790,0.0000,0.1220
0.764,-0.0004,0.0000,-0.0545,-5.4465,0.4923,0.4923,-1.5790,0.0000,0.1220
0.767,-0.0004,0.0000,-0.0545,-5.4262,0.4902,0.4902,-1.5790,0.0000,0.1220
0.771,-0.0003,0.0000,-0.0546,-5.4045,0.4884,0.4884,-1.5790,0.0000,0.1220
0.775,-0.0003,0.0000,-0.0546,-5.3830,0.4864,0.4864,-1.5790,0.0000,0.1220
0.779,-0.0003,0.0000,-0.0547,-5.3555,0.4845,0.4845,-1.5235,0.0000,0.1220
0.787,-0.0003,0.0000,-0.0547,-5.3075,0.4820,0.4820,-1.5235,0.0000,0.1220
0.791,-0.0003,0.0000,-0.0548,-5.2851,0.4777,0.4777,-1.5235,0.0000,0.1220
0.795,-0.0003,0.0000,-0.0549,-5.2622,0.4757,0.4757,-1.5235,0.0000,0.1220
0.801,-0.0003,0.0000,-0.0549,-5.2320,0.4736,0.4736,-1.4565,0.0000,0.1220
0.806,-0.0003,0.0000,-0.0550,-5.2006,0.4709,0.4709,-1.4565,0.0000,0.1220
0.810,-0.0003,0.0000,-0.0550,-5.1785,0.4681,0.4681,-1.4565,0.0000,0.1220
0.814,-0.0003,0.0000,-0.0551,-5.1600,0.4661,0.4661,-1.4565,0.0000,0.1220
0.817,-0.0003,0.0000,-0.0551,-5.1419,0.4644,0.4644,-1.4565,0.0000,0.1220
0.821,-0.0003,0.0000,-0.0552,-5.1234,0.4628,0.4628,-1.3781,0.0000,0.1220
0.825,-0.0002,0.0000,-0.0552,-5.0984,0.4611,0.4611,-1.3781,0.0000,0.1220
0.829,-0.0002,0.0000,-0.0553,-5.0788,0.4589,0.4589,-1.3781,0.0000,0.1220
0.837,-0.0002,0.0000,-0.0553,-5.0357,0.4571,0.4571,-1.3781,0.0000,0.1220
0.843,-0.0002,0.0000,-0.0554,-5.0051,0.4532,0.4532,-1.2959,0.0000,0.1220
0.847,-0.0002,0.0000,-0.0555,-4.9860,0.4505,0.4505,-1.2959,0.0000,0.1220
0.851,-0.0002,0.0000,-0.0555,-4.9699,0.4487,0.4487,-1.2959,0.0000,0.1220
0.854,-0.0002,0.0000,-0.0555,-4.9525,0.4473,0.4473,-1.2959,0.0000,0.1220
0.858,-0.0002,0.0000,-0.0556,-4.9348,0.4457,0.4457,-1.2042,0.0000,0.1220
0.862,-0.0002,0.0000,-0.0556,-4.9158,0.4441,0.4441,-1.2042,0.0000,0.1220
0.866,-0.0002,0.0000,-0.0556,-4.9005,0.4424,0.4424,-1.2042,0.0000,0.1220
0.869,-0.0002,0.0000,-0.0557,-4.8858,0.4410,0.4410,-1.2042,0.0000,0.1220
0.873,-0.0002,0.0000,-0.0557,-4.8682,0.4397,0.4397,-1.2042,0.0000,0.1220
0.877,-0.0002,0.0000,-0.0558,-4.8505,0.4381,0.4381,-1.2042,0.0000,0.1220
0.880,-0.0002,0.0000,-0.0558,-4.8359,0.4365,0.4365,-1.1058,0.0000,0.1220
0.884,-0.0002,0.0000,-0.0558,-4.8201,0.4352,0.4352,-1.1058,0.0000,0.1220
0.889,-0.0002,0.0000,-0.0559,-4.7984,0.4338,0.4338,-1.1058,0.0000,0.1220
0.897,-0.0002,0.0000,-0.0559,-4.7701,0.4319,0.4319,-1.1058,0.0000,0.1220
0.900,-0.0002,0.0000,-0.0560,-4.7673,0.4293,0.4293,-0.9790,0.0000,0.1220
0.904,-0.0002,0.0000,-0.0560,-4.7512,0.4281,0.4281,-0.9790,0.0000,0.1220
0.908,-0.0002,0.0000,-0.0561,-4.7377,0.4267,0.4267,-0.9790,0.0000,0.1220
0.911,-0.0001,0.0000,-0.0561,-4.7259,0.4255,0.4255,-0.9790,0.0000,0.1220
0.915,-0.0001,0.0000,-0.0561,-4.7147,0.4244,0.4244,-0.9790,0.0000,0.1220
0.918,-0.0001,0.0000,-0.0562,-4.7130,0.4234,0.4234,-0.8397,0.0000,0.1220
0.923,-0.0001,0.0000,-0.0562,-4.6968,0.4224,0.4224,-0.8397,0.0000,0.1220
0.927,-0.0001,0.0000,-0.0563,-4.6848,0.4209,0.4209,-0.8397,0.0000,0.1220
0.930,-0.0001,0.0000,-0.0563,-4.6743,0.4198,0.4198,-0.8397,0.0000,0.1220
0.934,-0.0001,0.0000,-0.0563,-4.6637,0.4189,0.4189,-0.8397,0.0000,0.1220
0.937,-0.0001,0.0000,-0.0564,-4.6609,0.4179,0.4179,-0.6946,0.0000,0.1220
0.942,-0.0001,0.0000,-0.0564,-4.6491,0.4169,0.4169,-0.6946,0.0000,0.1220
0.945,-0.0001,0.0000,-0.0564,-4.6402,0.4158,0.4158,-0.6946,0.0000,0.1220
0.948,-0.0001,0.0000,-0.0565,-4.6314,0.4150,0.4150,-0.6946,0.0000,0.1220
0.952,-0.0001,0.0000,-0.0565,-4.6228,0.4143,0.4143,-0.6946,0.0000,0.1220
0.956,-0.0001,0.0000,-0.0565,-4.6119,0.4135,0.4135,-0.6946,0.0000,0.1220
0.960,-0.0001,0.0000,-0.0566,-4.6108,0.4125,0.4125,-0.5440,0.0000,0.1220
0.964,-0.0001,0.0000,-0.0566,-4.6018,0.4117,0.4117,-0.5440,0.0000,0.1220
0.968,-0.0001,0.0000,-0.0566,-4.5937,0.4109,0.4109,-0.5440,0.0000,0.1220
0.972,-0.0001,0.0000,-0.0567,-4.5859,0.4102,0.4102,-0.5440,0.0000,0.1220
0.976,-0.0001,0.0000,-0.0567,-4.5795,0.4095,0.4095,-0.5440,0.0000,0.1220
0.979,-0.0001,0.0000,-0.0567,-4.5796,0.4089,0.4089,-0.3889,0.0000,0.1220
0.989,-0.0001,0.0000,-0.0568,-4.5664,0.4084,0.4084,-0.3889,0.0000,0.1220
0.995,-0.0001,0.0000,-0.0568,-4.5586,0.4072,0.4072,-0.3889,0.0000,0.1220
1.003,-0.0001,0.0000,-0.0569,-4.5564,0.4065,0.4065,-0.2304,0.0000,0.1220
1.007,-0.0001,0.0000,-0.0570,-4.5529,0.4058,0.4058,-0.2304,0.0000,0.1220
1.011,-0.0001,0.0000,-0.0570,-4.5507,0.4055,0.4055,-0.2304,0.0000,0.1220
1.014,-0.0001,0.0000,-0.0570,-4.5490,0.4053,0.4053,-0.2304,0.0000,0.1220
1.017,-0.0001,0.0000,-0.0571,-4.5477,0.4052,0.4052,-0.2304,0.0000,0.1220
1.021,-0.0001,0.0000,-0.0571,-4.5503,0.4051,0.4051,-0.0710,0.0000,0.1220
1.025,-0.0001,0.0000,-0.0571,-4.5499,0.4050,0.4050,-0.0710,0.0000,0.1220
1.029,-0.0001,0.0000,-0.0572,-4.5501,0.4049,0.4049,-0.0710,0.0000,0.1220
1.032,-0.0001,0.0000,-0.0572,-4.5508,0.4050,0.4050,-0.0710,0.0000,0.1220
1.036,-0.0001,0.0000,-0.0572,-4.5520,0.4050,0.4050,-0.0710,0.0000,0.1220
1.040,-0.0001,0.0000,-0.0572,-4.5566,0.4051,0.4051,0.1016,0.0000,0.1220
1.044,-0.0001,0.0000,-0.0573,-4.5594,0.4053,0.4053,0.1016,0.0000,0.1220
1.047,-0.0001,0.0000,-0.0573,-4.5623,0.4056,0.4056,0.1016,0.0000,0.1220
1.051,-0.0001,0.0000,-0.0573,-4.5655,0.4058,0.4058,0.1016,0.0000,0.1220
1.054,-0.0001,0.0000,-0.0574,-4.5698,0.4061,0.4061,0.1016,0.0000,0.1220
1.058,-0.0001,0.0000,-0.0574,-4.5771,0.4065,0.4065,0.2773,0.0000,0.1220
1.063,-0.0001,0.0000,-0.0574,-4.5837,0.4070,0.4070,0.2773,0.0000,0.1220
1.066,-0.0001,0.0000,-0.0574,-4.5901,0.4076,0.4076,0.2773,0.0000,0.1220
1.070,-0.0001,0.0000,-0.0575,-4.5971,0.4082,0.4082,0.2773,0.0000,0.1220
1.074,-0.0001,0.0000,-0.0575,-4.6053,0.4088,0.4088,0.2773,0.0000,0.1220
1.077,-0.0001,0.0000,-0.0575,-4.6135,0.4096,0.4096,0.2773,0.0000,0.1220
1.081,-0.0001,0.0000,-0.0576,-4.6225,0.4103,0.4103,0.4904,0.0000,0.1220
1.085,-0.0001,0.0000,-0.0576,-4.6332,0.4110,0.4110,0.4904,0.0000,0.1220
1.088,-0.0001,0.0000,-0.0576,-4.6448,0.4120,0.4120,0.4904,0.0000,0.1220
1.093,0.0000,0.0000,-0.0576,-4.6589,0.4130,0.4130,0.4904,0.0000,0.1220
1.098,0.0000,0.0000,-0.0577,-4.6761,0.4143,0.4143,0.7093,0.0000,0.1220
1.107,0.0000,0.0000,-0.0577,-4.7142,0.4159,0.4159,0.7093,0.0000,0.1220
1.111,0.0000,0.0000,-0.0578,-4.7307,0.4193,0.4193,0.7093,0.0000,0.1220
1.114,0.0000,0.0000,-0.0578,-4.7467,0.4208,0.4208,0.7093,0.0000,0.1220
1.117,0.0000,0.0000,-0.0578,-4.7660,0.4223,0.4223,0.7093,0.0000,0.1220
1.121,0.0000,0.0000,-0.0578,-4.7896,0.4240,0.4240,0.9200,0.0000,0.1220
