Time,Input_Surge,Applied_Surge,Output_Surge,Input_Sway,Applied_Sway,Output_Sway,Input_Heave,Applied_Heave,Output_Heave
0.062,1.6267,0.0000,-0.0622,0.8156,-0.0947,0.0000,0.1448,0.1448,0.3831
0.065,1.6168,0.0000,-0.0622,0.8201,-0.0899,0.0000,0.3211,0.3211,0.3832
0.070,1.6040,0.0000,-0.0622,0.8192,-0.0899,0.0000,0.3211,0.3211,0.3833
0.073,1.5946,0.0000,-0.0622,0.8186,-0.0899,0.0000,0.3211,0.3211,0.3835
0.076,1.5855,0.0000,-0.0622,0.8181,-0.0899,0.0000,0.3211,0.3211,0.3836
0.079,1.5759,0.0000,-0.0622,0.8176,-0.0899,0.0000,0.3211,0.3211,0.3838
0.084,1.5602,0.0000,-0.0622,0.8225,-0.0843,0.0000,0.4950,0.4950,0.3839
0.089,1.5453,0.0000,-0.0622,0.8219,-0.0843,0.0000,0.4950,0.4950,0.3841
0.092,1.5358,0.0000,-0.0622,0.8215,-0.0843,0.0000,0.4950,0.4950,0.3844
0.095,1.5264,0.0000,-0.0622,0.8208,-0.0843,0.0000,0.4950,0.4950,0.3845
0.098,1.5168,0.0000,-0.0622,0.8205,-0.0843,0.0000,0.4950,0.4950,0.3847
0.102,1.5051,0.0000,-0.0622,0.8197,-0.0843,0.0000,0.4950,0.4950,0.3848
0.106,1.4939,0.0000,-0.0622,0.8255,-0.0778,0.0000,0.6646,0.6646,0.3850
0.109,1.4823,0.0000,-0.0622,0.8248,-0.0778,0.0000,0.6646,0.6646,0.3852
0.113,1.4724,0.0000,-0.0622,0.8243,-0.0778,0.0000,0.6646,0.6646,0.3854
0.116,1.4615,0.0000,-0.0622,0.8237,-0.0778,0.0000,0.6646,0.6646,0.3856
0.120,1.4497,0.0000,-0.0622,0.8232,-0.0778,0.0000,0.6646,0.6646,0.3858
0.123,1.4399,0.0000,-0.0622,0.8299,-0.0706,0.0000,0.8291,0.8291,0.3860
0.127,1.4287,0.0000,-0.0622,0.8295,-0.0706,0.0000,0.8291,0.8291,0.3862
0.131,1.4173,0.0000,-0.0622,0.8291,-0.0706,0.0000,0.8291,0.8291,0.3864
0.135,1.4036,0.0000,-0.0622,0.8287,-0.0706,0.0000,0.8291,0.8291,0.3867
0.139,1.3908,0.0000,-0.0622,0.8283,-0.0706,0.0000,0.8291,0.8291,0.3869
0.144,1.3746,0.0000,-0.0622,0.8358,-0.0628,0.0000,0.9872,0.9872,0.3872
0.148,1.3623,0.0000,-0.0622,0.8356,-0.0628,0.0000,0.9872,0.9872,0.3876
0.152,1.3498,0.0000,-0.0622,0.8348,-0.0628,0.0000,0.9872,0.9872,0.3878
0.156,1.3397,0.0000,-0.0622,0.8343,-0.0628,0.0000,0.9872,0.9872,0.3881
0.159,1.3303,0.0000,-0.0622,0.8338,-0.0628,0.0000,0.9872,0.9872,0.3883
0.163,1.3189,0.0000,-0.0622,0.8332,-0.0628,0.0000,0.9872,0.9872,0.3885
0.166,1.3078,0.0000,-0.0622,0.8409,-0.0546,0.0000,1.1379,1.1379,0.3888
0.171,1.2939,0.0000,-0.0622,0.8397,-0.0546,0.0000,1.1379,1.1379,0.3891
0.174,1.2840,0.0000,-0.0622,0.8394,-0.0546,0.0000,1.1379,1.1379,0.3894
0.177,1.2730,0.0000,-0.0622,0.8385,-0.0546,0.0000,1.1379,1.1379,0.3897
0.181,1.2633,0.0000,-0.0622,0.8377,-0.0546,0.0000,1.1379,1.1379,0.3899
0.185,1.2511,0.0000,-0.0622,0.8456,-0.0459,0.0000,1.2938,1.2938,0.3902
0.188,1.2397,0.0000,-0.0622,0.8453,-0.0459,0.0000,1.2938,1.2938,0.3905
0.191,1.2301,0.0000,-0.0622,0.8447,-0.0459,0.0000,1.2938,1.2938,0.3908
0.195,1.2186,0.0000,-0.0622,0.8440,-0.0459,0.0000,1.2938,1.2938,0.3910
0.198,1.2088,0.0000,-0.0622,0.8434,-0.0459,0.0000,1.2938,1.2938,0.3913
0.202,1.1962,0.0000,-0.0622,0.8427,-0.0459,0.0000,1.2938,1.2938,0.3916
0.206,1.1866,0.0000,-0.0622,0.8517,-0.0368,0.0000,1.4435,1.4435,0.3919
0.210,1.1735,0.0000,-0.0622,0.8510,-0.0368,0.0000,1.4435,1.4435,0.3922
0.213,1.1635,0.0000,-0.0622,0.8506,-0.0368,0.0000,1.4435,1.4435,0.3926
0.217,1.1510,0.0000,-0.0622,0.8500,-0.0368,0.0000,1.4435,1.4435,0.3928
0.220,1.1411,0.0000,-0.0622,0.8499,-0.0368,0.0000,1.4435,1.4435,0.3932
0.224,1.1300,0.0000,-0.0622,0.8584,-0.0278,0.0000,1.5641,1.5641,0.3935
0.228,1.1186,0.0000,-0.0622,0.8580,-0.0278,0.0000,1.5641,1.5641,0.3938
0.231,1.1087,0.0000,-0.0622,0.8577,-0.0278,0.0000,1.5641,1.5641,0.3942
0.236,1.0919,0.0000,-0.0622,0.8572,-0.0278,0.0000,1.5641,1.5641,0.3944
0.241,1.0770,0.0000,-0.0622,0.8568,-0.0278,0.0000,1.5641,1.5641,0.3949
0.245,1.0673,0.0000,-0.0622,0.8649,-0.0190,0.0000,1.6700,1.6700,0.3954
0.249,1.0538,0.0000,-0.0622,0.8647,-0.0190,0.0000,1.6700,1.6700,0.3957
0.252,1.0430,0.0000,-0.0622,0.8639,-0.0190,0.0000,1.6700,1.6700,0.3961
0.256,1.0313,0.0000,-0.0622,0.8632,-0.0190,0.0000,1.6700,1.6700,0.3964
0.260,1.0207,0.0000,-0.0622,0.8631,-0.0190,0.0000,1.6700,1.6700,0.3968
0.263,1.0110,0.0000,-0.0622,0.8714,-0.0105,0.0000,1.7634,1.7634,0.3971
0.268,0.9966,0.0000,-0.0622,0.8713,-0.0105,0.0000,1.7634,1.7634,0.3974
0.271,0.9869,0.0000,-0.0622,0.8707,-0.0105,0.0000,1.7634,1.7634,0.3979
0.275,0.9749,0.0000,-0.0622,0.8707,-0.0105,0.0000,1.7634,1.7634,0.3982
0.278,0.9639,0.0000,-0.0622,0.8707,-0.0105,0.0000,1.7634,1.7634,0.3986
0.283,0.9485,0.0000,-0.0622,0.8804,0.0000,0.0000,1.8586,1.8586,0.3989
0.287,0.9365,0.0000,-0.0622,0.8799,0.0000,0.0000,1.8586,1.8586,0.3994
0.291,0.9251,0.0000,-0.0622,0.8794,0.0000,0.0000,1.8586,1.8586,0.3998
0.294,0.9157,0.0000,-0.0622,0.8790,0.0000,0.0000,1.8586,1.8586,0.4002
0.297,0.9063,0.0000,-0.0622,0.8786,0.0000,0.0000,1.8586,1.8586,0.4005
0.301,0.8938,0.0000,-0.0622,0.8781,0.0000,0.0000,1.8586,1.8586,0.4008
0.305,0.8826,0.0000,-0.0622,0.8777,0.0000,0.0000,1.9445,1.9445,0.4012
0.310,0.8673,0.0000,-0.0622,0.8772,0.0000,0.0000,1.9445,1.9445,0.4016
0.314,0.8558,0.0000,-0.0622,0.8768,0.0000,0.0000,1.9445,1.9445,0.4021
0.318,0.8449,0.0000,-0.0622,0.8765,0.0000,0.0000,1.9445,1.9445,0.4025
0.321,0.8350,0.0000,-0.0622,0.8767,0.0000,0.0000,1.9445,1.9445,0.4029
0.325,0.8239,0.0000,-0.0622,0.8764,0.0000,0.0000,2.0164,2.0164,0.4032
0.328,0.8129,0.0000,-0.0622,0.8761,0.0000,0.0000,2.0164,2.0164,0.4036
0.332,0.8011,0.0000,-0.0622,0.8758,0.0000,0.0000,2.0164,2.0164,0.4040
0.336,0.7901,0.0000,-0.0622,0.8755,0.0000,0.0000,2.0164,2.0164,0.4044
0.340,0.7785,0.0000,-0.0622,0.8753,0.0000,0.0000,2.0164,2.0164,0.4047
0.343,0.7688,0.0000,-0.0622,0.8751,0.0000,0.0000,2.0656,2.0656,0.4051
0.347,0.7564,0.0000,-0.0622,0.8748,0.0000,0.0000,2.0656,2.0656,0.4055
0.350,0.7459,0.0000,-0.0622,0.8747,0.0000,0.0000,2.0656,2.0656,0.4059
0.354,0.7343,0.0000,-0.0622,0.8745,0.0000,0.0000,2.0656,2.0656,0.4062
0.357,0.7241,0.0000,-0.0622,0.8743,0.0000,0.0000,2.0656,2.0656,0.4066
0.360,0.7150,0.0000,-0.0622,0.8742,0.0000,0.0000,2.0656,2.0656,0.4070
0.364,0.7043,0.0000,-0.0622,0.8740,0.0000,0.0000,2.0985,2.0985,0.4073
0.369,0.6905,0.0000,-0.0622,0.8738,0.0000,0.0000,2.0985,2.0985,0.4077
0.373,0.6780,0.0000,-0.0622,0.8737,0.0000,0.0000,2.0985,2.0985,0.4081
0.376,0.6681,0.0000,-0.0622,0.8736,0.0000,0.0000,2.0985,2.0985,0.4086
0.380,0.6569,0.0000,-0.0622,0.8735,0.0000,0.0000,2.0985,2.0985,0.4089
0.384,0.6447,0.0000,-0.0622,0.8734,0.0000,0.0000,1.9103,1.9103,0.4093
0.389,0.6286,0.0000,-0.0622,0.8732,0.0000,0.0000,1.9103,1.9103,0.4096
0.393,0.6159,0.0000,-0.0622,0.8731,0.0000,0.0000,1.9103,1.9103,0.4101
0.397,0.6043,0.0000,-0.0622,0.8730,0.0000,0.0000,1.9103,1.9103,0.4105
0.401,0.5925,0.0000,-0.0622,0.8729,0.0000,0.0000,1.9103,1.9103,0.4108
0.405,0.5807,0.0000,-0.0622,0.8722,0.0000,0.0000,1.8367,1.8367,0.4112
0.408,0.5696,0.0000,-0.0622,0.8722,0.0000,0.0000,1.8367,1.8367,0.4115
0.412,0.5583,0.0000,-0.0622,0.8721,0.0000,0.0000,1.8367,1.8367,0.4118
0.415,0.5485,0.0000,-0.0622,0.8721,0.0000,0.0000,1.8367,1.8367,0.4122
0.419,0.5358,0.0000,-0.0622,0.8727,0.0000,0.0000,1.8367,1.8367,0.4124
0.422,0.5263,0.0000,-0.0622,0.8731,0.0000,0.0000,1.8367,1.8367,0.4128
0.426,0.5147,0.0000,-0.0622,0.8730,0.0000,0.0000,1.7573,1.7573,0.4131
0.430,0.5020,0.0000,-0.0622,0.8730,0.0000,0.0000,1.7573,1.7573,0.4134
0.435,0.4865,0.0000,-0.0622,0.8729,0.0000,0.0000,1.7573,1.7573,0.4137
0.439,0.4751,0.0000,-0.0622,0.8728,0.0000,0.0000,1.7573,1.7573,0.4141
0.443,0.4621,0.0000,-0.0622,0.8727,0.0000,0.0000,1.6846,1.6846,0.4144
0.447,0.4491,0.0000,-0.0622,0.8733,0.0000,0.0000,1.6846,1.6846,0.4147
0.455,0.4242,0.0000,-0.0622,0.8737,0.0000,0.0000,1.6846,1.6846,0.4150
0.464,0.3954,0.0000,-0.0622,0.8742,0.0000,0.0000,1.3917,1.3917,0.4156
0.471,0.3726,0.0000,-0.0622,0.8734,0.0000,0.0000,1.3917,1.3917,0.4161
0.477,0.3549,0.0000,-0.0622,0.8745,0.0000,0.0000,1.3917,1.3917,0.4166
0.480,0.3447,0.0000,-0.0622,0.8746,0.0000,0.0000,1.3917,1.3917,0.4169
0.484,0.3321,0.0000,-0.0622,0.8643,-0.0104,0.0000,1.4333,1.4333,0.4171
0.488,0.3205,0.0000,-0.0622,0.8645,-0.0104,0.0000,1.4333,1.4333,0.4173
0.492,0.3083,0.0000,-0.0622,0.8652,-0.0104,0.0000,1.4333,1.4333,0.4176
0.495,0.2982,0.0000,-0.0622,0.8653,-0.0104,0.0000,1.4333,1.4333,0.4178
0.499,0.2860,0.0000,-0.0622,0.8659,-0.0104,0.0000,1.4333,1.4333,0.4180
0.503,0.2735,0.0000,-0.0622,0.8666,-0.0104,0.0000,1.4333,1.4333,0.4182
0.506,0.2611,0.0000,-0.0622,0.8667,-0.0109,0.0000,1.2558,1.2558,0.4184
0.510,0.2489,0.0000,-0.0622,0.8679,-0.0109,0.0000,1.2558,1.2558,0.4186
0.513,0.2390,0.0000,-0.0622,0.8679,-0.0109,0.0000,1.2558,1.2558,0.4188
0.517,0.2253,0.0000,-0.0622,0.8685,-0.0109,0.0000,1.2558,1.2558,0.4190
0.521,0.2146,0.0000,-0.0622,0.8689,-0.0109,0.0000,1.2558,1.2558,0.4192
0.525,0.2001,0.0000,-0.0622,0.8551,-0.0253,0.0000,1.2854,1.2854,0.4193
0.529,0.1876,0.0000,-0.0622,0.8555,-0.0253,0.0000,1.2854,1.2854,0.4195
0.533,0.1733,0.0000,-0.0622,0.8560,-0.0253,0.0000,1.2854,1.2854,0.4197
0.537,0.1582,0.0000,-0.0622,0.8565,-0.0253,0.0000,1.2854,1.2854,0.4200
0.543,0.1394,0.0000,-0.0622,0.8651,-0.0172,0.0000,1.0053,1.0053,0.4202
0.548,0.1210,0.0000,-0.0622,0.8656,-0.0172,0.0000,1.0053,1.0053,0.4204
0.552,0.1079,0.0000,-0.0622,0.8665,-0.0172,0.0000,1.0053,1.0053,0.4206
0.556,0.0946,0.0000,-0.0622,0.8668,-0.0172,0.0000,1.0053,1.0053,0.4207
0.559,0.0840,0.0000,-0.0622,0.8672,-0.0172,0.0000,1.0053,1.0053,0.4208
0.563,0.0720,0.0000,-0.0622,0.8568,-0.0280,0.0000,0.9519,0.9519,0.4210
0.567,0.0579,0.0000,-0.0622,0.8573,-0.0280,0.0000,0.9519,0.9519,0.4211
0.570,0.0453,0.0000,-0.0622,0.8572,-0.0280,0.0000,0.9519,0.9519,0.4212
0.574,0.0318,0.0000,-0.0622,0.8582,-0.0280,0.0000,0.9519,0.9519,0.4213
0.577,0.0206,0.0000,-0.0622,0.8585,-0.0280,0.0000,0.9519,0.9519,0.4214
0.581,0.0075,0.0000,-0.0622,0.8594,-0.0280,0.0000,0.9519,0.9519,0.4215
0.585,-0.0059,0.0000,-0.0622,0.8515,-0.0362,0.0000,0.8679,0.8679,0.4216
0.589,-0.0218,0.0000,-0.0622,0.8524,-0.0362,0.0000,0.8679,0.8679,0.4218
0.592,-0.0335,0.0000,-0.0622,0.8531,-0.0362,0.0000,0.8679,0.8679,0.4219
0.596,-0.0483,0.0000,-0.0622,0.8539,-0.0362,0.0000,0.8679,0.8679,0.4220
0.600,-0.0623,0.0000,-0.0622,0.8546,-0.0362,0.0000,0.8679,0.8679,0.4221
0.604,-0.0771,0.0000,-0.0622,0.8534,-0.0375,0.0000,0.7155,0.7155,0.4222
0.608,-0.0916,0.0000,-0.0622,0.8540,-0.0375,0.0000,0.7155,0.7155,0.4222
0.611,-0.1034,0.0000,-0.0622,0.8545,-0.0375,0.0000,0.7155,0.7155,0.4223
0.615,-0.1178,0.0000,-0.0622,0.8550,-0.0375,0.0000,0.7155,0.7155,0.4224
0.618,-0.1316,0.0000,-0.0622,0.8555,-0.0375,0.0000,0.7155,0.7155,0.4225
0.622,-0.1460,0.0000,-0.0622,0.8560,-0.0375,0.0000,0.7155,0.7155,0.4225
0.625,-0.1581,0.0000,-0.0622,0.8580,-0.0358,0.0000,0.5380,0.5380,0.4226
0.630,-0.1746,0.0000,-0.0622,0.8587,-0.0358,0.0000,0.5380,0.5380,0.4226
0.633,-0.1893,0.0000,-0.0622,0.8593,-0.0358,0.0000,0.5380,0.5380,0.4227
0.637,-0.2053,0.0000,-0.0622,0.8598,-0.0358,0.0000,0.5380,0.5380,0.4227
0.640,-0.2181,0.0000,-0.0622,0.8607,-0.0358,0.0000,0.5380,0.5380,0.4227
0.644,-0.2332,0.0000,-0.0622,0.8530,-0.0439,0.0000,0.4510,0.4510,0.4228
0.648,-0.2490,0.0000,-0.0622,0.8539,-0.0439,0.0000,0.4510,0.4510,0.4228
0.652,-0.2660,0.0000,-0.0622,0.8549,-0.0439,0.0000,0.4510,0.4510,0.4228
0.655,-0.2791,0.0000,-0.0622,0.8555,-0.0439,0.0000,0.4510,0.4510,0.4228
0.658,-0.2919,0.0000,-0.0622,0.8561,-0.0439,0.0000,0.4510,0.4510,0.4229
0.662,-0.3072,0.0000,-0.0622,0.8568,-0.0439,0.0000,0.4510,0.4510,0.4229
0.665,-0.3212,0.0000,-0.0622,0.8499,-0.0517,0.0000,0.3627,0.3627,0.4229
0.670,-0.3417,0.0000,-0.0622,0.8512,-0.0517,0.0000,0.3627,0.3627,0.4229
0.673,-0.3556,0.0000,-0.0622,0.8521,-0.0517,0.0000,0.3627,0.3627,0.4229
0.677,-0.3717,0.0000,-0.0622,0.8530,-0.0517,0.0000,0.3627,0.3627,0.4229
0.680,-0.3856,0.0000,-0.0622,0.8539,-0.0517,0.0000,0.3627,0.3627,0.4229
0.684,-0.4037,0.0000,-0.0622,0.8389,-0.0678,0.0000,0.3408,0.3408,0.4229
0.688,-0.4217,0.0000,-0.0622,0.8399,-0.0678,0.0000,0.3408,0.3408,0.4229
0.693,-0.4436,0.0000,-0.0622,0.8416,-0.0678,0.0000,0.3408,0.3408,0.4229
0.697,-0.4631,0.0000,-0.0622,0.8430,-0.0678,0.0000,0.3408,0.3408,0.4229
0.701,-0.4832,0.0000,-0.0622,0.8438,-0.0678,0.0000,0.3408,0.3408,0.4229
0.706,-0.5048,0.0000,-0.0622,0.8326,-0.0802,0.0000,0.2921,0.2921,0.4229
0.710,-0.5256,0.0000,-0.0622,0.8332,-0.0802,0.0000,0.2921,0.2921,0.4229
0.713,-0.5410,0.0000,-0.0622,0.8340,-0.0802,0.0000,0.2921,0.2921,0.4229
0.717,-0.5610,0.0000,-0.0622,0.8351,-0.0802,0.0000,0.2921,0.2921,0.4229
0.721,-0.5766,0.0000,-0.0622,0.8356,-0.0802,0.0000,0.2921,0.2921,0.4229
0.725,-0.5979,0.0000,-0.0622,0.8326,-0.0842,0.0000,0.1836,0.1836,0.4229
0.730,-0.6257,0.0000,-0.0622,0.8331,-0.0842,0.0000,0.1836,0.1836,0.4228
0.735,-0.6505,0.0000,-0.0622,0.8340,-0.0842,0.0000,0.1836,0.1836,0.4228
0.741,-0.6817,0.0000,-0.0622,0.8356,-0.0842,0.0000,0.1836,0.1836,0.4228
0.744,-0.7012,0.0000,-0.0622,0.8316,-0.0891,0.0000,0.0844,0.0844,0.4227
0.750,-0.7309,0.0000,-0.0622,0.8331,-0.0891,0.0000,0.0844,0.0844,0.4227
0.754,-0.7522,0.0000,-0.0622,0.8344,-0.0891,0.0000,0.0844,0.0844,0.4226
0.758,-0.7742,0.0000,-0.0622,0.8357,-0.0891,0.0000,0.0844,0.0844,0.4225
0.761,-0.7944,0.0000,-0.0622,0.8365,-0.0891,0.0000,0.0844,0.0844,0.4225
0.765,-0.8171,0.0000,-0.0622,0.8282,-0.0987,0.0000,0.0214,0.0214,0.4225
0.769,-0.8422,0.0000,-0.0622,0.8292,-0.0987,0.0000,0.0214,0.0214,0.4224
0.773,-0.8652,0.0000,-0.0622,0.8304,-0.0987,0.0000,0.0214,0.0214,0.4223
0.776,-0.8839,0.0000,-0.0622,0.8315,-0.0987,0.0000,0.0214,0.0214,0.4223
0.779,-0.9033,0.0000,-0.0622,0.8324,-0.0987,0.0000,0.0214,0.0214,0.4222
0.783,-0.9278,0.0000,-0.0622,0.8293,-0.1027,0.0000,-0.0761,-0.0761,0.4222
0.787,-0.9527,0.0000,-0.0622,0.8301,-0.1027,0.0000,-0.0761,-0.0761,0.4221
0.791,-0.9761,0.0000,-0.0622,0.8309,-0.1027,0.0000,-0.0761,-0.0761,0.4220
0.794,-0.9964,0.0000,-0.0622,0.8317,-0.1027,0.0000,-0.0761,-0.0761,0.4219
0.798,-1.0198,0.0000,-0.0622,0.8326,-0.1027,0.0000,-0.0761,-0.0761,0.4219
0.801,-1.0439,0.0000,-0.0622,0.8333,-0.1027,0.0000,-0.0761,-0.0761,0.4218
0.805,-1.0694,0.0000,-0.0622,0.8242,-0.1126,0.0000,-0.1288,-0.1288,0.4217
0.809,-1.0949,0.0000,-0.0622,0.8249,-0.1126,0.0000,-0.1288,-0.1288,0.4216
0.812,-1.1196,0.0000,-0.0622,0.8255,-0.1126,0.0000,-0.1288,-0.1288,0.4216
0.815,-1.1425,0.0000,-0.0622,0.8261,-0.1126,0.0000,-0.1288,-0.1288,0.4215
0.819,-1.1691,0.0000,-0.0622,0.8266,-0.1126,0.0000,-0.1288,-0.1288,0.4214
0.823,-1.1970,0.0000,-0.0622,0.8173,-0.1227,0.0000,-0.1746,-0.1746,0.4213
0.826,-1.2241,0.0000,-0.0622,0.8182,-0.1227,0.0000,-0.1746,-0.1746,0.4212
0.830,-1.2516,0.0000,-0.0622,0.8191,-0.1227,0.0000,-0.1746,-0.1746,0.4211
0.834,-1.2803,0.0000,-0.0622,0.8200,-0.1227,0.0000,-0.1746,-0.1746,0.4211
0.838,-1.3104,0.0000,-0.0622,0.8208,-0.1227,0.0000,-0.1746,-0.1746,0.4210
0.841,-1.3372,0.0000,-0.0622,0.8217,-0.1227,0.0000,-0.1746,-0.1746,0.4209
0.846,-1.3777,0.0000,-0.0622,0.8130,-0.1328,0.0000,-0.2146,-0.2146,0.4208
0.851,-1.4249,0.0000,-0.0622,0.8144,-0.1328,0.0000,-0.2146,-0.2146,0.4207
0.855,-1.4599,0.0000,-0.0622,0.8152,-0.1328,0.0000,-0.2146,-0.2146,0.4205
0.859,-1.4882,0.0000,-0.0622,0.8159,-0.1328,0.0000,-0.2146,-0.2146,0.4204
0.862,-1.5206,0.0000,-0.0622,0.8167,-0.1328,0.0000,-0.2146,-0.2146,0.4204
0.866,-1.5551,0.0000,-0.0622,0.8080,-0.1422,0.0000,-0.2537,-0.2537,0.4203
0.871,-1.5982,0.0000,-0.0622,0.8085,-0.1422,0.0000,-0.2537,-0.2537,0.4202
0.874,-1.6255,0.0000,-0.0622,0.8089,-0.1422,0.0000,-0.2537,-0.2537,0.4200
0.877,-1.6520,0.0000,-0.0622,0.8092,-0.1422,0.0000,-0.2537,-0.2537,0.4199
0.881,-1.6831,0.0000,-0.0622,0.8097,-0.1422,0.0000,-0.2537,-0.2537,0.4199
0.886,-1.7285,0.0000,-0.0622,0.8018,-0.1506,0.0000,-0.2926,-0.2926,0.4198
0.890,-1.7581,0.0000,-0.0622,0.8021,-0.1506,0.0000,-0.2926,-0.2926,0.4196
0.893,-1.7819,0.0000,-0.0622,0.8022,-0.1506,0.0000,-0.2926,-0.2926,0.4195
0.896,-1.8065,0.0000,-0.0622,0.8023,-0.1506,0.0000,-0.2926,-0.2926,0.4194
0.900,-1.8326,0.0000,-0.0622,0.8025,-0.1506,0.0000,-0.2926,-0.2926,0.4193
0.903,-1.8590,0.0000,-0.0622,0.7950,-0.1582,0.0000,-0.3315,-0.3315,0.4192
0.907,-1.8842,0.0000,-0.0622,0.7953,-0.1582,0.0000,-0.3315,-0.3315,0.4191
0.910,-1.9090,0.0000,-0.0622,0.7956,-0.1582,0.0000,-0.3315,-0.3315,0.4190
0.914,-1.9333,0.0000,-0.0622,0.7958,-0.1582,0.0000,-0.3315,-0.3315,0.4189
0.918,-1.9587,0.0000,-0.0622,0.7962,-0.1582,0.0000,-0.3315,-0.3315,0.4188
0.922,-1.9851,0.0000,-0.0622,0.7966,-0.1582,0.0000,-0.3315,-0.3315,0.4187
0.925,-2.0072,0.0000,-0.0622,0.7903,-0.1650,0.0000,-0.3701,-0.3701,0.4186
0.930,-2.0369,0.0000,-0.0622,0.7910,-0.1650,0.0000,-0.3701,-0.3701,0.4185
0.934,-2.0648,0.0000,-0.0622,0.7916,-0.1650,0.0000,-0.3701,-0.3701,0.4183
0.938,-2.0844,0.0000,-0.0622,0.7920,-0.1650,0.0000,-0.3701,-0.3701,0.4182
0.941,-2.1017,0.0000,-0.0622,0.7924,-0.1650,0.0000,-0.3701,-0.3701,0.4181
0.944,-2.1234,0.0000,-0.0622,0.7852,-0.1724,0.0000,-0.3967,-0.3967,0.4180
0.948,-2.1461,0.0000,-0.0622,0.7855,-0.1724,0.0000,-0.3967,-0.3967,0.4179
0.952,-2.1657,0.0000,-0.0622,0.7857,-0.1724,0.0000,-0.3967,-0.3967,0.4178
0.955,-2.1824,0.0000,-0.0622,0.7857,-0.1724,0.0000,-0.3967,-0.3967,0.4176
0.959,-2.2012,0.0000,-0.0622,0.7858,-0.1724,0.0000,-0.3967,-0.3967,0.4176
0.962,-2.2169,0.0000,-0.0622,0.7858,-0.1724,0.0000,-0.3967,-0.3967,0.4174
0.965,-2.2323,0.0000,-0.0622,0.7828,-0.1754,0.0000,-0.4521,-0.4521,0.4173
0.969,-2.2538,0.0000,-0.0622,0.7827,-0.1754,0.0000,-0.4521,-0.4521,0.4172
0.972,-2.2689,0.0000,-0.0622,0.7827,-0.1754,0.0000,-0.4521,-0.4521,0.4171
0.976,-2.2857,0.0000,-0.0622,0.7825,-0.1754,0.0000,-0.4521,-0.4521,0.4170
0.979,-2.3004,0.0000,-0.0622,0.7823,-0.1754,0.0000,-0.4521,-0.4521,0.4169
0.983,-2.3206,0.0000,-0.0622,0.7796,-0.1777,0.0000,-0.5079,-0.5079,0.4168
0.988,-2.3387,0.0000,-0.0622,0.7793,-0.1777,0.0000,-0.5079,-0.5079,0.4166
0.992,-2.3566,0.0000,-0.0622,0.7791,-0.1777,0.0000,-0.5079,-0.5079,0.4165
0.997,-2.3771,0.0000,-0.0622,0.7790,-0.1777,0.0000,-0.5079,-0.5079,0.4163
1.002,-2.3988,0.0000,-0.0622,0.7790,-0.1777,0.0000,-0.5079,-0.5079,0.4161
1.006,-2.4134,0.0000,-0.0622,0.7794,-0.1775,0.0000,-0.5819,-0.5819,0.4160
1.009,-2.4280,0.0000,-0.0622,0.7797,-0.1775,0.0000,-0.5819,-0.5819,0.4158
1.012,-2.4396,0.0000,-0.0622,0.7797,-0.1775,0.0000,-0.5819,-0.5819,0.4157
1.016,-2.4514,0.0000,-0.0622,0.7798,-0.1775,0.0000,-0.5819,-0.5819,0.4155
1.019,-2.4641,0.0000,-0.0622,0.7801,-0.1775,0.0000,-0.5819,-0.5819,0.4154
