Time,Input_Surge,Gain_Surge,Output_Surge,Input_Sway,Gain_Sway,Output_Sway,Input_Heave,Gain_Heave,Output_Heave
17.163,0.0167,-0.0560,-0.0821,-0.0024,0.0080,-0.0949,0.2063,-0.0169,0.8119
17.167,0.0167,-0.0560,-0.0821,-0.0024,0.0080,0.0080,0.2063,-0.0169,0.8119
17.172,-0.0056,-0.0560,-0.0821,0.0741,0.0080,0.0080,0.1441,-0.0169,0.8118
17.177,-0.0056,0.0187,-0.0819,0.0741,-0.2481,-0.1385,0.1441,0.1152,0.8120
17.181,-0.0056,0.0187,-0.0818,0.0741,-0.2481,-0.2481,0.1441,0.1152,0.8123
17.186,-0.0056,0.0187,-0.0816,0.0741,-0.2481,-0.2481,0.1441,0.1152,0.8125
17.190,0.0446,0.0187,-0.0815,0.0378,-0.2481,-0.2481,0.2054,0.1152,0.8128
17.196,0.0446,-0.1494,-0.0817,0.0378,-0.1267,-0.1267,0.2054,-0.1596,0.8123
17.200,0.0446,-0.1494,-0.0820,0.0378,-0.1267,-0.1267,0.2054,-0.1596,0.8117
17.205,0.0127,-0.1494,-0.0823,0.0386,-0.1267,-0.1267,0.1337,-0.1596,0.8112
17.213,0.0127,-0.0427,-0.0821,0.0386,-0.1294,-0.1294,0.1032,0.0805,0.8114
17.219,0.0127,-0.0427,-0.0819,0.0386,-0.1294,-0.1294,0.1032,0.0805,0.8116
17.224,0.0203,-0.0427,-0.0817,0.0346,-0.1294,-0.1294,0.1458,0.0805,0.8118
17.228,0.0203,-0.0680,-0.0817,0.0346,-0.1161,-0.1161,0.1164,-0.0622,0.8116
17.233,0.0203,-0.0680,-0.0818,0.0346,-0.1161,-0.1161,0.1164,-0.0622,0.8114
17.238,0.0295,-0.0680,-0.0818,0.0350,-0.1161,-0.1161,0.1232,-0.0622,0.8111
17.246,0.0295,-0.0987,-0.0819,0.0350,-0.1174,-0.1174,0.1232,-0.0849,0.8109
17.252,0.0295,-0.0987,-0.0821,0.0350,-0.1174,-0.1174,0.0967,-0.0849,0.8104
17.261,-0.0096,-0.0987,-0.0823,0.0518,-0.1174,-0.1174,0.0597,-0.0849,0.8100
17.266,-0.0096,0.0320,-0.0820,0.0518,-0.1734,-0.1734,0.0597,0.0392,0.8099
17.271,0.0123,0.0320,-0.0818,0.0561,-0.1734,-0.1734,0.0916,0.0392,0.8098
17.277,0.0123,-0.0414,-0.0817,0.0561,-0.1881,-0.1881,0.0916,-0.1409,0.8094
17.282,0.0123,-0.0414,-0.0815,0.0561,-0.1881,-0.1881,0.0916,-0.1409,0.8089
17.286,0.0123,-0.0414,-0.0814,0.0561,-0.1881,-0.1881,0.0916,-0.1409,0.8084
17.291,0.0478,-0.0414,-0.0812,0.0072,-0.1881,-0.1881,0.0357,-0.1409,0.8080
17.297,0.0478,-0.1601,-0.0815,0.0072,-0.0240,-0.0571,0.0357,-0.0515,0.8078
17.301,0.0478,-0.1601,-0.0819,0.0072,-0.0240,-0.0240,0.0357,-0.0515,0.8076
17.306,0.0904,-0.1601,-0.0821,0.0506,-0.0240,-0.0240,-0.0985,-0.0515,0.8074
17.311,0.0904,-0.3028,-0.0828,0.0506,-0.1694,-0.1614,-0.1190,0.3980,0.8084
17.316,0.0904,-0.3028,-0.0835,0.0506,-0.1694,-0.1694,-0.1190,0.3980,0.8096
17.321,0.0330,-0.3028,-0.0843,-0.0151,-0.1694,-0.1694,0.1287,0.3980,0.8107
17.325,0.0330,-0.1107,-0.0844,-0.0151,0.0507,0.0142,0.1287,-0.4317,0.8096
17.330,0.0330,-0.1107,-0.0845,-0.0151,0.0507,0.0507,0.0782,-0.4317,0.8084
17.335,0.0330,-0.1107,-0.0847,-0.0151,0.0507,0.0507,0.0782,-0.4317,0.8071
17.340,-0.0127,-0.1107,-0.0848,0.0398,0.0507,0.0507,-0.0126,-0.4317,0.8059
17.344,-0.0127,0.0427,-0.0846,0.0398,-0.1334,-0.1334,-0.0126,-0.1276,0.8055
17.349,-0.0127,0.0427,-0.0845,0.0398,-0.1334,-0.1334,-0.0597,-0.1276,0.8051
17.355,0.0490,0.0427,-0.0843,0.0597,-0.1334,-0.1334,-0.3078,-0.1276,0.8048
17.365,0.0490,-0.1641,-0.0847,0.0597,-0.2001,-0.2001,-0.3078,0.7035,0.8073
17.372,0.0060,-0.1641,-0.0853,0.0398,-0.2001,-0.2001,-0.1472,0.7035,0.8114
17.377,0.0060,-0.0200,-0.0851,0.0398,-0.1334,-0.1334,-0.1472,0.0272,0.8113
17.382,0.0060,-0.0200,-0.0849,0.0398,-0.1334,-0.1334,-0.1472,0.0272,0.8112
17.387,0.0060,-0.0200,-0.0847,0.0398,-0.1334,-0.1334,-0.1472,0.0272,0.8112
17.391,0.0530,-0.0200,-0.0845,0.0788,-0.1334,-0.1334,-0.2100,0.0272,0.8111
17.399,0.0530,-0.1774,-0.0848,0.0788,-0.2641,-0.2641,-0.2100,0.1179,0.8113
17.404,-0.0354,-0.1774,-0.0853,0.0179,-0.2641,-0.2641,-0.1925,0.1179,0.8118
17.419,-0.0354,0.1187,-0.0848,0.0179,-0.0600,-0.1159,-0.2437,0.0592,0.8119
17.426,0.0538,0.1187,-0.0833,0.0342,-0.0600,-0.0600,-0.2656,0.0592,0.8121
17.432,0.0538,-0.1801,-0.0838,0.0342,-0.1147,-0.1147,-0.3380,0.1325,0.8126
17.437,0.0538,-0.1801,-0.0841,0.0342,-0.1147,-0.1147,-0.3380,0.1325,0.8129
17.441,-0.0092,-0.1801,-0.0845,0.0346,-0.1147,-0.1147,-0.3336,0.1325,0.8132
17.446,-0.0092,0.0307,-0.0843,0.0346,-0.1161,-0.1161,-0.3336,0.1179,0.8135
17.451,-0.0092,0.0307,-0.0842,0.0346,-0.1161,-0.1161,-0.4086,0.1179,0.8137
17.456,0.0008,0.0307,-0.0840,0.0816,-0.1161,-0.1161,-0.3310,0.1179,0.8139
17.460,0.0008,-0.0027,-0.0838,0.0816,-0.2735,-0.2655,-0.3310,-0.1423,0.8134
17.466,0.0008,-0.0027,-0.0837,0.0816,-0.2735,-0.2735,-0.3310,-0.1423,0.8130
17.475,0.0398,-0.0027,-0.0835,0.0888,-0.2735,-0.2735,-0.3911,-0.1423,0.8124
17.480,0.0398,-0.1334,-0.0839,0.0888,-0.2975,-0.2975,-0.3911,-0.2290,0.8111
17.485,0.0398,-0.1334,-0.0841,0.0888,-0.2975,-0.2975,-0.3911,-0.2290,0.8103
17.489,-0.0191,-0.1334,-0.0843,0.0717,-0.2975,-0.2975,-0.4914,-0.2290,0.8097
17.495,-0.0191,0.0640,-0.0840,0.0717,-0.2401,-0.2401,-0.4914,-0.1516,0.8092
17.499,-0.0191,0.0640,-0.0836,0.0717,-0.2401,-0.2401,-0.4914,-0.1516,0.8087
17.504,-0.0191,0.0640,-0.0833,0.0717,-0.2401,-0.2401,-0.4914,-0.1516,0.8083
17.508,0.0327,0.0640,-0.0830,0.0324,-0.2401,-0.2401,-0.5922,-0.1516,0.8078
17.515,0.0327,-0.1094,-0.0831,0.0324,-0.0734,-0.1054,-0.5922,-0.0222,0.8078
17.520,-0.0111,-0.1094,-0.0833,0.0913,-0.0734,-0.0734,-0.5766,-0.0222,0.8078
17.525,-0.0111,0.0374,-0.0831,0.0913,-0.2708,-0.2445,-0.5766,-0.0742,0.8075
17.530,-0.0111,0.0374,-0.0830,0.1025,-0.2708,-0.2708,-0.6276,-0.0742,0.8072
17.535,-0.0111,0.0374,-0.0828,0.1025,-0.2708,-0.2708,-0.6276,-0.0742,0.8070
17.539,-0.0147,0.0374,-0.0827,0.1153,-0.2708,-0.2708,-0.5595,-0.0742,0.8067
17.544,-0.0147,0.0494,-0.0825,0.1153,-0.3135,-0.3135,-0.5595,-0.3023,0.8060
17.551,-0.0147,0.0494,-0.0824,0.1271,-0.3135,-0.3135,-0.6003,-0.3023,0.8050
17.556,-0.0084,0.0494,-0.0821,0.0726,-0.3135,-0.3135,-0.6548,-0.3023,0.8038
17.561,-0.0084,0.0280,-0.0820,0.0726,-0.1307,-0.1653,-0.6548,-0.1196,0.8034
17.566,-0.0084,0.0280,-0.0818,0.0726,-0.1307,-0.1307,-0.6548,-0.1196,0.8031
17.570,-0.0084,0.0280,-0.0817,0.0851,-0.1307,-0.1307,-0.6855,-0.1196,0.8028
17.575,0.0299,0.0280,-0.0816,0.1186,-0.1307,-0.1307,-0.6803,-0.1196,0.8025
17.582,0.0299,-0.1000,-0.0817,0.1186,-0.2428,-0.2428,-0.6803,-0.1369,0.8020
17.590,0.0462,-0.1000,-0.0819,0.0999,-0.2428,-0.2428,-0.7929,-0.1369,0.8016
17.596,0.0462,-0.1547,-0.0824,0.0999,-0.1427,-0.1427,-0.7929,0.1059,0.8021
17.600,0.0462,-0.1547,-0.0827,0.0999,-0.1427,-0.1427,-0.7929,0.1059,0.8024
17.605,-0.0223,-0.1547,-0.0829,0.1775,-0.1427,-0.1427,-0.7582,0.1059,0.8027
17.609,-0.0223,0.0747,-0.0826,0.1904,-0.4028,-0.2740,-0.7799,-0.0102,0.8027
17.614,-0.0223,0.0747,-0.0823,0.1904,-0.4028,-0.4028,-0.7799,-0.0102,0.8027
17.619,-0.0223,0.0747,-0.0819,0.1904,-0.4028,-0.4028,-0.7799,-0.0102,0.8027
17.624,0.0776,0.0747,-0.0815,0.0908,-0.4028,-0.4028,-0.7939,-0.0102,0.8027
17.629,0.0776,-0.2601,-0.0821,0.1029,-0.0694,-0.2677,-0.8194,0.0365,0.8027
17.634,0.0776,-0.2601,-0.0826,0.1029,-0.0694,-0.1245,-0.8194,0.0365,0.8027
17.638,-0.0175,-0.2601,-0.0832,0.1236,-0.0694,-0.0694,-0.7967,0.0365,0.8027
17.643,-0.0175,0.0587,-0.0829,0.1236,-0.1387,-0.1387,-0.7967,-0.0395,0.8027
17.647,-0.0175,0.0587,-0.0826,0.1236,-0.1387,-0.1387,-0.7967,-0.0395,0.8027
17.652,-0.0175,0.0587,-0.0823,0.1341,-0.1387,-0.1387,-0.8338,-0.0395,0.8027
17.657,0.0223,0.0587,-0.0820,0.1839,-0.1387,-0.1387,-0.8055,-0.0395,0.8027
17.662,0.0223,-0.0747,-0.0821,0.1839,-0.3055,-0.2846,-0.8055,-0.1342,0.8023
17.668,0.0223,-0.0747,-0.0821,0.1951,-0.3055,-0.3055,-0.8331,-0.1342,0.8020
17.674,0.0088,-0.0747,-0.0822,0.1676,-0.3055,-0.3055,-0.8534,-0.1342,0.8015
17.679,0.0088,-0.0293,-0.0820,0.1676,-0.2134,-0.2134,-0.8534,-0.0662,0.8012
17.684,0.0088,-0.0293,-0.0819,0.1676,-0.2134,-0.2134,-0.8534,-0.0662,0.8011
17.689,-0.0080,-0.0293,-0.0817,0.1849,-0.2134,-0.2134,-0.9167,-0.0662,0.8009
17.699,-0.0080,0.0267,-0.0815,0.1849,-0.2348,-0.2348,-0.9167,0.0565,0.8011
17.706,0.0263,0.0267,-0.0813,0.1312,-0.2348,-0.2348,-0.9633,0.0565,0.8014
17.711,0.0263,-0.0880,-0.0814,0.1413,-0.0547,-0.0547,-0.9934,0.2126,0.8023
17.717,0.0263,-0.0880,-0.0815,0.1413,-0.0547,-0.0547,-0.9934,0.2126,0.8029
17.722,0.0171,-0.0880,-0.0816,0.1731,-0.0547,-0.0547,-0.9245,0.2126,0.8037
17.727,0.0171,-0.0574,-0.0816,0.1731,-0.1614,-0.1614,-0.9245,-0.0182,0.8036
17.732,0.0171,-0.0574,-0.0816,0.1852,-0.1614,-0.1614,-0.9354,-0.0182,0.8036
17.737,-0.0179,-0.0574,-0.0817,0.1939,-0.1614,-0.1614,-0.9577,-0.0182,0.8036
17.741,-0.0179,0.0600,-0.0813,0.1939,-0.1908,-0.1908,-0.9577,0.0565,0.8038
17.746,-0.0179,0.0600,-0.0810,0.1939,-0.1908,-0.1908,-0.9577,0.0565,0.8039
17.751,-0.0179,0.0600,-0.0807,0.2071,-0.1908,-0.1908,-0.9556,0.0565,0.8041
17.756,0.0685,0.0600,-0.0804,0.1737,-0.1908,-0.1908,-1.0380,0.0565,0.8042
17.761,0.0685,-0.2294,-0.0809,0.1737,-0.0787,-0.0787,-1.0380,0.3326,0.8051
17.765,0.0685,-0.2294,-0.0815,0.1737,-0.0787,-0.0787,-1.0380,0.3326,0.8061
17.770,0.0685,-0.2294,-0.0819,0.1868,-0.0787,-0.0787,-1.0331,0.3326,0.8069
17.775,-0.0108,-0.2294,-0.0823,0.1752,-0.0787,-0.0787,-0.8699,0.3326,0.8077
17.780,-0.0108,0.0360,-0.0822,0.1752,-0.0400,-0.0400,-0.8699,-0.2143,0.8071
17.784,-0.0108,0.0360,-0.0820,0.1752,-0.0400,-0.0400,-0.8699,-0.2143,0.8064
17.788,0.0135,0.0360,-0.0819,0.1995,-0.0400,-0.0400,-0.9886,-0.2143,0.8059
17.794,0.0135,-0.0454,-0.0818,0.1995,-0.0747,-0.0747,-0.9886,0.2326,0.8064
17.800,0.0135,-0.0454,-0.0816,0.1995,-0.0747,-0.0747,-0.9886,0.2326,0.8072
17.808,0.0135,-0.0454,-0.0814,0.2373,-0.0747,-0.0747,-0.9026,0.2326,0.8079
17.814,0.0135,-0.0454,-0.0812,0.2373,-0.1561,-0.1561,-0.9026,-0.0049,0.8078
17.820,0.0135,-0.0454,-0.0810,0.2373,-0.1561,-0.1561,-0.9026,-0.0049,0.8078
17.826,0.0390,-0.0454,-0.0808,0.2481,-0.1561,-0.1561,-1.0038,-0.0049,0.8077
17.831,0.0390,-0.1307,-0.0811,0.2602,-0.1921,-0.1921,-0.9968,0.3340,0.8089
17.836,0.0390,-0.1307,-0.0813,0.2602,-0.1921,-0.1921,-0.9968,0.3340,0.8097
17.840,0.0267,-0.1307,-0.0815,0.2606,-0.1921,-0.1921,-0.9124,0.3340,0.8106
17.845,0.0267,-0.0894,-0.0816,0.2606,-0.1934,-0.1934,-0.9124,0.0512,0.8107
17.850,0.0267,-0.0894,-0.0817,0.2716,-0.1934,-0.1934,-0.9117,0.0512,0.8108
17.858,0.0135,-0.0894,-0.0818,0.2401,-0.1934,-0.1934,-0.9953,0.0512,0.8109
17.864,0.0135,-0.0454,-0.0816,0.2401,-0.0880,-0.0880,-0.9953,0.3313,0.8124
17.868,0.0135,-0.0454,-0.0814,0.2494,-0.0880,-0.0880,-1.0038,0.3313,0.8133
17.873,0.0036,-0.0454,-0.0813,0.2359,-0.0880,-0.0880,-0.9346,0.3313,0.8141
17.878,0.0036,-0.0120,-0.0811,0.2359,-0.0427,-0.0427,-0.9346,0.0992,0.8143
17.882,0.0036,-0.0120,-0.0810,0.2359,-0.0427,-0.0427,-0.9346,0.0992,0.8145
17.887,0.0036,-0.0120,-0.0808,0.2359,-0.0427,-0.0427,-0.9346,0.0992,0.8147
17.892,0.0163,-0.0120,-0.0807,0.3023,-0.0427,-0.0427,-0.9390,0.0992,0.8148
17.897,0.0163,-0.0547,-0.0807,0.3023,-0.2308,-0.1891,-0.9390,0.1219,0.8151
17.902,0.0163,-0.0547,-0.0807,0.3023,-0.2308,-0.2308,-0.9390,0.1219,0.8154
17.906,0.0418,-0.0547,-0.0807,0.2952,-0.2308,-0.2308,-1.0071,0.1219,0.8156
17.912,0.0418,-0.1401,-0.0810,0.3067,-0.2068,-0.2068,-0.9914,0.3500,0.8164
17.922,0.0151,-0.1401,-0.0813,0.2896,-0.2068,-0.2068,-0.9078,0.3500,0.8175
17.926,0.0151,-0.0507,-0.0813,0.2896,-0.1494,-0.1494,-0.9078,0.0698,0.8177
17.931,0.0151,-0.0507,-0.0813,0.3021,-0.1494,-0.1494,-0.8794,0.0698,0.8177
17.937,0.0565,-0.0507,-0.0813,0.2929,-0.1494,-0.1494,-0.8989,0.0698,0.8178
17.942,0.0565,-0.1894,-0.0817,0.2929,-0.1187,-0.1187,-0.8989,0.1352,0.8181
17.947,0.0565,-0.1894,-0.0821,0.2929,-0.1187,-0.1187,-0.8989,0.1352,0.8184
17.952,0.0565,-0.1894,-0.0825,0.3063,-0.1187,-0.1187,-0.8587,0.1352,0.8187
17.957,0.0350,-0.1894,-0.0829,0.2907,-0.1187,-0.1187,-0.8328,0.1352,0.8189
17.962,0.0350,-0.1174,-0.0831,0.2907,-0.0667,-0.0667,-0.8328,0.0485,0.8188
17.967,0.0350,-0.1174,-0.0832,0.2907,-0.0667,-0.0667,-0.8328,0.0485,0.8187
17.973,0.0382,-0.1174,-0.0834,0.3186,-0.0667,-0.0667,-0.8118,0.0485,0.8186
17.979,0.0382,-0.1281,-0.0836,0.3186,-0.1134,-0.1134,-0.8118,0.1512,0.8189
17.984,0.0382,-0.1281,-0.0839,0.3186,-0.1134,-0.1134,-0.8118,0.1512,0.8193
17.988,0.0028,-0.1281,-0.0841,0.3386,-0.1134,-0.1134,-0.7310,0.1512,0.8196
17.993,0.0028,-0.0093,-0.0839,0.3386,-0.1267,-0.1267,-0.7310,0.1339,0.8198
17.998,0.0028,-0.0093,-0.0838,0.3386,-0.1267,-0.1267,-0.7310,0.1339,0.8201
18.002,0.0028,-0.0093,-0.0836,0.3386,-0.1267,-0.1267,-0.7310,0.1339,0.8203
18.010,0.0119,-0.0093,-0.0835,0.3391,-0.1267,-0.1267,-0.5708,0.1339,0.8205
18.016,0.0119,-0.0400,-0.0832,0.3391,-0.0787,-0.0787,-0.5708,-0.1489,0.8197
18.021,0.0064,-0.0400,-0.0830,0.3693,-0.0787,-0.0787,-0.5401,-0.1489,0.8190
18.030,0.0064,-0.0213,-0.0828,0.3838,-0.1801,-0.1801,-0.4568,-0.2516,0.8181
18.035,0.0064,-0.0213,-0.0825,0.3838,-0.1801,-0.1801,-0.4568,-0.2516,0.8166
18.040,-0.0482,-0.0213,-0.0824,0.3576,-0.1801,-0.1801,-0.4476,-0.2516,0.8157
18.045,-0.0482,0.1614,-0.0818,0.3576,-0.0920,-0.0920,-0.4476,-0.2823,0.8148
18.049,-0.0482,0.1614,-0.0812,0.3718,-0.0920,-0.0920,-0.3560,-0.2823,0.8140
18.055,0.0366,0.1614,-0.0806,0.4224,-0.0920,-0.0920,-0.5073,-0.2823,0.8131
18.061,0.0366,-0.1227,-0.0809,0.4224,-0.2615,-0.2568,-0.5073,0.2246,0.8138
18.065,0.0366,-0.1227,-0.0811,0.4224,-0.2615,-0.2615,-0.5073,0.2246,0.8144
18.070,0.0366,-0.1227,-0.0813,0.4335,-0.2615,-0.2615,-0.4300,0.2246,0.8149
18.075,-0.0004,-0.1227,-0.0815,0.4554,-0.2615,-0.2615,-0.4017,0.2246,0.8154
18.080,-0.0004,0.0013,-0.0813,0.4554,-0.3348,-0.3348,-0.4017,0.1299,0.8157
18.084,-0.0004,0.0013,-0.0812,0.4554,-0.3348,-0.3348,-0.4017,0.1299,0.8160
18.090,0.0028,0.0013,-0.0810,0.4018,-0.3348,-0.3348,-0.2505,0.1299,0.8162
18.095,0.0028,-0.0093,-0.0809,0.4018,-0.1214,-0.1596,-0.2505,-0.1036,0.8157
18.100,0.0028,-0.0093,-0.0807,0.4018,-0.1214,-0.1214,-0.2505,-0.1036,0.8153
18.104,-0.0315,-0.0093,-0.0806,0.4333,-0.1214,-0.1214,-0.2381,-0.1036,0.8149
18.109,-0.0315,0.1054,-0.0802,0.4441,-0.2268,-0.2268,-0.1383,-0.1449,0.8145
18.115,-0.0315,0.1054,-0.0798,0.4441,-0.2268,-0.2268,-0.1383,-0.1449,0.8140
18.120,-0.0315,0.1054,-0.0793,0.4441,-0.2268,-0.2268,-0.1383,-0.1449,0.8134
18.129,0.0032,0.1054,-0.0788,0.4595,-0.2268,-0.2268,-0.0871,-0.1449,0.8129
18.139,-0.0048,-0.0107,-0.0786,0.4507,-0.2441,-0.2441,-0.0345,0.0458,0.8127
18.144,-0.0048,0.0160,-0.0783,0.4507,-0.2148,-0.2148,-0.0345,-0.1302,0.8118
18.148,-0.0048,0.0160,-0.0782,0.4606,-0.2148,-0.2148,0.0861,-0.1302,0.8114
18.154,-0.0048,0.0160,-0.0781,0.4606,-0.2148,-0.2148,0.0861,-0.1302,0.8110
18.161,0.0585,0.0160,-0.0779,0.4642,-0.2148,-0.2148,-0.0378,-0.1302,0.8105
18.165,0.0585,-0.1961,-0.0786,0.4642,-0.2268,-0.2268,-0.0378,0.2846,0.8116
18.170,0.0585,-0.1961,-0.0790,0.4729,-0.2268,-0.2268,0.0883,0.2846,0.8123
18.175,-0.0362,-0.1961,-0.0793,0.4570,-0.2268,-0.2268,0.2037,0.2846,0.8129
18.180,-0.0362,0.1214,-0.0789,0.4570,-0.1734,-0.1734,0.2037,-0.1022,0.8125
18.184,-0.0362,0.1214,-0.0784,0.4570,-0.1734,-0.1734,0.2037,-0.1022,0.8122
18.188,0.0311,0.1214,-0.0779,0.4643,-0.1734,-0.1734,0.3434,-0.1022,0.8118
18.194,0.0311,-0.1040,-0.0781,0.4643,-0.1747,-0.1747,0.3434,-0.1543,0.8114
18.200,0.0311,-0.1040,-0.0783,0.4643,-0.1747,-0.1747,0.3434,-0.1543,0.8108
18.205,-0.0374,-0.1040,-0.0785,0.4925,-0.1747,-0.1747,0.3295,-0.1543,0.8102
18.210,-0.0374,0.1254,-0.0780,0.4982,-0.2695,-0.2695,0.4570,-0.1076,0.8098
18.215,-0.0374,0.1254,-0.0775,0.4982,-0.2695,-0.2695,0.4570,-0.1076,0.8095
18.220,-0.0374,0.1254,-0.0770,0.4982,-0.2695,-0.2695,0.4570,-0.1076,0.8091
18.224,0.0215,0.1254,-0.0766,0.4655,-0.2695,-0.2695,0.4300,-0.1076,0.8088
18.230,0.0215,-0.0720,-0.0767,0.4698,-0.1601,-0.1601,0.5587,-0.0169,0.8087
18.240,0.0490,-0.0720,-0.0768,0.4961,-0.1601,-0.1601,0.5257,-0.0169,0.8087
18.245,0.0490,-0.1641,-0.0775,0.4961,-0.2481,-0.2481,0.5257,0.0939,0.8091
18.250,0.0490,-0.1641,-0.0779,0.4974,-0.2481,-0.2481,0.6363,0.0939,0.8094
18.255,-0.0147,-0.1641,-0.0782,0.4922,-0.2481,-0.2481,0.7534,0.0939,0.8096
18.261,-0.0147,0.0494,-0.0781,0.4922,-0.2308,-0.2308,0.7534,-0.2983,0.8087
18.265,-0.0147,0.0494,-0.0779,0.4922,-0.2308,-0.2308,0.7534,-0.2983,0.8076
18.270,-0.0147,0.0494,-0.0778,0.4919,-0.2308,-0.2308,0.8597,-0.2983,0.8068
18.276,0.0004,0.0494,-0.0777,0.5062,-0.2308,-0.2308,0.8182,-0.2983,0.8060
18.283,0.0004,-0.0013,-0.0776,0.5062,-0.2788,-0.2788,0.8182,-0.1596,0.8054
18.288,0.0147,-0.0013,-0.0774,0.5310,-0.2788,-0.2788,0.8661,-0.1596,0.8047
18.293,0.0147,-0.0494,-0.0773,0.5310,-0.3668,-0.3668,0.8661,0.0352,0.8047
18.298,0.0147,-0.0494,-0.0771,0.5310,-0.3668,-0.3668,0.8661,0.0352,0.8047
18.303,0.0147,-0.0494,-0.0770,0.5310,-0.3668,-0.3668,0.8661,0.0352,0.8047
18.307,-0.0024,-0.0494,-0.0769,0.5445,-0.3668,-0.3668,0.8255,0.0352,0.8047
18.315,-0.0024,0.0080,-0.0768,0.5418,-0.4122,-0.4122,0.9303,0.1712,0.8051
18.320,-0.0024,0.0080,-0.0766,0.5418,-0.4122,-0.4122,0.9303,0.1712,0.8058
18.325,0.0557,0.0080,-0.0765,0.4674,-0.4122,-0.4122,0.9323,0.1712,0.8063
18.331,0.0557,-0.1868,-0.0769,0.4640,-0.1627,-0.2798,1.0423,0.1646,0.8067
18.340,-0.0187,-0.1868,-0.0774,0.4995,-0.1627,-0.1627,1.1259,0.1646,0.8073
18.346,-0.0187,0.0627,-0.0768,0.4995,-0.2815,-0.2815,1.1259,-0.1156,0.8066
18.351,-0.0187,0.0627,-0.0765,0.4950,-0.2815,-0.2815,1.2337,-0.1156,0.8061
18.356,-0.0569,0.0627,-0.0762,0.4596,-0.2815,-0.2815,1.3058,-0.1156,0.8058
18.361,-0.0569,0.1908,-0.0756,0.4596,-0.1627,-0.1627,1.3058,-0.3570,0.8048
18.365,-0.0569,0.1908,-0.0749,0.4596,-0.1627,-0.1627,1.3058,-0.3570,0.8038
18.370,-0.0569,0.1908,-0.0744,0.4548,-0.1627,-0.1627,1.4225,-0.3570,0.8028
18.374,0.0462,0.1908,-0.0738,0.4723,-0.1627,-0.1627,1.3568,-0.3570,0.8019
18.379,0.0462,-0.1547,-0.0741,0.4723,-0.2214,-0.2214,1.3568,-0.1369,0.8015
18.384,0.0462,-0.1547,-0.0745,0.4723,-0.2214,-0.2214,1.3568,-0.1369,0.8011
18.388,0.0147,-0.1547,-0.0748,0.4909,-0.2214,-0.2214,1.4828,-0.1369,0.8008
18.393,0.0147,-0.0494,-0.0747,0.4909,-0.3028,-0.3028,1.4828,-0.1556,0.8004
18.398,0.0147,-0.0494,-0.0746,0.4909,-0.3028,-0.3028,1.4828,-0.1556,0.8000
18.402,0.0147,-0.0494,-0.0745,0.4909,-0.3028,-0.3028,1.4828,-0.1556,0.7996
18.407,0.0765,-0.0494,-0.0744,0.4547,-0.3028,-0.3028,1.4262,-0.1556,0.7992
18.412,0.0765,-0.2561,-0.0750,0.4481,-0.1814,-0.1814,1.5481,0.0338,0.7992
18.417,0.0765,-0.2561,-0.0756,0.4481,-0.1814,-0.1814,1.5481,0.0338,0.7993
18.421,0.0319,-0.2561,-0.0762,0.4808,-0.1814,-0.1814,1.5445,0.0338,0.7993
18.426,0.0319,-0.1067,-0.0764,0.4808,-0.2908,-0.2908,1.5445,0.0458,0.7993
18.431,0.0319,-0.1067,-0.0766,0.4728,-0.2908,-0.2908,1.6583,0.0458,0.7993
18.439,0.0267,-0.1067,-0.0768,0.4517,-0.2908,-0.2908,1.6738,0.0458,0.7994
18.449,0.0267,-0.0894,-0.0770,0.4427,-0.2201,-0.2201,1.7852,-0.0062,0.7994
18.454,-0.0080,-0.0894,-0.0773,0.4371,-0.2201,-0.2201,1.8346,-0.0062,0.7995
18.459,-0.0080,0.0267,-0.0772,0.4371,-0.2014,-0.2014,1.8346,-0.1716,0.7990
18.467,-0.0080,0.0267,-0.0771,0.4371,-0.2014,-0.2014,1.8346,-0.1716,0.7985
18.471,0.0518,0.0267,-0.0769,0.3986,-0.2014,-0.2014,1.8937,-0.1716,0.7978
18.476,0.0518,-0.1734,-0.0772,0.3986,-0.1067,-0.1067,1.8937,-0.0275,0.7979
18.481,0.0518,-0.1734,-0.0776,0.3986,-0.1067,-0.1067,1.8937,-0.0275,0.7979
18.485,0.0518,-0.1734,-0.0780,0.3986,-0.1067,-0.1067,1.8937,-0.0275,0.7979
18.490,-0.0315,-0.1734,-0.0783,0.4451,-0.1067,-0.1067,1.9974,-0.0275,0.7980
18.495,-0.0315,0.1054,-0.0779,0.4451,-0.2988,-0.2356,1.9974,-0.0369,0.7980
18.500,-0.0315,0.1054,-0.0775,0.4451,-0.2988,-0.2988,1.9974,-0.0369,0.7980
18.505,0.0111,0.1054,-0.0770,0.4009,-0.2988,-0.2988,1.9564,-0.0369,0.7981
18.509,0.0111,-0.0374,-0.0769,0.3891,-0.1507,-0.1630,2.0455,0.1005,0.7984
18.515,0.0111,-0.0374,-0.0768,0.3891,-0.1507,-0.1507,2.0455,0.1005,0.7987
18.520,0.0111,-0.0374,-0.0767,0.3891,-0.1507,-0.1507,2.0455,0.1005,0.7990
18.524,0.0279,-0.0374,-0.0766,0.4309,-0.1507,-0.1507,2.0348,0.1005,0.7993
18.529,0.0279,-0.0934,-0.0767,0.4184,-0.2908,-0.2905,2.1155,0.1365,0.7997
18.534,0.0279,-0.0934,-0.0769,0.4184,-0.2908,-0.2908,2.1155,0.1365,0.8001
