Time,Input_Surge,Applied_Surge,Output_Surge,Input_Sway,Applied_Sway,Output_Sway,Input_Heave,Applied_Heave,Output_Heave
0.241,2.9366,0.0835,-0.0580,0.0912,0.0172,0.0172,1.3862,1.3862,0.4381
0.251,2.9367,0.0835,-0.0580,0.0870,0.0172,0.0172,1.3862,1.3862,0.4383
0.256,2.9424,0.0893,-0.0580,0.1183,0.0471,0.0172,1.5782,1.5782,0.4387
0.261,2.9425,0.0893,-0.0580,0.1199,0.0471,0.0471,1.5782,1.5782,0.4389
0.267,2.9425,0.0893,-0.0580,0.1174,0.0471,0.0471,1.5782,1.5782,0.4391
0.272,2.9425,0.0893,-0.0580,0.1189,0.0471,0.0471,1.5782,1.5782,0.4394
0.277,2.9188,0.0655,-0.0580,0.0955,0.0258,0.0471,1.1709,1.1709,0.4396
0.284,2.9189,0.0655,-0.0580,0.0924,0.0258,0.0258,1.1709,1.1709,0.4397
0.289,2.9189,0.0655,-0.0580,0.0906,0.0258,0.0258,1.1709,1.1709,0.4399
0.294,2.9170,0.0636,-0.0580,0.1063,0.0434,0.0258,1.1833,1.1833,0.4400
0.301,2.9170,0.0636,-0.0580,0.1037,0.0434,0.0434,1.1833,1.1833,0.4401
0.306,2.9170,0.0636,-0.0580,0.1018,0.0434,0.0434,1.1833,1.1833,0.4403
0.316,2.9157,0.0622,-0.0580,0.1168,0.0621,0.0434,1.2044,1.2044,0.4404
0.323,2.9157,0.0622,-0.0580,0.1146,0.0621,0.0621,1.2044,1.2044,0.4407
0.329,2.9158,0.0622,-0.0581,0.1128,0.0621,0.0621,1.2044,1.2044,0.4408
0.336,2.9045,0.0509,-0.0581,0.1146,0.0604,0.0621,1.0367,1.0367,0.4410
0.344,2.9045,0.0509,-0.0581,0.1180,0.0604,0.0604,1.0367,1.0367,0.4411
0.355,2.8941,0.0405,-0.0581,0.1128,0.0590,0.0604,0.8755,0.8755,0.4412
0.361,2.8942,0.0405,-0.0581,0.1107,0.0590,0.0590,0.8755,0.8755,0.4413
0.367,2.8942,0.0405,-0.0582,0.1090,0.0590,0.0590,0.8755,0.8755,0.4413
0.372,2.8942,0.0405,-0.0582,0.1074,0.0590,0.0590,0.8755,0.8755,0.4414
0.379,2.8848,0.0310,-0.0582,0.1043,0.0578,0.0590,0.7188,0.7188,0.4414
0.384,2.8848,0.0310,-0.0582,0.1027,0.0578,0.0578,0.7188,0.7188,0.4414
0.389,2.8848,0.0310,-0.0583,0.1016,0.0578,0.0578,0.7188,0.7188,0.4414
0.393,2.8841,0.0303,-0.0583,0.1155,0.0729,0.0578,0.7277,0.7277,0.4414
0.399,2.8841,0.0303,-0.0583,0.1140,0.0729,0.0729,0.7277,0.7277,0.4414
0.404,2.8841,0.0303,-0.0583,0.1129,0.0729,0.0729,0.7277,0.7277,0.4414
0.408,2.8842,0.0303,-0.0583,0.1117,0.0729,0.0729,0.7277,0.7277,0.4414
0.413,2.8761,0.0223,-0.0584,0.1079,0.0701,0.0729,0.5639,0.5639,0.4414
0.419,2.8761,0.0223,-0.0584,0.1065,0.0701,0.0701,0.5639,0.5639,0.4413
0.423,2.8761,0.0223,-0.0584,0.1055,0.0701,0.0701,0.5639,0.5639,0.4413
0.427,2.8761,0.0223,-0.0584,0.1046,0.0701,0.0701,0.5639,0.5639,0.4413
0.432,2.8761,0.0223,-0.0584,0.1036,0.0701,0.0701,0.5639,0.5639,0.4412
0.436,2.8692,0.0154,-0.0585,0.1000,0.0673,0.0701,0.4006,0.4006,0.4412
0.441,2.8693,0.0154,-0.0585,0.0990,0.0673,0.0673,0.4006,0.4006,0.4411
0.446,2.8693,0.0154,-0.0585,0.0982,0.0673,0.0673,0.4006,0.4006,0.4410
0.452,2.8693,0.0154,-0.0585,0.1025,0.0673,0.0673,0.4006,0.4006,0.4410
0.462,2.8686,0.0146,-0.0585,0.1090,0.0761,0.0673,0.3809,0.3809,0.4409
0.475,2.8539,0.0000,-0.0586,0.1028,0.0723,0.0761,0.2076,0.2076,0.4407
0.485,2.8540,0.0000,-0.0586,0.1010,0.0723,0.0723,0.2076,0.2076,0.4404
0.491,2.8540,0.0000,-0.0587,0.0999,0.0723,0.0723,0.2076,0.2076,0.4401
0.497,2.8540,0.0000,-0.0587,0.1194,0.0867,0.0723,0.3213,0.3213,0.4400
0.506,2.8540,0.0000,-0.0587,0.1177,0.0867,0.0867,0.3213,0.3213,0.4398
0.512,2.8540,0.0000,-0.0587,0.1167,0.0867,0.0867,0.3213,0.3213,0.4397
0.518,2.8540,0.0000,-0.0588,0.1115,0.0827,0.0867,0.1429,0.1429,0.4396
0.524,2.8540,0.0000,-0.0588,0.1104,0.0827,0.0827,0.1429,0.1429,0.4394
0.529,2.8540,0.0000,-0.0588,0.1097,0.0827,0.0827,0.1429,0.1429,0.4392
0.534,2.8540,0.0000,-0.0588,0.1124,0.0863,0.0827,0.1149,0.1149,0.4391
0.540,2.8540,0.0000,-0.0588,0.1115,0.0863,0.0863,0.1149,0.1149,0.4389
0.545,2.8540,0.0000,-0.0589,0.1159,0.0863,0.0863,0.1149,0.1149,0.4388
0.552,2.8541,0.0000,-0.0589,0.1146,0.0863,0.0863,0.1149,0.1149,0.4386
0.561,2.8541,0.0000,-0.0589,0.1158,0.0891,0.0863,0.0860,0.0860,0.4385
0.567,2.8541,0.0000,-0.0589,0.1149,0.0891,0.0891,0.0860,0.0860,0.4382
0.572,2.8541,0.0000,-0.0590,0.1140,0.0891,0.0891,0.0860,0.0860,0.4380
0.577,2.8541,0.0000,-0.0590,0.1205,0.0910,0.0891,0.0535,0.0535,0.4379
0.583,2.8541,0.0000,-0.0590,0.1256,0.0910,0.0910,0.0535,0.0535,0.4377
0.588,2.8541,0.0000,-0.0590,0.1244,0.0910,0.0910,0.0535,0.0535,0.4376
0.593,2.8541,0.0000,-0.0590,0.1246,0.0921,0.0910,0.0159,0.0159,0.4374
0.601,2.8541,0.0000,-0.0591,0.1231,0.0921,0.0921,0.0159,0.0159,0.4372
0.606,2.8541,0.0000,-0.0591,0.1221,0.0921,0.0921,0.0159,0.0159,0.4370
0.611,2.8541,0.0000,-0.0591,0.1213,0.0921,0.0921,0.0159,0.0159,0.4368
0.617,2.8541,0.0000,-0.0591,0.1169,0.0889,0.0921,-0.1479,-0.1479,0.4367
0.628,2.8541,0.0000,-0.0591,0.1151,0.0889,0.0889,-0.1479,-0.1479,0.4364
0.637,2.8541,0.0000,-0.0592,0.1200,0.0952,0.0889,-0.0178,-0.0178,0.4360
0.642,2.8541,0.0000,-0.0592,0.1192,0.0952,0.0952,-0.0178,-0.0178,0.4357
0.648,2.8541,0.0000,-0.0592,0.1184,0.0952,0.0952,-0.0178,-0.0178,0.4356
0.657,2.8541,0.0000,-0.0592,0.1121,0.1010,0.0952,0.0918,0.0918,0.4354
0.669,2.8541,0.0000,-0.0593,0.1113,0.1010,0.1010,0.0918,0.0918,0.4352
0.674,2.8541,0.0000,-0.0593,0.1122,0.1022,0.1010,0.0715,0.0715,0.4349
0.680,2.8541,0.0000,-0.0593,0.1118,0.1022,0.1022,0.0715,0.0715,0.4347
0.687,2.8542,0.0000,-0.0593,0.1114,0.1022,0.1022,0.0715,0.0715,0.4346
0.693,2.8542,0.0000,-0.0594,0.1122,0.1033,0.1022,0.0448,0.0448,0.4344
0.700,2.8542,0.0000,-0.0594,0.1118,0.1033,0.1033,0.0448,0.0448,0.4342
0.706,2.8542,0.0000,-0.0594,0.1036,0.1033,0.1033,0.0448,0.0448,0.4340
0.711,2.8542,0.0000,-0.0594,0.0969,0.1033,0.1033,0.0448,0.0448,0.4339
0.718,2.8542,0.0000,-0.0594,0.0980,0.1042,0.1033,0.0090,0.0090,0.4337
0.725,2.8542,0.0000,-0.0594,0.0983,0.1042,0.1042,0.0090,0.0090,0.4335
0.731,2.8542,0.0000,-0.0595,0.0985,0.1042,0.1042,0.0090,0.0090,0.4333
0.738,2.8542,0.0000,-0.0595,0.0992,0.1046,0.1042,-0.0371,-0.0371,0.4331
0.747,2.8542,0.0000,-0.0595,0.0995,0.1046,0.1046,-0.0371,-0.0371,0.4329
0.752,2.8542,0.0000,-0.0595,0.0997,0.1046,0.1046,-0.0371,-0.0371,0.4327
0.758,2.8542,0.0000,-0.0595,0.0944,0.0992,0.1046,-0.2094,-0.2094,0.4326
0.769,2.8542,0.0000,-0.0596,0.0947,0.0992,0.0992,-0.2094,-0.2094,0.4323
0.778,2.8542,0.0000,-0.0596,0.1014,0.1056,0.0992,-0.1592,-0.1592,0.4319
0.787,2.8542,0.0000,-0.0596,0.0889,0.1056,0.1056,-0.1592,-0.1592,0.4316
0.792,2.8542,0.0000,-0.0596,0.0893,0.1056,0.1056,-0.1592,-0.1592,0.4313
0.797,2.8542,0.0000,-0.0597,0.0830,0.0987,0.1056,-0.3399,-0.3399,0.4311
0.803,2.8486,0.0000,-0.0597,0.0836,0.0987,0.0987,-0.3399,-0.3399,0.4309
0.808,2.7702,0.0000,-0.0597,0.0840,0.0987,0.0987,-0.3399,-0.3399,0.4307
0.812,2.6919,0.0000,-0.0597,0.0844,0.0987,0.0987,-0.3399,-0.3399,0.4305
0.817,2.6062,0.0000,-0.0597,0.0835,0.1047,0.0987,-0.3286,-0.3286,0.4303
0.823,2.5110,0.0000,-0.0597,0.0842,0.1047,0.1047,-0.3286,-0.3286,0.4301
0.827,2.4424,0.0000,-0.0597,0.0847,0.1047,0.1047,-0.3286,-0.3286,0.4298
0.833,2.3496,0.0000,-0.0597,0.0842,0.1034,0.1047,-0.4206,-0.4206,0.4297
0.838,2.2691,0.0000,-0.0598,0.0848,0.1034,0.1034,-0.4206,-0.4206,0.4294
0.843,2.1933,0.0000,-0.0598,0.0854,0.1034,0.1034,-0.4206,-0.4206,0.4292
0.849,2.1155,0.0000,-0.0598,0.0781,0.1034,0.1034,-0.4206,-0.4206,0.4289
0.854,2.0488,0.0000,-0.0598,0.0843,0.1089,0.1034,-0.4338,-0.4338,0.4287
0.859,1.9798,0.0000,-0.0598,0.0850,0.1089,0.1089,-0.4338,-0.4338,0.4285
0.863,1.9267,0.0000,-0.0598,0.0856,0.1089,0.1089,-0.4338,-0.4338,0.4283
0.868,1.8579,0.0000,-0.0598,0.0786,0.1089,0.1089,-0.4338,-0.4338,0.4281
0.877,1.7545,0.0000,-0.0599,0.0825,0.1112,0.1089,-0.4865,-0.4865,0.4278
0.881,1.6959,0.0000,-0.0599,0.0833,0.1112,0.1112,-0.4865,-0.4865,0.4275
0.886,1.6485,0.0000,-0.0599,0.0840,0.1112,0.1112,-0.4865,-0.4865,0.4272
0.889,1.6069,0.0000,-0.0599,0.0846,0.1112,0.1112,-0.4865,-0.4865,0.4270
0.893,1.5668,0.0000,-0.0599,0.0727,0.0987,0.1112,-0.6921,-0.6921,0.4269
0.898,1.5164,0.0000,-0.0599,0.0734,0.0987,0.0987,-0.6921,-0.6921,0.4267
0.911,1.3735,0.0000,-0.0599,0.0755,0.0987,0.0987,-0.6921,-0.6921,0.4264
0.918,1.3110,0.0000,-0.0600,0.0863,0.1086,0.0987,-0.6851,-0.6851,0.4257
0.923,1.2572,0.0000,-0.0600,0.0870,0.1086,0.1086,-0.6851,-0.6851,0.4253
0.931,1.1852,0.0000,-0.0600,0.0881,0.1086,0.1086,-0.6851,-0.6851,0.4250
0.937,1.1349,0.0000,-0.0600,0.0985,0.1183,0.1086,-0.6833,-0.6833,0.4246
0.942,1.0982,0.0000,-0.0600,0.0927,0.1183,0.1183,-0.6833,-0.6833,0.4243
0.945,1.0710,0.0000,-0.0600,0.0932,0.1183,0.1183,-0.6833,-0.6833,0.4240
0.949,1.0406,0.0000,-0.0600,0.0938,0.1183,0.1183,-0.6833,-0.6833,0.4239
0.954,1.0033,0.0000,-0.0600,0.1040,0.1278,0.1183,-0.6855,-0.6855,0.4237
0.958,0.9700,0.0000,-0.0601,0.0983,0.1278,0.1278,-0.6855,-0.6855,0.4234
0.961,0.9451,0.0000,-0.0601,0.0941,0.1278,0.1278,-0.6855,-0.6855,0.4232
0.965,0.9184,0.0000,-0.0601,0.0949,0.1278,0.1278,-0.6855,-0.6855,0.4230
0.969,0.8916,0.0000,-0.0601,0.0956,0.1278,0.1278,-0.6855,-0.6855,0.4228
0.972,0.8684,0.0000,-0.0601,0.0962,0.1278,0.1278,-0.6855,-0.6855,0.4226
0.976,0.8383,0.0000,-0.0601,0.1005,0.1313,0.1278,-0.7374,-0.7374,0.4225
0.985,0.7821,0.0000,-0.0601,0.1020,0.1313,0.1313,-0.7374,-0.7374,0.4222
0.988,0.7599,0.0000,-0.0601,0.1026,0.1313,0.1313,-0.7374,-0.7374,0.4218
0.991,0.7389,0.0000,-0.0601,0.1032,0.1313,0.1313,-0.7374,-0.7374,0.4216
0.995,0.7184,0.0000,-0.0601,0.1163,0.1438,0.1313,-0.7194,-0.7194,0.4214
0.999,0.6929,0.0000,-0.0602,0.1170,0.1438,0.1438,-0.7194,-0.7194,0.4213
1.002,0.6720,0.0000,-0.0602,0.1126,0.1438,0.1438,-0.7194,-0.7194,0.4211
1.006,0.6529,0.0000,-0.0602,0.1132,0.1438,0.1438,-0.7194,-0.7194,0.4209
1.009,0.6336,0.0000,-0.0602,0.1138,0.1438,0.1438,-0.7194,-0.7194,0.4207
1.012,0.6152,0.0000,-0.0602,0.1144,0.1438,0.1438,-0.7194,-0.7194,0.4205
1.016,0.5928,0.0000,-0.0602,0.1212,0.1557,0.1438,-0.7059,-0.7059,0.4204
1.020,0.5709,0.0000,-0.0602,0.1221,0.1557,0.1557,-0.7059,-0.7059,0.4202
1.024,0.5533,0.0000,-0.0602,0.1180,0.1557,0.1557,-0.7059,-0.7059,0.4200
1.027,0.5357,0.0000,-0.0602,0.1188,0.1557,0.1557,-0.7059,-0.7059,0.4198
1.031,0.5142,0.0000,-0.0602,0.1138,0.1557,0.1557,-0.7059,-0.7059,0.4197
1.036,0.4914,0.0000,-0.0602,0.1243,0.1652,0.1557,-0.7095,-0.7095,0.4195
1.040,0.4694,0.0000,-0.0602,0.1191,0.1652,0.1652,-0.7095,-0.7095,0.4192
1.044,0.4530,0.0000,-0.0603,0.1200,0.1652,0.1652,-0.7095,-0.7095,0.4190
1.048,0.4354,0.0000,-0.0603,0.1157,0.1652,0.1652,-0.7095,-0.7095,0.4188
1.052,0.4169,0.0000,-0.0603,0.1169,0.1652,0.1652,-0.7095,-0.7095,0.4187
1.055,0.4014,0.0000,-0.0603,0.1247,0.1720,0.1652,-0.7307,-0.7307,0.4185
1.059,0.3844,0.0000,-0.0603,0.1204,0.1720,0.1720,-0.7307,-0.7307,0.4183
1.062,0.3693,0.0000,-0.0603,0.1215,0.1720,0.1720,-0.7307,-0.7307,0.4181
1.066,0.3526,0.0000,-0.0603,0.1226,0.1720,0.1720,-0.7307,-0.7307,0.4180
1.070,0.3383,0.0000,-0.0603,0.1188,0.1720,0.1720,-0.7307,-0.7307,0.4178
1.073,0.3249,0.0000,-0.0603,0.1261,0.1783,0.1720,-0.7552,-0.7552,0.4176
1.078,0.3038,0.0000,-0.0603,0.1204,0.1783,0.1783,-0.7552,-0.7552,0.4174
1.087,0.2700,0.0000,-0.0603,0.1113,0.1783,0.1783,-0.7552,-0.7552,0.4172
1.091,0.2529,0.0000,-0.0603,0.1068,0.1783,0.1783,-0.7552,-0.7552,0.4168
1.095,0.2397,0.0000,-0.0604,0.1092,0.1842,0.1783,-0.7805,-0.7805,0.4166
1.099,0.2233,0.0000,-0.0604,0.1112,0.1842,0.1842,-0.7805,-0.7805,0.4164
1.103,0.2108,0.0000,-0.0604,0.1078,0.1842,0.1842,-0.7805,-0.7805,0.4162
1.106,0.1992,0.0000,-0.0604,0.1093,0.1842,0.1842,-0.7805,-0.7805,0.4160
1.110,0.1856,0.0000,-0.0604,0.1055,0.1842,0.1842,-0.7805,-0.7805,0.4158
1.114,0.1702,0.0000,-0.0604,0.1069,0.1897,0.1842,-0.8066,-0.8066,0.4156
1.120,0.1523,0.0000,-0.0604,0.1096,0.1897,0.1897,-0.8066,-0.8066,0.4154
1.123,0.1409,0.0000,-0.0604,0.1112,0.1897,0.1897,-0.8066,-0.8066,0.4152
1.127,0.1291,0.0000,-0.0604,0.1078,0.1897,0.1897,-0.8066,-0.8066,0.4150
1.130,0.1188,0.0000,-0.0604,0.1049,0.1897,0.1897,-0.8066,-0.8066,0.4148
1.134,0.1067,0.0000,-0.0604,0.1067,0.1950,0.1897,-0.8328,-0.8328,0.4147
1.138,0.0946,0.0000,-0.0604,0.1033,0.1950,0.1950,-0.8328,-0.8328,0.4145
1.141,0.0843,0.0000,-0.0604,0.1004,0.1950,0.1950,-0.8328,-0.8328,0.4143
1.144,0.0745,0.0000,-0.0605,0.0976,0.1950,0.1950,-0.8328,-0.8328,0.4141
1.148,0.0636,0.0000,-0.0605,0.0947,0.1950,0.1950,-0.8328,-0.8328,0.4139
1.152,0.0523,0.0000,-0.0605,0.0916,0.1950,0.1950,-0.8328,-0.8328,0.4138
1.156,0.0405,0.0000,-0.0605,0.0934,0.2000,0.1950,-0.8584,-0.8584,0.4136
1.161,0.0276,0.0000,-0.0605,0.0900,0.2000,0.2000,-0.8584,-0.8584,0.4134
1.164,0.0172,0.0000,-0.0605,0.0872,0.2000,0.2000,-0.8584,-0.8584,0.4131
1.168,0.0067,0.0000,-0.0605,0.0898,0.2000,0.2000,-0.8584,-0.8584,0.4129
1.172,-0.0025,0.0000,-0.0605,0.0921,0.2000,0.2000,-0.8584,-0.8584,0.4128
1.176,-0.0135,0.0000,-0.0605,0.0939,0.2049,0.2000,-0.8829,-0.8829,0.4126
1.180,-0.0259,0.0000,-0.0605,0.0905,0.2049,0.2049,-0.8829,-0.8829,0.4124
1.187,-0.0429,0.0000,-0.0605,0.0859,0.2049,0.2049,-0.8829,-0.8829,0.4121
1.196,-0.0652,0.0000,-0.0605,0.0846,0.2094,0.2049,-0.9064,-0.9064,0.4118
1.202,-0.0806,0.0000,-0.0606,0.0806,0.2094,0.2094,-0.9064,-0.9064,0.4114
1.207,-0.0920,0.0000,-0.0606,0.0778,0.2094,0.2094,-0.9064,-0.9064,0.4111
1.210,-0.1011,0.0000,-0.0606,0.0755,0.2094,0.2094,-0.9064,-0.9064,0.4108
1.214,-0.1090,0.0000,-0.0606,0.0760,0.2137,0.2094,-0.9289,-0.9289,0.4107
1.218,-0.1197,0.0000,-0.0606,0.0735,0.2137,0.2137,-0.9289,-0.9289,0.4105
1.222,-0.1284,0.0000,-0.0606,0.0693,0.2137,0.2137,-0.9289,-0.9289,0.4103
1.225,-0.1360,0.0000,-0.0606,0.0676,0.2137,0.2137,-0.9289,-0.9289,0.4101
1.229,-0.1442,0.0000,-0.0606,0.0658,0.2137,0.2137,-0.9289,-0.9289,0.4099
1.237,-0.1628,0.0000,-0.0606,0.0567,0.2132,0.2137,-0.9852,-0.9852,0.4097
1.243,-0.1758,0.0000,-0.0606,0.0542,0.2132,0.2132,-0.9852,-0.9852,0.4093
1.246,-0.1837,0.0000,-0.0606,0.0527,0.2132,0.2132,-0.9852,-0.9852,0.4090
1.250,-0.1922,0.0000,-0.0606,0.0511,0.2132,0.2132,-0.9852,-0.9852,0.4088
1.254,-0.1997,0.0000,-0.0606,0.0418,0.2071,0.2132,-1.0831,-1.0831,0.4086
1.257,-0.2084,0.0000,-0.0607,0.0403,0.2071,0.2071,-1.0831,-1.0831,0.4084
1.261,-0.2156,0.0000,-0.0607,0.0390,0.2071,0.2071,-1.0831,-1.0831,0.4082
1.265,-0.2238,0.0000,-0.0607,0.0377,0.2071,0.2071,-1.0831,-1.0831,0.4080
1.268,-0.2318,0.0000,-0.0607,0.0343,0.2071,0.2071,-1.0831,-1.0831,0.4078
1.272,-0.2389,0.0000,-0.0607,0.0314,0.2071,0.2071,-1.0831,-1.0831,0.4076
1.275,-0.2459,0.0000,-0.0607,0.0247,0.2014,0.2071,-1.1784,-1.1784,0.4074
1.279,-0.2544,0.0000,-0.0607,0.0213,0.2014,0.2014,-1.1784,-1.1784,0.4072
1.283,-0.2626,0.0000,-0.0607,0.0202,0.2014,0.2014,-1.1784,-1.1784,0.4070
1.286,-0.2701,0.0000,-0.0607,0.0173,0.2014,0.2014,-1.1784,-1.1784,0.4068
1.289,-0.2772,0.0000,-0.0607,0.0146,0.2014,0.2014,-1.1784,-1.1784,0.4066
1.294,-0.2869,0.0000,-0.0607,0.0064,0.1968,0.2014,-1.2655,-1.2655,0.4064
1.302,-0.3041,0.0000,-0.0607,-0.0032,0.1968,0.1968,-1.2655,-1.2655,0.4061
1.305,-0.3114,0.0000,-0.0607,-0.0037,0.1968,0.1968,-1.2655,-1.2655,0.4056
1.309,-0.3186,0.0000,-0.0607,-0.0075,0.1968,0.1968,-1.2655,-1.2655,0.4054
1.312,-0.3260,0.0000,-0.0607,-0.0114,0.1968,0.1968,-1.2655,-1.2655,0.4052
1.316,-0.3338,0.0000,-0.0607,-0.0153,0.1933,0.1968,-1.3440,-1.3440,0.4050
1.320,-0.3426,0.0000,-0.0608,-0.0197,0.1933,0.1933,-1.3440,-1.3440,0.4047
1.323,-0.3499,0.0000,-0.0608,-0.0232,0.1933,0.1933,-1.3440,-1.3440,0.4045
1.326,-0.3570,0.0000,-0.0608,-0.0266,0.1933,0.1933,-1.3440,-1.3440,0.4043
1.330,-0.3643,0.0000,-0.0608,-0.0300,0.1933,0.1933,-1.3440,-1.3440,0.4040
1.333,-0.3725,0.0000,-0.0608,-0.0376,0.1907,0.1933,-1.4133,-1.4133,0.4038
1.337,-0.3811,0.0000,-0.0608,-0.0413,0.1907,0.1907,-1.4133,-1.4133,0.4036
1.341,-0.3884,0.0000,-0.0608,-0.0443,0.1907,0.1907,-1.4133,-1.4133,0.4033
1.345,-0.3979,0.0000,-0.0608,-0.0482,0.1907,0.1907,-1.4133,-1.4133,0.4031
1.349,-0.4065,0.0000,-0.0608,-0.0515,0.1907,0.1907,-1.4133,-1.4133,0.4028
1.352,-0.4144,0.0000,-0.0608,-0.0545,0.1907,0.1907,-1.4133,-1.4133,0.4026
1.356,-0.4220,0.0000,-0.0608,-0.0588,0.1892,0.1907,-1.4716,-1.4716,0.4023
1.360,-0.4318,0.0000,-0.0608,-0.0623,0.1892,0.1892,-1.4716,-1.4716,0.4021
1.364,-0.4410,0.0000,-0.0608,-0.0654,0.1892,0.1892,-1.4716,-1.4716,0.4018
1.368,-0.4504,0.0000,-0.0608,-0.0685,0.1892,0.1892,-1.4716,-1.4716,0.4015
1.371,-0.4587,0.0000,-0.0608,-0.0724,0.1892,0.1892,-1.4716,-1.4716,0.4013
1.375,-0.4678,0.0000,-0.0608,-0.0758,0.1886,0.1892,-1.5203,-1.5203,0.4010
1.380,-0.4785,0.0000,-0.0608,-0.0805,0.1886,0.1886,-1.5203,-1.5203,0.4008
1.387,-0.4982,0.0000,-0.0608,-0.0886,0.1886,0.1886,-1.5203,-1.5203,0.4005
1.392,-0.5100,0.0000,-0.0609,-0.0931,0.1886,0.1886,-1.5203,-1.5203,0.3999
1.396,-0.5189,0.0000,-0.0609,-0.0951,0.1886,0.1886,-1.5597,-1.5597,0.3996
1.401,-0.5331,0.0000,-0.0609,-0.1002,0.1886,0.1886,-1.5597,-1.5597,0.3993
1.409,-0.5532,0.0000,-0.0609,-0.1069,0.1886,0.1886,-1.5597,-1.5597,0.3990
1.412,-0.5627,0.0000,-0.0609,-0.1098,0.1886,0.1886,-1.5597,-1.5597,0.3984
1.416,-0.5730,0.0000,-0.0609,-0.1138,0.1877,0.1886,-1.6047,-1.6047,0.3982
