Time,Input_Surge,Applied_Surge,Output_Surge,Input_Sway,Applied_Sway,Output_Sway,Input_Heave,Applied_Heave,Output_Heave
0.127,0.8886,0.8886,-0.0604,-2.3357,-2.3357,-2.3523,0.6752,0.6752,0.6342
0.131,0.9328,0.9328,-0.0602,-2.3224,-2.3224,-2.3357,0.6752,0.6752,0.6343
0.136,0.9850,0.9850,-0.0600,-2.3064,-2.3064,-2.3224,0.6752,0.6752,0.6343
0.145,1.0936,1.0936,-0.0598,-2.2656,-2.2656,-2.3064,0.6676,0.6676,0.6343
0.155,1.1960,1.1960,-0.0593,-2.2317,-2.2317,-2.2656,0.6676,0.6676,0.6344
0.159,1.2372,1.2372,-0.0588,-2.2102,-2.2102,-2.2317,0.5467,0.5467,0.6345
0.165,1.2952,1.2952,-0.0585,-2.1901,-2.1901,-2.2102,0.5467,0.5467,0.6345
0.170,1.3366,1.3366,-0.0582,-2.1754,-2.1754,-2.1901,0.5467,0.5467,0.6345
0.173,1.3685,1.3685,-0.0579,-2.1639,-2.1639,-2.1754,0.5467,0.5467,0.6345
0.178,1.4086,1.4086,-0.0577,-2.1444,-2.1444,-2.1639,0.5266,0.5266,0.6345
0.182,1.4443,1.4443,-0.0574,-2.1310,-2.1310,-2.1444,0.5266,0.5266,0.6345
0.185,1.4718,1.4718,-0.0571,-2.1205,-2.1205,-2.1310,0.5266,0.5266,0.6345
0.188,1.4988,1.4988,-0.0569,-2.1100,-2.1100,-2.1205,0.5266,0.5266,0.6345
0.192,1.5300,1.5300,-0.0567,-2.0975,-2.0975,-2.1100,0.5266,0.5266,0.6345
0.196,1.5595,1.5595,-0.0564,-2.0856,-2.0856,-2.0975,0.5266,0.5266,0.6345
0.199,1.5857,1.5857,-0.0561,-2.0707,-2.0707,-2.0856,0.4974,0.4974,0.6345
0.203,1.6153,1.6153,-0.0559,-2.0582,-2.0582,-2.0707,0.4974,0.4974,0.6345
0.206,1.6395,1.6395,-0.0556,-2.0477,-2.0477,-2.0582,0.4974,0.4974,0.6345
0.211,1.6725,1.6725,-0.0554,-2.0332,-2.0332,-2.0477,0.4974,0.4974,0.6345
0.214,1.6975,1.6975,-0.0550,-2.0220,-2.0220,-2.0332,0.4974,0.4974,0.6345
0.219,1.7286,1.7286,-0.0548,-2.0044,-2.0044,-2.0220,0.4678,0.4678,0.6345
0.223,1.7581,1.7581,-0.0544,-1.9904,-1.9904,-2.0044,0.4678,0.4678,0.6345
0.227,1.7848,1.7848,-0.0541,-1.9774,-1.9774,-1.9904,0.4678,0.4678,0.6345
0.231,1.8070,1.8070,-0.0537,-1.9663,-1.9663,-1.9774,0.4678,0.4678,0.6345
0.234,1.8282,1.8282,-0.0535,-1.9556,-1.9556,-1.9663,0.4678,0.4678,0.6345
0.237,1.8488,1.8488,-0.0532,-1.9425,-1.9425,-1.9556,0.4309,0.4309,0.6344
0.243,1.8822,1.8822,-0.0529,-1.9245,-1.9245,-1.9425,0.4309,0.4309,0.6344
0.248,1.9102,1.9102,-0.0524,-1.9090,-1.9090,-1.9245,0.4309,0.4309,0.6344
0.255,1.9501,1.9501,-0.0520,-1.8857,-1.8857,-1.9090,0.4309,0.4309,0.6344
0.259,1.9722,1.9722,-0.0514,-1.8664,-1.8664,-1.8857,0.2913,0.2913,0.6344
0.263,1.9944,1.9944,-0.0511,-1.8527,-1.8527,-1.8664,0.2913,0.2913,0.6343
0.266,2.0112,2.0112,-0.0507,-1.8421,-1.8421,-1.8527,0.2913,0.2913,0.6343
0.270,2.0287,2.0287,-0.0504,-1.8307,-1.8307,-1.8421,0.2913,0.2913,0.6342
0.273,2.0457,2.0457,-0.0501,-1.8195,-1.8195,-1.8307,0.2913,0.2913,0.6342
0.277,2.0646,2.0646,-0.0498,-1.8133,-1.8133,-1.8195,0.3777,0.3777,0.6342
0.281,2.0841,2.0841,-0.0495,-1.7996,-1.7996,-1.8133,0.3777,0.3777,0.6341
0.285,2.1000,2.1000,-0.0491,-1.7881,-1.7881,-1.7996,0.3777,0.3777,0.6341
0.289,2.1192,2.1192,-0.0488,-1.7738,-1.7738,-1.7881,0.3777,0.3777,0.6341
0.298,2.1610,2.1610,-0.0484,-1.7379,-1.7379,-1.7738,0.2909,0.2909,0.6341
0.304,2.1837,2.1837,-0.0475,-1.7190,-1.7190,-1.7379,0.2909,0.2909,0.6340
0.308,2.2023,2.2023,-0.0470,-1.7028,-1.7028,-1.7190,0.2909,0.2909,0.6339
0.312,2.2177,2.2177,-0.0466,-1.6890,-1.6890,-1.7028,0.2909,0.2909,0.6338
0.316,2.2304,2.2304,-0.0462,-1.6773,-1.6773,-1.6890,0.2909,0.2909,0.6338
0.320,2.2464,2.2464,-0.0459,-1.6604,-1.6604,-1.6773,0.2078,0.2078,0.6338
0.326,2.2664,2.2664,-0.0455,-1.6404,-1.6404,-1.6604,0.2078,0.2078,0.6337
0.330,2.2814,2.2814,-0.0450,-1.6250,-1.6250,-1.6404,0.2078,0.2078,0.6336
0.333,2.2269,2.2269,-0.0446,-1.6119,-1.6119,-1.6250,0.2078,0.2078,0.6336
0.337,2.1656,2.1656,-0.0442,-1.5959,-1.5959,-1.6119,0.1259,0.1259,0.6335
0.342,2.0876,2.0876,-0.0439,-1.5765,-1.5765,-1.5959,0.1259,0.1259,0.6334
0.346,2.0244,2.0244,-0.0435,-1.5604,-1.5604,-1.5765,0.1259,0.1259,0.6333
0.350,1.9704,1.9704,-0.0431,-1.5463,-1.5463,-1.5604,0.1259,0.1259,0.6333
0.353,1.9197,1.9197,-0.0429,-1.5327,-1.5327,-1.5463,0.1259,0.1259,0.6332
0.358,1.8526,1.8526,-0.0426,-1.5197,-1.5197,-1.5327,0.1275,0.1275,0.6332
0.365,1.7384,1.7384,-0.0423,-1.4858,-1.4858,-1.5197,0.1275,0.1275,0.6331
0.369,1.6891,1.6891,-0.0418,-1.4706,-1.4706,-1.4858,0.1275,0.1275,0.6329
0.372,1.6441,1.6441,-0.0416,-1.4561,-1.4561,-1.4706,0.1275,0.1275,0.6329
0.376,1.5964,1.5964,-0.0414,-1.4403,-1.4403,-1.4561,0.1275,0.1275,0.6328
0.379,1.5513,1.5513,-0.0412,-1.4297,-1.4297,-1.4403,0.1219,0.1219,0.6327
0.383,1.5025,1.5025,-0.0410,-1.4119,-1.4119,-1.4297,0.1219,0.1219,0.6327
0.386,1.4639,1.4639,-0.0408,-1.3971,-1.3971,-1.4119,0.1219,0.1219,0.6326
0.390,1.4267,1.4267,-0.0406,-1.3818,-1.3818,-1.3971,0.1219,0.1219,0.6326
0.394,1.3867,1.3867,-0.0404,-1.3646,-1.3646,-1.3818,0.1219,0.1219,0.6325
0.397,1.3517,1.3517,-0.0403,-1.3532,-1.3532,-1.3646,0.1085,0.1085,0.6324
0.401,1.3136,1.3136,-0.0401,-1.3343,-1.3343,-1.3532,0.1085,0.1085,0.6324
0.404,1.2846,1.2846,-0.0399,-1.3188,-1.3188,-1.3343,0.1085,0.1085,0.6323
0.408,1.2559,1.2559,-0.0398,-1.3018,-1.3018,-1.3188,0.1085,0.1085,0.6322
0.414,1.2097,1.2097,-0.0397,-1.2699,-1.2699,-1.3018,0.1085,0.1085,0.6322
0.420,1.1743,1.1743,-0.0394,-1.2416,-1.2416,-1.2699,0.0607,0.0607,0.6321
0.425,1.1546,1.1546,-0.0392,-1.2203,-1.2203,-1.2416,0.0607,0.0607,0.6319
0.429,1.1385,1.1385,-0.0391,-1.1979,-1.1979,-1.2203,0.0607,0.0607,0.6319
0.435,1.1251,1.1251,-0.0389,-1.1682,-1.1682,-1.1979,0.0607,0.0607,0.6318
0.438,1.1321,1.1321,-0.0388,-1.1395,-1.1395,-1.1682,-0.1482,-0.1482,0.6316
0.443,1.1319,1.1319,-0.0386,-1.1161,-1.1161,-1.1395,-0.1482,-0.1482,0.6315
0.450,1.1437,1.1437,-0.0385,-1.0768,-1.0768,-1.1161,-0.1482,-0.1482,0.6314
0.455,1.1578,1.1578,-0.0383,-1.0537,-1.0537,-1.0768,-0.1482,-0.1482,0.6312
0.458,1.2048,1.2048,-0.0381,-1.0370,-1.0370,-1.0537,-0.1874,-0.1874,0.6311
0.464,1.2365,1.2365,-0.0380,-1.0072,-1.0072,-1.0370,-0.1874,-0.1874,0.6309
0.471,1.2903,1.2903,-0.0378,-0.9704,-0.9704,-1.0072,-0.1874,-0.1874,0.6308
0.474,1.3248,1.3248,-0.0375,-0.9516,-0.9516,-0.9704,-0.1874,-0.1874,0.6306
0.478,1.4118,1.4118,-0.0374,-0.9370,-0.9370,-0.9516,-0.1535,-0.1535,0.6304
0.482,1.4474,1.4474,-0.0372,-0.9157,-0.9157,-0.9370,-0.1535,-0.1535,0.6303
0.485,1.4760,1.4760,-0.0370,-0.8976,-0.8976,-0.9157,-0.1535,-0.1535,0.6302
0.489,1.5068,1.5068,-0.0369,-0.8781,-0.8781,-0.8976,-0.1535,-0.1535,0.6301
0.493,1.5401,1.5401,-0.0367,-0.8562,-0.8562,-0.8781,-0.1535,-0.1535,0.6300
0.496,1.5696,1.5696,-0.0365,-0.8364,-0.8364,-0.8562,-0.1535,-0.1535,0.6299
0.499,1.6628,1.6628,-0.0364,-0.8183,-0.8183,-0.8364,-0.1899,-0.1899,0.6298
0.504,1.6983,1.6983,-0.0362,-0.7927,-0.7927,-0.8183,-0.1899,-0.1899,0.6297
0.507,1.7266,1.7266,-0.0359,-0.7712,-0.7712,-0.7927,-0.1899,-0.1899,0.6296
0.511,1.7562,1.7562,-0.0357,-0.7483,-0.7483,-0.7712,-0.1899,-0.1899,0.6295
0.514,1.7806,1.7806,-0.0355,-0.7286,-0.7286,-0.7483,-0.1899,-0.1899,0.6294
0.518,1.8865,1.8865,-0.0353,-0.7129,-0.7129,-0.7286,-0.1652,-0.1652,0.6293
0.522,1.9163,1.9163,-0.0351,-0.6869,-0.6869,-0.7129,-0.1652,-0.1652,0.6292
0.526,1.9439,1.9439,-0.0348,-0.6619,-0.6619,-0.6869,-0.1652,-0.1652,0.6291
0.530,1.9700,1.9700,-0.0345,-0.6371,-0.6371,-0.6619,-0.1652,-0.1652,0.6289
0.533,1.9939,1.9939,-0.0343,-0.6139,-0.6139,-0.6371,-0.1652,-0.1652,0.6288
0.536,2.1087,2.1087,-0.0340,-0.5944,-0.5944,-0.6139,-0.1480,-0.1480,0.6287
0.541,2.1406,2.1406,-0.0338,-0.5602,-0.5602,-0.5944,-0.1480,-0.1480,0.6286
0.545,2.1637,2.1637,-0.0334,-0.5345,-0.5345,-0.5602,-0.1480,-0.1480,0.6285
0.552,2.2051,2.2051,-0.0331,-0.4847,-0.4847,-0.5345,-0.1480,-0.1480,0.6284
0.560,2.3541,2.3541,-0.0326,-0.4255,-0.4255,-0.4847,-0.1377,-0.1377,0.6282
0.568,2.3992,2.3992,-0.0319,-0.3606,-0.3606,-0.4255,-0.1377,-0.1377,0.6280
0.579,2.5740,2.5740,-0.0312,-0.2654,-0.2654,-0.3606,-0.1342,-0.1342,0.6278
0.589,2.6275,2.6275,-0.0302,-0.1654,-0.1654,-0.2654,-0.1342,-0.1342,0.6276
0.594,2.6483,2.6483,-0.0291,-0.1241,-0.1241,-0.1654,-0.1342,-0.1342,0.6273
0.602,2.8100,2.8100,-0.0287,-0.0405,-0.0405,-0.1241,-0.1556,-0.1556,0.6272
0.608,2.7841,2.7841,-0.0278,0.0228,0.0228,-0.0405,-0.1556,-0.1556,0.6270
0.612,2.6967,2.6967,-0.0272,0.0651,0.0651,0.0228,-0.1556,-0.1556,0.6268
0.616,2.6199,2.6199,-0.0268,0.1015,0.1015,0.0651,-0.1556,-0.1556,0.6267
0.620,2.6678,2.6678,-0.0265,0.1454,0.1454,0.1015,-0.1851,-0.1851,0.6266
0.624,2.5730,2.5730,-0.0261,0.1899,0.1899,0.1454,-0.1851,-0.1851,0.6265
0.628,2.4745,2.4745,-0.0257,0.2362,0.2362,0.1899,-0.1851,-0.1851,0.6264
0.632,2.3889,2.3889,-0.0254,0.2763,0.2763,0.2362,-0.1851,-0.1851,0.6263
0.636,2.2917,2.2917,-0.0251,0.3221,0.3221,0.2763,-0.1851,-0.1851,0.6262
0.639,2.3480,2.3480,-0.0248,0.3634,0.3634,0.3221,-0.2107,-0.2107,0.6261
0.644,2.2322,2.2322,-0.0245,0.3716,0.3716,0.3634,-0.2107,-0.2107,0.6260
0.648,2.1246,2.1246,-0.0242,0.3426,0.3426,0.3716,-0.2107,-0.2107,0.6259
0.652,2.0332,2.0332,-0.0239,0.2928,0.2928,0.3426,-0.2107,-0.2107,0.6257
0.655,1.9485,1.9485,-0.0237,0.2258,0.2258,0.2928,-0.2107,-0.2107,0.6256
0.659,2.0023,2.0023,-0.0235,0.1341,0.1341,0.2258,-0.2387,-0.2387,0.6255
0.663,1.9013,1.9013,-0.0233,-0.0021,-0.0021,0.1341,-0.2387,-0.2387,0.6254
0.667,1.8197,1.8197,-0.0230,-0.1328,-0.1328,-0.0021,-0.2387,-0.2387,0.6253
0.670,1.7398,1.7398,-0.0229,-0.2807,-0.2807,-0.1328,-0.2387,-0.2387,0.6252
0.674,1.6664,1.6664,-0.0227,-0.4216,-0.4216,-0.2807,-0.2387,-0.2387,0.6251
0.678,1.7259,1.7259,-0.0226,-0.5857,-0.5857,-0.4216,-0.2704,-0.2704,0.6250
0.683,1.6204,1.6204,-0.0224,-0.7750,-0.7750,-0.5857,-0.2704,-0.2704,0.6249
0.690,1.4710,1.4710,-0.0222,-1.0274,-1.0274,-0.7750,-0.2704,-0.2704,0.6248
0.695,1.3832,1.3832,-0.0220,-1.1697,-1.1697,-1.0274,-0.2704,-0.2704,0.6246
0.698,1.4675,1.4675,-0.0218,-1.2724,-1.2724,-1.1697,-0.3039,-0.3039,0.6244
0.702,1.3961,1.3961,-0.0217,-1.3801,-1.3801,-1.2724,-0.3039,-0.3039,0.6243
0.705,1.3371,1.3371,-0.0216,-1.4662,-1.4662,-1.3801,-0.3039,-0.3039,0.6242
0.709,1.2636,1.2636,-0.0216,-1.5686,-1.5686,-1.4662,-0.3039,-0.3039,0.6241
0.713,1.2010,1.2010,-0.0215,-1.6522,-1.6522,-1.5686,-0.3039,-0.3039,0.6240
0.716,1.1442,1.1442,-0.0214,-1.7250,-1.7250,-1.6522,-0.3039,-0.3039,0.6239
0.719,1.2460,1.2460,-0.0214,-1.7877,-1.7877,-1.7250,-0.3387,-0.3387,0.6238
0.723,1.1831,1.1831,-0.0213,-1.8608,-1.8608,-1.7877,-0.3387,-0.3387,0.6237
0.727,1.1201,1.1201,-0.0212,-1.9297,-1.9297,-1.8608,-0.3387,-0.3387,0.6236
0.730,1.0647,1.0647,-0.0212,-1.9871,-1.9871,-1.9297,-0.3387,-0.3387,0.6234
0.734,1.0151,1.0151,-0.0212,-2.0355,-2.0355,-1.9871,-0.3387,-0.3387,0.6233
0.737,1.1274,1.1274,-0.0211,-2.0759,-2.0759,-2.0355,-0.3860,-0.3860,0.6232
0.741,1.0636,1.0636,-0.0211,-2.1297,-2.1297,-2.0759,-0.3860,-0.3860,0.6231
0.745,1.0065,1.0065,-0.0210,-2.1737,-2.1737,-2.1297,-0.3860,-0.3860,0.6230
0.752,0.9030,0.9030,-0.0210,-2.2394,-2.2394,-2.1737,-0.3860,-0.3860,0.6229
0.757,0.9983,0.9983,-0.0210,-2.2715,-2.2715,-2.2394,-0.4453,-0.4453,0.6226
0.762,0.9410,0.9410,-0.0210,-2.2978,-2.2978,-2.2715,-0.4453,-0.4453,0.6225
0.765,0.8986,0.8986,-0.0210,-2.3146,-2.3146,-2.2978,-0.4453,-0.4453,0.6223
0.768,0.8551,0.8551,-0.0210,-2.3287,-2.3287,-2.3146,-0.4453,-0.4453,0.6222
0.772,0.8122,0.8122,-0.0210,-2.3396,-2.3396,-2.3287,-0.4453,-0.4453,0.6221
0.776,0.7675,0.7675,-0.0210,-2.3477,-2.3477,-2.3396,-0.4453,-0.4453,0.6219
0.779,0.8680,0.8680,-0.0210,-2.3507,-2.3507,-2.3477,-0.5037,-0.5037,0.6218
0.783,0.8245,0.8245,-0.0210,-2.3517,-2.3517,-2.3507,-0.5037,-0.5037,0.6217
0.788,0.7730,0.7730,-0.0210,-2.3480,-2.3480,-2.3517,-0.5037,-0.5037,0.6215
0.795,0.6928,0.6928,-0.0210,-2.3298,-2.3298,-2.3480,-0.5037,-0.5037,0.6214
0.799,0.7830,0.7830,-0.0211,-2.3191,-2.3191,-2.3298,-0.5701,-0.5701,0.6211
0.802,0.7445,0.7445,-0.0211,-2.3043,-2.3043,-2.3191,-0.5701,-0.5701,0.6209
0.806,0.7122,0.7122,-0.0211,-2.2895,-2.2895,-2.3043,-0.5701,-0.5701,0.6208
0.809,0.6749,0.6749,-0.0212,-2.2694,-2.2694,-2.2895,-0.5701,-0.5701,0.6207
0.813,0.6415,0.6415,-0.0212,-2.2487,-2.2487,-2.2694,-0.5701,-0.5701,0.6205
0.816,0.7199,0.7199,-0.0212,-2.2298,-2.2298,-2.2487,-0.6342,-0.6342,0.6204
0.820,0.6852,0.6852,-0.0213,-2.2027,-2.2027,-2.2298,-0.6342,-0.6342,0.6202
0.823,0.6562,0.6562,-0.0213,-2.1779,-2.1779,-2.2027,-0.6342,-0.6342,0.6201
0.827,0.6213,0.6213,-0.0213,-2.1448,-2.1448,-2.1779,-0.6342,-0.6342,0.6199
0.831,0.5876,0.5876,-0.0214,-2.1098,-2.1098,-2.1448,-0.6342,-0.6342,0.6198
0.836,0.5473,0.5473,-0.0214,-2.0635,-2.0635,-2.1098,-0.6342,-0.6342,0.6196
0.840,0.6077,0.6077,-0.0215,-2.0271,-2.0271,-2.0635,-0.6939,-0.6939,0.6194
0.845,0.5668,0.5668,-0.0215,-1.9716,-1.9716,-2.0271,-0.6939,-0.6939,0.6192
0.849,0.5358,0.5358,-0.0216,-1.9267,-1.9267,-1.9716,-0.6939,-0.6939,0.6190
0.853,0.5105,0.5105,-0.0217,-1.8875,-1.8875,-1.9267,-0.6939,-0.6939,0.6188
0.856,0.4866,0.4866,-0.0217,-1.8486,-1.8486,-1.8875,-0.6939,-0.6939,0.6187
0.860,0.5340,0.5340,-0.0218,-1.8012,-1.8012,-1.8486,-0.7485,-0.7485,0.6185
0.864,0.5064,0.5064,-0.0219,-1.7508,-1.7508,-1.8012,-0.7485,-0.7485,0.6183
0.867,0.4840,0.4840,-0.0219,-1.7078,-1.7078,-1.7508,-0.7485,-0.7485,0.6181
0.871,0.4619,0.4619,-0.0220,-1.6638,-1.6638,-1.7078,-0.7485,-0.7485,0.6180
0.874,0.4394,0.4394,-0.0221,-1.6168,-1.6168,-1.6638,-0.7485,-0.7485,0.6178
0.879,0.4796,0.4796,-0.0221,-1.5659,-1.5659,-1.6168,-0.8022,-0.8022,0.6177
0.883,0.4765,0.4765,-0.0222,-1.5092,-1.5092,-1.5659,-0.8022,-0.8022,0.6175
0.886,0.4746,0.4746,-0.0223,-1.4612,-1.4612,-1.5092,-0.8022,-0.8022,0.6173
0.891,0.4730,0.4730,-0.0223,-1.3847,-1.3847,-1.4612,-0.8022,-0.8022,0.6171
0.900,0.5283,0.5283,-0.0224,-1.2493,-1.2493,-1.3847,-0.8590,-0.8590,0.6169
0.909,0.5339,0.5339,-0.0226,-1.1006,-1.1006,-1.2493,-0.8590,-0.8590,0.6164
0.915,0.5394,0.5394,-0.0227,-1.0088,-1.0088,-1.1006,-0.8590,-0.8590,0.6160
0.919,0.5874,0.5874,-0.0228,-0.9626,-0.9626,-1.0088,-0.9211,-0.9211,0.6157
0.923,0.5934,0.5934,-0.0229,-0.8903,-0.8903,-0.9626,-0.9211,-0.9211,0.6155
0.928,0.6010,0.6010,-0.0229,-0.8101,-0.8101,-0.8903,-0.9211,-0.9211,0.6153
0.931,0.6073,0.6073,-0.0230,-0.7493,-0.7493,-0.8101,-0.9211,-0.9211,0.6150
0.935,0.6135,0.6135,-0.0230,-0.6938,-0.6938,-0.7493,-0.9211,-0.9211,0.6149
0.938,0.6540,0.6540,-0.0230,-0.6551,-0.6551,-0.6938,-0.9858,-0.9858,0.6147
0.942,0.6630,0.6630,-0.0231,-0.5830,-0.5830,-0.6551,-0.9858,-0.9858,0.6145
0.946,0.6720,0.6720,-0.0231,-0.5149,-0.5149,-0.5830,-0.9858,-0.9858,0.6143
0.949,0.6801,0.6801,-0.0231,-0.4566,-0.4566,-0.5149,-0.9858,-0.9858,0.6141
0.953,0.6890,0.6890,-0.0231,-0.3947,-0.3947,-0.4566,-0.9858,-0.9858,0.6139
0.956,0.6977,0.6977,-0.0232,-0.3364,-0.3364,-0.3947,-0.9858,-0.9858,0.6137
0.961,0.7348,0.7348,-0.0232,-0.2779,-0.2779,-0.3364,-1.0433,-1.0433,0.6135
0.965,0.7463,0.7463,-0.0232,-0.2058,-0.2058,-0.2779,-1.0433,-1.0433,0.6133
0.968,0.7581,0.7581,-0.0232,-0.1351,-0.1351,-0.2058,-1.0433,-1.0433,0.6131
0.972,0.7688,0.7688,-0.0232,-0.0719,-0.0719,-0.1351,-1.0433,-1.0433,0.6129
0.977,0.8008,0.8008,-0.0232,-0.0071,-0.0071,-0.0719,-1.0912,-1.0912,0.6127
0.981,0.8143,0.8143,-0.0233,0.0678,0.0678,-0.0071,-1.0912,-1.0912,0.6124
0.984,0.8255,0.8255,-0.0233,0.1286,0.1286,0.0678,-1.0912,-1.0912,0.6122
0.987,0.8369,0.8369,-0.0233,0.1895,0.1895,0.1286,-1.0912,-1.0912,0.6120
0.991,0.8503,0.8503,-0.0233,0.2599,0.2599,0.1895,-1.0912,-1.0912,0.6118
0.996,0.8682,0.8682,-0.0232,0.3530,0.3530,0.2599,-1.0912,-1.0912,0.6116
1.004,0.9049,0.9049,-0.0232,0.4667,0.4667,0.3530,-1.1288,-1.1288,0.6113
1.009,0.9261,0.9261,-0.0232,0.5719,0.5719,0.4667,-1.1288,-1.1288,0.6109
1.013,0.9400,0.9400,-0.0232,0.6391,0.6391,0.5719,-1.1288,-1.1288,0.6106
1.016,0.9526,0.9526,-0.0232,0.6999,0.6999,0.6391,-1.1288,-1.1288,0.6104
1.019,0.9680,0.9680,-0.0231,0.7300,0.7300,0.6999,-1.1753,-1.1753,0.6102
1.023,0.9837,0.9837,-0.0231,0.8045,0.8045,0.7300,-1.1753,-1.1753,0.6100
1.027,1.0008,1.0008,-0.0231,0.8846,0.8846,0.8045,-1.1753,-1.1753,0.6097
1.031,1.0155,1.0155,-0.0230,0.9532,0.9532,0.8846,-1.1753,-1.1753,0.6095
1.034,1.0290,1.0290,-0.0230,1.0156,1.0156,0.9532,-1.1753,-1.1753,0.6093
1.039,1.0433,1.0433,-0.0230,1.0639,1.0639,1.0156,-1.2128,-1.2128,0.6091
1.043,1.0617,1.0617,-0.0229,1.1481,1.1481,1.0639,-1.2128,-1.2128,0.6088
1.046,1.0761,1.0761,-0.0229,1.2136,1.2136,1.1481,-1.2128,-1.2128,0.6086
1.050,1.0903,1.0903,-0.0228,1.2777,1.2777,1.2136,-1.2128,-1.2128,0.6084
1.053,1.1053,1.1053,-0.0228,1.3455,1.3455,1.2777,-1.2128,-1.2128,0.6082
1.061,1.1299,1.1299,-0.0228,1.4605,1.4605,1.3455,-1.2509,-1.2509,0.6080
1.067,1.1542,1.1542,-0.0226,1.5694,1.5694,1.4605,-1.2509,-1.2509,0.6075
1.073,1.1809,1.1809,-0.0225,1.6896,1.6896,1.5694,-1.2509,-1.2509,0.6072
1.078,1.1897,1.1897,-0.0224,1.7496,1.7496,1.6896,-1.2805,-1.2805,0.6068
1.083,1.2078,1.2078,-0.0223,1.8305,1.8305,1.7496,-1.2805,-1.2805,0.6065
1.086,1.2233,1.2233,-0.0223,1.8992,1.8992,1.8305,-1.2805,-1.2805,0.6062
1.090,1.2380,1.2380,-0.0222,1.9645,1.9645,1.8992,-1.2805,-1.2805,0.6060
1.093,1.2542,1.2542,-0.0221,2.0364,2.0364,1.9645,-1.2805,-1.2805,0.6058
1.097,1.2498,1.2498,-0.0221,2.0539,2.0539,2.0364,-1.3012,-1.3012,0.6056
1.103,1.2752,1.2752,-0.0220,2.1675,2.1675,2.0539,-1.3012,-1.3012,0.6054
1.110,1.3059,1.3059,-0.0219,2.3056,2.3056,2.1675,-1.3012,-1.3012,0.6050
1.114,1.3244,1.3244,-0.0217,2.3887,2.3887,2.3056,-1.3012,-1.3012,0.6046
1.118,1.3170,1.3170,-0.0216,2.4068,2.4068,2.3887,-1.3142,-1.3142,0.6044
1.122,1.3356,1.3356,-0.0215,2.4907,2.4907,2.4068,-1.3142,-1.3142,0.6041
