Time,Input_Surge,Gain_Surge,Output_Surge,Input_Sway,Gain_Sway,Output_Sway,Input_Heave,Gain_Heave,Output_Heave
0.114,-0.0001,0.0000,-0.0617,-7.3920,-0.6783,-0.6783,-0.4902,0.0000,0.1220
0.118,-0.0001,0.0000,-0.0617,-7.3395,-0.6710,-0.6710,-0.4902,0.0000,0.1220
0.121,-0.0001,0.0000,-0.0617,-7.2947,-0.6662,-0.6662,-0.5521,0.0000,0.1220
0.126,-0.0001,0.0000,-0.0617,-7.2394,-0.6620,-0.6620,-0.5521,0.0000,0.1220
0.129,-0.0001,0.0000,-0.0617,-7.1946,-0.6570,-0.6570,-0.5521,0.0000,0.1220
0.133,0.0000,0.0000,-0.0617,-7.1465,-0.6530,-0.6530,-0.5521,0.0000,0.1220
0.136,0.0000,0.0000,-0.0617,-7.1006,-0.6487,-0.6487,-0.5521,0.0000,0.1220
0.141,0.0000,0.0000,-0.0617,-7.0434,-0.6445,-0.6445,-0.6151,0.0000,0.1220
0.149,0.0000,0.0000,-0.0617,-6.9363,-0.6392,-0.6392,-0.6151,0.0000,0.1220
0.153,0.0000,0.0000,-0.0617,-6.8814,-0.6295,-0.6295,-0.6151,0.0000,0.1220
0.157,0.0000,0.0000,-0.0617,-6.8319,-0.6246,-0.6246,-0.6151,0.0000,0.1220
0.161,0.0000,0.0000,-0.0617,-6.7892,-0.6201,-0.6201,-0.6765,0.0000,0.1220
0.165,0.0000,0.0000,-0.0617,-6.7356,-0.6161,-0.6161,-0.6765,0.0000,0.1220
0.169,0.0000,0.0000,-0.0617,-6.6867,-0.6112,-0.6112,-0.6765,0.0000,0.1220
0.172,0.0000,0.0000,-0.0617,-6.6412,-0.6068,-0.6068,-0.6765,0.0000,0.1220
0.176,0.0000,0.0000,-0.0617,-6.5970,-0.6027,-0.6027,-0.6765,0.0000,0.1220
0.180,0.0000,0.0000,-0.0617,-6.5482,-0.5988,-0.5988,-0.6765,0.0000,0.1220
0.183,0.0000,0.0000,-0.0617,-6.5053,-0.5944,-0.5944,-0.7484,0.0000,0.1220
0.187,0.0000,0.0000,-0.0617,-6.4561,-0.5903,-0.5903,-0.7484,0.0000,0.1220
0.191,0.0000,0.0000,-0.0617,-6.4116,-0.5858,-0.5858,-0.7484,0.0000,0.1220
0.194,0.0000,0.0000,-0.0617,-6.3696,-0.5818,-0.5818,-0.7484,0.0000,0.1220
0.198,0.0000,0.0000,-0.0618,-6.3196,-0.5780,-0.5780,-0.7484,0.0000,0.1220
0.202,0.0000,0.0000,-0.0618,-6.2803,-0.5735,-0.5735,-0.8220,0.0000,0.1220
0.206,0.0000,0.0000,-0.0618,-6.2240,-0.5698,-0.5698,-0.8220,0.0000,0.1220
0.210,0.0000,0.0000,-0.0618,-6.1802,-0.5647,-0.5647,-0.8220,0.0000,0.1220
0.214,0.0000,0.0000,-0.0618,-6.1306,-0.5607,-0.5607,-0.8220,0.0000,0.1220
0.218,0.0000,0.0000,-0.0618,-6.0860,-0.5563,-0.5563,-0.8220,0.0000,0.1220
0.223,0.0000,0.0000,-0.0618,-6.0187,-0.5523,-0.5523,-0.8918,0.0000,0.1220
0.229,0.0000,0.0000,-0.0618,-5.9514,-0.5459,-0.5459,-0.8918,0.0000,0.1220
0.233,0.0000,0.0000,-0.0618,-5.9035,-0.5399,-0.5399,-0.8918,0.0000,0.1220
0.237,0.0000,0.0000,-0.0618,-5.8642,-0.5356,-0.5356,-0.8918,0.0000,0.1220
0.240,0.0000,0.0000,-0.0618,-5.8226,-0.5320,-0.5320,-0.9567,0.0000,0.1220
0.245,0.0000,0.0000,-0.0618,-5.7738,-0.5280,-0.5280,-0.9567,0.0000,0.1220
0.250,0.0000,0.0000,-0.0618,-5.7137,-0.5236,-0.5236,-0.9567,0.0000,0.1220
0.258,0.0000,0.0000,-0.0618,-5.6229,-0.5182,-0.5182,-0.9567,0.0000,0.1220
0.265,0.0000,0.0000,-0.0618,-5.5470,-0.5100,-0.5100,-1.0163,0.0000,0.1220
0.269,0.0000,0.0000,-0.0618,-5.5015,-0.5029,-0.5029,-1.0163,0.0000,0.1220
0.273,0.0000,0.0000,-0.0618,-5.4576,-0.4988,-0.4988,-1.0163,0.0000,0.1220
0.278,0.0000,0.0000,-0.0618,-5.4024,-0.4949,-0.4949,-1.0163,0.0000,0.1220
0.282,0.0000,0.0000,-0.0618,-5.3628,-0.4899,-0.4899,-1.0700,0.0000,0.1220
0.287,0.0000,0.0000,-0.0618,-5.3161,-0.4860,-0.4860,-1.0700,0.0000,0.1220
0.290,0.0000,0.0000,-0.0618,-5.2796,-0.4818,-0.4818,-1.0700,0.0000,0.1220
0.294,0.0000,0.0000,-0.0618,-5.2400,-0.4785,-0.4785,-1.0700,0.0000,0.1220
0.298,0.0000,0.0000,-0.0618,-5.2025,-0.4749,-0.4749,-1.0700,0.0000,0.1220
0.302,0.0000,0.0000,-0.0618,-5.1657,-0.4716,-0.4716,-1.1389,0.0000,0.1220
0.306,0.0000,0.0000,-0.0618,-5.1265,-0.4680,-0.4680,-1.1389,0.0000,0.1220
0.310,0.0000,0.0000,-0.0618,-5.0871,-0.4644,-0.4644,-1.1389,0.0000,0.1220
0.313,0.0000,0.0000,-0.0618,-5.0518,-0.4609,-0.4609,-1.1389,0.0000,0.1220
0.317,0.0000,0.0000,-0.0618,-5.0193,-0.4577,-0.4577,-1.1389,0.0000,0.1220
0.321,0.0000,0.0000,-0.0618,-4.9847,-0.4548,-0.4548,-1.2236,0.0000,0.1220
0.325,0.0000,0.0000,-0.0618,-4.9469,-0.4514,-0.4514,-1.2236,0.0000,0.1220
0.328,0.0000,0.0000,-0.0618,-4.9118,-0.4480,-0.4480,-1.2236,0.0000,0.1220
0.332,0.0000,0.0000,-0.0618,-4.8778,-0.4449,-0.4449,-1.2236,0.0000,0.1220
0.336,0.0000,0.0000,-0.0618,-4.8404,-0.4418,-0.4418,-1.2236,0.0000,0.1220
0.340,0.0000,0.0000,-0.0619,-4.8046,-0.4384,-0.4384,-1.2236,0.0000,0.1220
0.344,0.0000,0.0000,-0.0619,-4.7682,-0.4352,-0.4352,-1.3009,0.0000,0.1220
0.348,0.0000,0.0000,-0.0619,-4.7308,-0.4317,-0.4317,-1.3009,0.0000,0.1220
0.353,0.0000,0.0000,-0.0619,-4.6932,-0.4283,-0.4283,-1.3009,0.0000,0.1220
0.356,0.0000,0.0000,-0.0619,-4.6608,-0.4249,-0.4249,-1.3009,0.0000,0.1220
0.362,0.0000,0.0000,-0.0619,-4.6180,-0.4220,-0.4220,-1.3795,0.0000,0.1220
0.371,0.0000,0.0000,-0.0619,-4.5406,-0.4179,-0.4179,-1.3795,0.0000,0.1220
0.377,0.0000,0.0000,-0.0619,-4.4891,-0.4109,-0.4109,-1.3795,0.0000,0.1220
0.383,0.0000,0.0000,-0.0619,-4.4462,-0.4063,-0.4063,-1.4584,0.0000,0.1220
0.389,0.0000,0.0000,-0.0619,-4.3946,-0.4021,-0.4021,-1.4584,0.0000,0.1220
0.393,0.0000,0.0000,-0.0619,-4.3632,-0.3975,-0.3975,-1.4584,0.0000,0.1220
0.397,0.0000,0.0000,-0.0619,-4.3353,-0.3947,-0.3947,-1.4584,0.0000,0.1220
0.401,0.0000,0.0000,-0.0619,-4.3081,-0.3922,-0.3922,-1.5265,0.0000,0.1220
0.405,0.0000,0.0000,-0.0619,-4.2769,-0.3894,-0.3894,-1.5265,0.0000,0.1220
0.409,0.0000,0.0000,-0.0619,-4.2462,-0.3866,-0.3866,-1.5265,0.0000,0.1220
0.416,0.0000,0.0000,-0.0619,-4.1969,-0.3838,-0.3838,-1.5265,0.0000,0.1220
0.419,0.0000,0.0000,-0.0619,-4.1719,-0.3794,-0.3794,-1.5265,0.0000,0.1220
0.423,0.0000,0.0000,-0.0619,-4.1509,-0.3772,-0.3772,-1.5831,0.0000,0.1220
0.427,0.0000,0.0000,-0.0619,-4.1233,-0.3749,-0.3749,-1.5831,0.0000,0.1220
0.430,0.0000,0.0000,-0.0619,-4.0970,-0.3724,-0.3724,-1.5831,0.0000,0.1220
0.434,0.0000,0.0000,-0.0619,-4.0718,-0.3701,-0.3701,-1.5831,0.0000,0.1220
0.437,0.0000,0.0000,-0.0619,-4.0489,-0.3678,-0.3678,-1.5831,0.0000,0.1220
0.441,0.0000,0.0000,-0.0619,-4.0290,-0.3657,-0.3657,-1.6285,0.0000,0.1220
0.445,0.0000,0.0000,-0.0619,-4.0017,-0.3635,-0.3635,-1.6285,0.0000,0.1220
0.449,0.0000,0.0000,-0.0619,-3.9765,-0.3611,-0.3611,-1.6285,0.0000,0.1220
0.452,0.0000,0.0000,-0.0619,-3.9553,-0.3588,-0.3588,-1.6285,0.0000,0.1220
0.456,0.0000,0.0000,-0.0619,-3.9332,-0.3569,-0.3569,-1.6285,0.0000,0.1220
0.459,0.0000,0.0000,-0.0619,-3.9125,-0.3549,-0.3549,-1.6285,0.0000,0.1220
0.463,0.0000,0.0000,-0.0619,-3.8995,-0.3530,-0.3530,-1.6627,0.0000,0.1220
0.467,0.0000,0.0000,-0.0619,-3.8745,-0.3510,-0.3510,-1.6627,0.0000,0.1220
0.472,0.0000,0.0000,-0.0619,-3.8473,-0.3487,-0.3487,-1.6627,0.0000,0.1220
0.479,0.0000,0.0000,-0.0619,-3.8040,-0.3463,-0.3463,-1.6627,0.0000,0.1220
0.483,0.0000,0.0000,-0.0619,-3.7819,-0.3424,-0.3424,-1.6910,0.0000,0.1220
0.487,0.0000,0.0000,-0.0619,-3.7600,-0.3404,-0.3404,-1.6910,0.0000,0.1220
0.490,0.0000,0.0000,-0.0619,-3.7407,-0.3384,-0.3384,-1.6910,0.0000,0.1220
0.494,0.0000,0.0000,-0.0619,-3.7225,-0.3367,-0.3367,-1.6910,0.0000,0.1220
0.497,0.0000,0.0000,-0.0619,-3.7034,-0.3350,-0.3350,-1.6910,0.0000,0.1220
0.501,0.0000,0.0000,-0.0619,-3.6854,-0.3333,-0.3333,-1.7260,0.0000,0.1220
0.505,0.0000,0.0000,-0.0619,-3.6644,-0.3317,-0.3317,-1.7260,0.0000,0.1220
0.508,0.0000,0.0000,-0.0619,-3.6464,-0.3298,-0.3298,-1.7260,0.0000,0.1220
0.512,0.0000,0.0000,-0.0619,-3.6268,-0.3282,-0.3282,-1.7260,0.0000,0.1220
0.516,0.0000,0.0000,-0.0619,-3.6091,-0.3264,-0.3264,-1.7260,0.0000,0.1220
0.520,0.0000,0.0000,-0.0619,-3.5898,-0.3248,-0.3248,-1.7260,0.0000,0.1220
0.523,0.0000,0.0000,-0.0619,-3.5722,-0.3231,-0.3231,-1.7498,0.0000,0.1220
0.529,0.0000,0.0000,-0.0620,-3.5446,-0.3215,-0.3215,-1.7498,0.0000,0.1220
0.534,0.0000,0.0000,-0.0620,-3.5231,-0.3190,-0.3190,-1.7498,0.0000,0.1220
0.537,0.0000,0.0000,-0.0620,-3.5070,-0.3171,-0.3171,-1.7498,0.0000,0.1220
0.541,0.0000,0.0000,-0.0620,-3.4921,-0.3156,-0.3156,-1.7744,0.0000,0.1220
0.545,0.0000,0.0000,-0.0620,-3.4748,-0.3143,-0.3143,-1.7744,0.0000,0.1220
0.548,0.0000,0.0000,-0.0620,-3.4595,-0.3127,-0.3127,-1.7744,0.0000,0.1220
0.552,0.0000,0.0000,-0.0620,-3.4435,-0.3114,-0.3114,-1.7744,0.0000,0.1220
0.556,0.0000,0.0000,-0.0620,-3.4293,-0.3099,-0.3099,-1.7744,0.0000,0.1220
0.559,0.0000,0.0000,-0.0620,-3.4163,-0.3086,-0.3086,-1.7744,0.0000,0.1220
0.562,0.0000,0.0000,-0.0620,-3.4013,-0.3075,-0.3075,-1.8042,0.0000,0.1220
0.569,0.0000,0.0000,-0.0620,-3.3748,-0.3061,-0.3061,-1.8042,0.0000,0.1220
0.574,0.0000,0.0000,-0.0620,-3.3563,-0.3037,-0.3037,-1.8042,0.0000,0.1220
0.582,0.0000,0.0000,-0.0620,-3.3290,-0.3021,-0.3021,-1.8210,0.0000,0.1220
0.586,0.0000,0.0000,-0.0620,-3.3140,-0.2996,-0.2996,-1.8210,0.0000,0.1220
0.589,0.0000,0.0000,-0.0620,-3.3028,-0.2983,-0.2983,-1.8210,0.0000,0.1220
0.593,0.0000,0.0000,-0.0620,-3.2922,-0.2973,-0.2973,-1.8210,0.0000,0.1220
0.596,0.0000,0.0000,-0.0620,-3.2812,-0.2963,-0.2963,-1.8210,0.0000,0.1220
0.600,0.0000,0.0000,-0.0620,-3.2688,-0.2953,-0.2953,-1.8210,0.0000,0.1220
0.604,0.0000,0.0000,-0.0620,-3.2560,-0.2942,-0.2942,-1.8235,0.0000,0.1220
0.608,0.0000,0.0000,-0.0620,-3.2439,-0.2930,-0.2930,-1.8235,0.0000,0.1220
0.611,0.0000,0.0000,-0.0620,-3.2341,-0.2920,-0.2920,-1.8235,0.0000,0.1220
0.615,0.0000,0.0000,-0.0620,-3.2242,-0.2911,-0.2911,-1.8235,0.0000,0.1220
0.618,0.0000,0.0000,-0.0620,-3.2151,-0.2902,-0.2902,-1.8235,0.0000,0.1220
0.621,0.0000,0.0000,-0.0620,-3.2064,-0.2894,-0.2894,-1.8116,0.0000,0.1220
0.625,0.0000,0.0000,-0.0620,-3.1959,-0.2886,-0.2886,-1.8116,0.0000,0.1220
0.629,0.0000,0.0000,-0.0620,-3.1872,-0.2876,-0.2876,-1.8116,0.0000,0.1220
0.633,0.0000,0.0000,-0.0620,-3.1770,-0.2869,-0.2869,-1.8116,0.0000,0.1220
0.637,0.0000,0.0000,-0.0620,-3.1678,-0.2859,-0.2859,-1.8116,0.0000,0.1220
0.640,0.0000,0.0000,-0.0620,-3.1598,-0.2851,-0.2851,-1.7856,0.0000,0.1220
0.644,0.0000,0.0000,-0.0620,-3.1513,-0.2844,-0.2844,-1.7856,0.0000,0.1220
0.648,0.0000,0.0000,-0.0620,-3.1425,-0.2836,-0.2836,-1.7856,0.0000,0.1220
0.652,0.0000,0.0000,-0.0620,-3.1348,-0.2828,-0.2828,-1.7856,0.0000,0.1220
0.656,0.0000,0.0000,-0.0620,-3.1274,-0.2821,-0.2821,-1.7856,0.0000,0.1220
0.660,0.0000,0.0000,-0.0620,-3.1199,-0.2815,-0.2815,-1.7458,0.0000,0.1220
0.665,0.0000,0.0000,-0.0620,-3.1116,-0.2808,-0.2808,-1.7458,0.0000,0.1220
0.669,0.0000,0.0000,-0.0620,-3.1054,-0.2800,-0.2800,-1.7458,0.0000,0.1220
0.672,0.0000,0.0000,-0.0620,-3.0997,-0.2795,-0.2795,-1.7458,0.0000,0.1220
0.676,0.0000,0.0000,-0.0620,-3.0943,-0.2790,-0.2790,-1.7458,0.0000,0.1220
0.683,0.0000,0.0000,-0.0620,-3.0855,-0.2785,-0.2785,-1.6925,0.0000,0.1220
0.692,0.0000,0.0000,-0.0620,-3.0754,-0.2777,-0.2777,-1.6925,0.0000,0.1220
0.696,0.0000,0.0000,-0.0620,-3.0713,-0.2768,-0.2768,-1.6925,0.0000,0.1220
0.699,0.0000,0.0000,-0.0620,-3.0680,-0.2764,-0.2764,-1.6925,0.0000,0.1220
0.703,0.0000,0.0000,-0.0620,-3.0755,-0.2761,-0.2761,-1.6262,0.0000,0.1220
0.707,0.0000,0.0000,-0.0620,-3.0725,-0.2759,-0.2759,-1.6262,0.0000,0.1220
0.711,0.0000,0.0000,-0.0620,-3.0705,-0.2756,-0.2756,-1.6262,0.0000,0.1220
0.715,0.0000,0.0000,-0.0620,-3.0688,-0.2754,-0.2754,-1.6262,0.0000,0.1220
0.721,0.0000,0.0000,-0.0620,-3.0771,-0.2753,-0.2753,-1.5470,0.0000,0.1220
0.725,0.0000,0.0000,-0.0620,-3.0762,-0.2751,-0.2751,-1.5470,0.0000,0.1220
0.728,0.0000,0.0000,-0.0620,-3.0757,-0.2750,-0.2750,-1.5470,0.0000,0.1220
0.732,0.0000,0.0000,-0.0620,-3.0757,-0.2750,-0.2750,-1.5470,0.0000,0.1220
0.735,0.0000,0.0000,-0.0620,-3.0761,-0.2750,-0.2750,-1.5470,0.0000,0.1220
0.739,0.0000,0.0000,-0.0620,-3.0770,-0.2750,-0.2750,-1.5470,0.0000,0.1220
0.742,0.0000,0.0000,-0.0620,-3.0874,-0.2751,-0.2751,-1.4712,0.0000,0.1220
0.746,0.0000,0.0000,-0.0620,-3.0895,-0.2752,-0.2752,-1.4712,0.0000,0.1220
0.750,0.0000,0.0000,-0.0620,-3.0917,-0.2754,-0.2754,-1.4712,0.0000,0.1220
0.754,0.0000,0.0000,-0.0620,-3.0942,-0.2756,-0.2756,-1.4712,0.0000,0.1220
0.758,0.0000,0.0000,-0.0620,-3.0974,-0.2758,-0.2758,-1.4712,0.0000,0.1220
0.762,0.0000,0.0000,-0.0620,-3.1093,-0.2761,-0.2761,-1.4033,0.0000,0.1220
0.766,0.0000,0.0000,-0.0620,-3.1142,-0.2765,-0.2765,-1.4033,0.0000,0.1220
0.770,0.0000,0.0000,-0.0620,-3.1191,-0.2769,-0.2769,-1.4033,0.0000,0.1220
0.773,0.0000,0.0000,-0.0620,-3.1240,-0.2773,-0.2773,-1.4033,0.0000,0.1220
0.777,0.0000,0.0000,-0.0620,-3.1291,-0.2778,-0.2778,-1.4033,0.0000,0.1220
0.780,0.0000,0.0000,-0.0620,-3.1431,-0.2782,-0.2782,-1.3247,0.0000,0.1220
0.785,0.0000,0.0000,-0.0620,-3.1524,-0.2788,-0.2788,-1.3247,0.0000,0.1220
0.793,0.0000,0.0000,-0.0621,-3.1602,-0.2796,-0.2796,-1.3247,0.0000,0.1220
0.797,0.0000,0.0000,-0.0621,-3.1625,-0.2803,-0.2803,-1.3247,0.0000,0.1220
0.800,0.0000,0.0000,-0.0621,-3.1711,-0.2805,-0.2805,-1.2334,0.0000,0.1220
0.804,0.0000,0.0000,-0.0621,-3.1709,-0.2806,-0.2806,-1.2334,0.0000,0.1220
0.807,0.0000,0.0000,-0.0621,-3.1697,-0.2806,-0.2806,-1.2334,0.0000,0.1220
0.811,0.0000,0.0000,-0.0621,-3.1673,-0.2805,-0.2805,-1.2334,0.0000,0.1220
0.815,0.0000,0.0000,-0.0621,-3.1640,-0.2803,-0.2803,-1.2334,0.0000,0.1220
0.818,0.0000,0.0000,-0.0621,-3.1594,-0.2800,-0.2800,-1.2334,0.0000,0.1220
0.823,0.0000,0.0000,-0.0621,-3.1605,-0.2796,-0.2796,-1.1301,0.0000,0.1220
0.827,0.0000,0.0000,-0.0621,-3.1528,-0.2790,-0.2790,-1.1301,0.0000,0.1220
0.833,0.0000,0.0000,-0.0621,-3.1406,-0.2783,-0.2783,-1.1301,0.0000,0.1220
0.838,0.0000,0.0000,-0.0621,-3.1314,-0.2772,-0.2772,-1.1301,0.0000,0.1220
0.841,0.0000,0.0000,-0.0621,-3.1330,-0.2764,-0.2764,-1.0156,0.0000,0.1220
0.846,0.0000,0.0000,-0.0621,-3.1286,-0.2759,-0.2759,-1.0156,0.0000,0.1220
0.850,0.0000,0.0000,-0.0621,-3.1262,-0.2755,-0.2755,-1.0156,0.0000,0.1220
0.854,0.0000,0.0000,-0.0621,-3.1254,-0.2753,-0.2753,-1.0156,0.0000,0.1220
0.858,0.0000,0.0000,-0.0621,-3.1262,-0.2752,-0.2752,-1.0156,0.0000,0.1220
0.861,0.0000,0.0000,-0.0621,-3.1350,-0.2753,-0.2753,-0.8909,0.0000,0.1220
0.866,0.0000,0.0000,-0.0621,-3.1396,-0.2755,-0.2755,-0.8909,0.0000,0.1220
0.872,0.0000,0.0000,-0.0621,-3.1498,-0.2759,-0.2759,-0.8909,0.0000,0.1220
0.876,0.0000,0.0000,-0.0621,-3.1569,-0.2768,-0.2768,-0.8909,0.0000,0.1220
0.879,0.0000,0.0000,-0.0621,-3.1651,-0.2774,-0.2774,-0.8909,0.0000,0.1220
0.883,0.0000,0.0000,-0.0621,-3.1823,-0.2782,-0.2782,-0.7565,0.0000,0.1220
0.887,0.0000,0.0000,-0.0621,-3.1947,-0.2792,-0.2792,-0.7565,0.0000,0.1220
0.891,0.0000,0.0000,-0.0621,-3.2071,-0.2803,-0.2803,-0.7565,0.0000,0.1220
0.896,0.0000,0.0000,-0.0621,-3.2250,-0.2814,-0.2814,-0.7565,0.0000,0.1220
0.904,0.0000,0.0000,-0.0621,-3.2677,-0.2830,-0.2830,-0.6133,0.0000,0.1220
0.909,0.0000,0.0000,-0.0621,-3.2916,-0.2863,-0.2863,-0.6133,0.0000,0.1220
0.913,0.0000,0.0000,-0.0621,-3.3130,-0.2885,-0.2885,-0.6133,0.0000,0.1220
0.917,0.0000,0.0000,-0.0621,-3.3355,-0.2904,-0.2904,-0.6133,0.0000,0.1220
0.921,0.0000,0.0000,-0.0621,-3.3613,-0.2924,-0.2924,-0.4664,0.0000,0.1220
0.924,0.0000,0.0000,-0.0621,-3.3846,-0.2943,-0.2943,-0.4664,0.0000,0.1220
0.928,0.0000,0.0000,-0.0621,-3.4056,-0.2964,-0.2964,-0.4664,0.0000,0.1220
0.931,0.0000,0.0000,-0.0621,-3.4289,-0.2983,-0.2983,-0.4664,0.0000,0.1220
0.935,0.0000,0.0000,-0.0621,-3.4511,-0.3004,-0.3004,-0.4664,0.0000,0.1220
0.938,0.0000,0.0000,-0.0621,-3.4751,-0.3024,-0.3024,-0.4664,0.0000,0.1220
0.942,0.0000,0.0000,-0.0621,-3.5048,-0.3045,-0.3045,-0.3311,0.0000,0.1220
0.946,0.0000,0.0000,-0.0621,-3.5387,-0.3068,-0.3068,-0.3311,0.0000,0.1220
0.950,0.0000,0.0000,-0.0621,-3.5665,-0.3099,-0.3099,-0.3311,0.0000,0.1220
0.953,0.0000,0.0000,-0.0621,-3.5928,-0.3124,-0.3124,-0.3311,0.0000,0.1220
0.956,0.0000,0.0000,-0.0621,-3.6184,-0.3148,-0.3148,-0.3311,0.0000,0.1220
0.960,0.0000,0.0000,-0.0621,-3.6505,-0.3171,-0.3171,-0.1930,0.0000,0.1220
0.964,0.0000,0.0000,-0.0621,-3.6847,-0.3196,-0.3196,-0.1930,0.0000,0.1220
0.968,0.0000,0.0000,-0.0621,-3.7163,-0.3227,-0.3227,-0.1930,0.0000,0.1220
0.971,0.0000,0.0000,-0.0621,-3.7457,-0.3256,-0.3256,-0.1930,0.0000,0.1220
0.975,0.0000,0.0000,-0.0621,-3.7761,-0.3282,-0.3282,-0.1930,0.0000,0.1220
0.978,0.0000,0.0000,-0.0621,-3.8084,-0.3309,-0.3309,-0.1930,0.0000,0.1220
0.984,0.0000,0.0000,-0.0621,-3.8643,-0.3339,-0.3339,-0.0494,0.0000,0.1220
0.989,0.0000,0.0000,-0.0621,-3.9147,-0.3386,-0.3386,-0.0494,0.0000,0.1220
0.993,0.0000,0.0000,-0.0621,-3.9488,-0.3432,-0.3432,-0.0494,0.0000,0.1220
0.996,0.0000,0.0000,-0.0621,-3.9839,-0.3462,-0.3462,-0.0494,0.0000,0.1220
1.001,0.0000,0.0000,-0.0621,-4.0330,-0.3494,-0.3494,0.0984,0.0000,0.1220
1.009,0.0000,0.0000,-0.0621,-4.1153,-0.3536,-0.3536,0.0984,0.0000,0.1220
1.013,0.0000,0.0000,-0.0621,-4.1511,-0.3610,-0.3610,0.0984,0.0000,0.1220
1.017,0.0000,0.0000,-0.0621,-4.1883,-0.3642,-0.3642,0.0984,0.0000,0.1220
1.022,0.0000,0.0000,-0.0621,-4.2492,-0.3676,-0.3676,0.2491,0.0000,0.1220
1.027,0.0000,0.0000,-0.0621,-4.2932,-0.3729,-0.3729,0.2491,0.0000,0.1220
1.030,0.0000,0.0000,-0.0621,-4.3290,-0.3769,-0.3769,0.2491,0.0000,0.1220
1.034,0.0000,0.0000,-0.0621,-4.3657,-0.3801,-0.3801,0.2491,0.0000,0.1220
1.037,0.0000,0.0000,-0.0621,-4.3985,-0.3834,-0.3834,0.2491,0.0000,0.1220
1.041,0.0000,0.0000,-0.0621,-4.4413,-0.3864,-0.3864,0.4016,0.0000,0.1220
1.046,0.0000,0.0000,-0.0621,-4.4829,-0.3902,-0.3902,0.4016,0.0000,0.1220
1.050,0.0000,0.0000,-0.0621,-4.5229,-0.3939,-0.3939,0.4016,0.0000,0.1220
1.053,0.0000,0.0000,-0.0621,-4.5558,-0.3975,-0.3975,0.4016,0.0000,0.1220
1.056,0.0000,0.0000,-0.0621,-4.5895,-0.4005,-0.4005,0.4016,0.0000,0.1220
1.060,0.0000,0.0000,-0.0621,-4.6225,-0.4035,-0.4035,0.4016,0.0000,0.1220
1.063,0.0000,0.0000,-0.0621,-4.6553,-0.4065,-0.4065,0.5547,0.0000,0.1220
